# SEA-Stack Verification Data
# format: rao
# source: nrel
# model: sphere_rao_sweep
# quantity: heave_rao
# units: rad/s, m/m
# columns: Omega(rad/s) HeaveRAO(m/m)
2.094395e+00 7.898375e-02
1.570796e+00 5.896195e-01
1.427997e+00 9.513371e-01
1.256637e+00 8.379110e-01
1.047198e+00 7.192236e-01
8.975979e-01 7.060817e-01
7.853982e-01 6.989397e-01
6.981317e-01 6.981184e-01
6.283185e-01 6.962920e-01
5.711987e-01 6.982007e-01
