step,time,k_before,k_after
1683,16.83,-881.52,-881.519
1684,16.84,-788.674,-788.673
1685,16.85,-693.778,-693.778
1686,16.86,-597.091,-597.091
1687,16.87,-498.877,-498.877
1688,16.88,-399.402,-399.402
1689,16.89,-298.936,-298.936
1690,16.9,-197.752,-197.751
1691,16.91,-96.1229,-96.1228
1692,16.92,5.67529,5.67524
1693,16.93,107.368,107.368
1694,16.94,208.68,208.68
1695,16.95,309.339,309.339
1696,16.96,409.074,409.074
1697,16.97,507.617,507.617
1698,16.98,604.702,604.702
1699,16.99,700.07,700.07
1700,17,793.465,793.464
1701,17.01,884.636,884.612
1702,17.02,973.342,973.235
1703,17.03,1059.34,1059.08
1704,17.04,1142.41,1141.91
1705,17.05,1222.33,1221.5
1706,17.06,1298.88,1297.61
1707,17.07,1371.86,1370.03
1708,17.08,1441.09,1438.58
1709,17.09,1506.37,1503.04
1710,17.1,1567.53,1563.26
1711,17.11,1624.42,1619.07
1712,17.12,1676.88,1670.31
1713,17.13,1724.79,1716.86
1714,17.14,1768,1758.58
1715,17.15,1806.43,1795.38
1716,17.16,1839.96,1827.16
1717,17.17,1868.51,1853.84
1718,17.18,1892.01,1875.36
1719,17.19,1910.4,1891.68
1720,17.2,1923.65,1902.76
1721,17.21,1931.71,1908.6
1722,17.22,1934.57,1909.18
1723,17.23,1932.24,1904.53
1724,17.24,1924.72,1894.68
1725,17.25,1912.04,1879.68
1726,17.26,1894.24,1859.58
1727,17.27,1871.38,1834.47
1728,17.28,1843.52,1804.44
1729,17.29,1810.74,1769.59
1730,17.3,1773.15,1730.04
1731,17.31,1730.83,1685.93
1732,17.32,1683.93,1637.4
1733,17.33,1632.56,1584.61
1734,17.34,1576.87,1527.74
1735,17.35,1517.02,1466.97
1736,17.36,1453.17,1402.48
1737,17.37,1385.5,1334.48
1738,17.38,1314.2,1263.19
1739,17.39,1239.46,1188.83
1740,17.4,1161.5,1111.62
1741,17.41,1080.52,1031.8
1742,17.42,996.748,949.625
1743,17.43,910.412,865.332
1744,17.44,821.75,779.179
1745,17.45,731.003,691.425
1746,17.46,638.42,602.331
1747,17.47,544.251,512.16
1748,17.48,448.754,421.18
1749,17.49,352.189,329.657
1750,17.5,254.816,237.857
1751,17.51,156.901,146.047
1752,17.52,58.709,54.4908
1753,17.53,-39.4953,-36.5501
1754,17.54,-137.446,-126.817
1755,17.55,-234.879,-216.054
1756,17.56,-331.531,-304.013
1757,17.57,-427.142,-390.449
1758,17.58,-521.456,-475.124
1759,17.59,-614.218,-557.806
1760,17.6,-705.18,-638.273
1761,17.61,-794.098,-716.308
1762,17.62,-880.735,-791.706
1763,17.63,-964.858,-864.269
1764,17.64,-1046.24,-933.81
1765,17.65,-1124.67,-1000.15
1766,17.66,-1199.94,-1063.13
1767,17.67,-1271.85,-1122.6
1768,17.68,-1340.2,-1178.4
1769,17.69,-1404.82,-1230.41
1770,17.7,-1465.53,-1278.51
1771,17.71,-1522.19,-1322.6
1772,17.72,-1574.63,-1362.59
1773,17.73,-1622.72,-1398.39
1774,17.74,-1666.33,-1429.94
1775,17.75,-1705.36,-1457.19
1776,17.76,-1739.71,-1480.1
1777,17.77,-1769.28,-1498.64
1778,17.78,-1794,-1512.81
1779,17.79,-1813.81,-1522.6
1780,17.8,-1828.66,-1528.03
1781,17.81,-1838.52,-1529.12
1782,17.82,-1843.37,-1525.92
1783,17.83,-1843.2,-1518.48
1784,17.84,-1838.02,-1506.87
1785,17.85,-1827.84,-1491.16
1786,17.86,-1812.7,-1471.45
1787,17.87,-1792.64,-1447.82
1788,17.88,-1767.73,-1420.4
1789,17.89,-1738.04,-1389.31
1790,17.9,-1703.65,-1354.67
1791,17.91,-1664.67,-1316.63
1792,17.92,-1621.2,-1275.34
1793,17.93,-1573.36,-1230.96
1794,17.94,-1521.29,-1183.65
1795,17.95,-1465.14,-1133.59
1796,17.96,-1405.06,-1080.95
1797,17.97,-1341.23,-1025.92
1798,17.98,-1273.8,-968.687
1799,17.99,-1202.98,-909.454
1800,18,-1128.96,-848.416
1801,18.01,-1051.93,-785.774
1802,18.02,-972.124,-721.734
1803,18.03,-889.747,-656.502
1804,18.04,-805.027,-590.286
1805,18.05,-718.197,-523.293
1806,18.06,-629.493,-455.732
1807,18.07,-539.158,-387.81
1808,18.08,-447.437,-319.733
1809,18.09,-354.581,-251.703
1810,18.1,-260.841,-183.923
1811,18.11,-166.472,-116.588
1812,18.12,-71.7307,-49.8924
1813,18.13,23.1271,15.9747
1814,18.14,117.844,80.83
1815,18.15,212.165,144.495
1816,18.16,305.835,206.798
1817,18.17,398.602,267.574
1818,18.18,490.214,326.664
1819,18.19,580.427,383.917
1820,18.2,668.996,439.191
1821,18.21,755.686,492.35
1822,18.22,840.263,543.268
1823,18.23,922.5,591.829
1824,18.24,1002.18,637.923
1825,18.25,1079.09,681.451
1826,18.26,1153.01,722.325
1827,18.27,1223.77,760.464
1828,18.28,1291.17,795.799
1829,18.29,1355.02,828.27
1830,18.3,1415.17,857.826
1831,18.31,1471.44,884.427
1832,18.32,1523.7,908.043
1833,18.33,1571.81,928.655
1834,18.34,1615.64,946.252
1835,18.35,1655.08,960.832
1836,18.36,1690.02,972.406
1837,18.37,1720.38,980.992
1838,18.38,1746.08,986.616
1839,18.39,1767.05,989.316
1840,18.4,1783.24,989.137
1841,18.41,1794.62,986.132
1842,18.42,1801.15,980.364
1843,18.43,1802.83,971.902
1844,18.44,1799.65,960.823
1845,18.45,1791.63,947.211
1846,18.46,1778.8,931.157
1847,18.47,1761.19,912.757
1848,18.48,1738.87,892.115
1849,18.49,1711.88,869.339
1850,18.5,1680.32,844.542
1851,18.51,1644.26,817.84
1852,18.52,1603.82,789.357
1853,18.53,1559.11,759.216
1854,18.54,1510.25,727.545
1855,18.55,1457.38,694.475
1856,18.56,1400.64,660.14
1857,18.57,1340.19,624.671
1858,18.58,1276.21,588.206
1859,18.59,1208.86,550.878
1860,18.6,1138.34,512.825
1861,18.61,1064.83,474.182
1862,18.62,988.533,435.083
1863,18.63,909.666,395.661
1864,18.64,828.441,356.049
1865,18.65,745.08,316.375
1866,18.66,659.811,276.767
1867,18.67,572.865,237.348
1868,18.68,484.479,198.24
1869,18.69,394.893,159.558
1870,18.7,304.351,121.417
1871,18.71,213.097,83.9248
1872,18.72,121.38,47.1853
1873,18.73,29.4476,11.2978
1874,18.74,-62.4522,-23.6437
1875,18.75,-154.071,-57.5506
1876,18.76,-245.162,-90.3399
1877,18.77,-335.479,-121.934
1878,18.78,-424.78,-152.263
1879,18.79,-512.824,-181.259
1880,18.8,-599.374,-208.865
1881,18.81,-684.2,-235.028
1882,18.82,-767.073,-259.7
1883,18.83,-847.772,-282.842
1884,18.84,-926.082,-304.419
1885,18.85,-1001.79,-324.404
1886,18.86,-1074.7,-342.776
1887,18.87,-1144.62,-359.519
1888,18.88,-1211.36,-374.625
1889,18.89,-1274.73,-388.09
1890,18.9,-1334.59,-399.917
1891,18.91,-1390.76,-410.115
1892,18.92,-1443.11,-418.699
1893,18.93,-1491.48,-425.687
1894,18.94,-1535.77,-431.105
1895,18.95,-1575.84,-434.983
1896,18.96,-1611.6,-437.355
1897,18.97,-1642.96,-438.26
1898,18.98,-1669.83,-437.742
1899,18.99,-1692.16,-435.848
1900,19,-1709.87,-432.629
1901,19.01,-1722.93,-428.14
1902,19.02,-1731.32,-422.439
1903,19.03,-1735,-415.585
1904,19.04,-1733.99,-407.642
1905,19.05,-1728.28,-398.675
1906,19.06,-1717.89,-388.751
1907,19.07,-1702.86,-377.939
1908,19.08,-1683.24,-366.309
1909,19.09,-1659.08,-353.931
1910,19.1,-1630.45,-340.878
1911,19.11,-1597.43,-327.222
1912,19.12,-1560.13,-313.033
1913,19.13,-1518.64,-298.385
1914,19.14,-1473.08,-283.349
1915,19.15,-1423.57,-267.995
1916,19.16,-1370.27,-252.392
1917,19.17,-1313.3,-236.609
1918,19.18,-1252.85,-220.713
1919,19.19,-1189.06,-204.769
1920,19.2,-1122.11,-188.838
1921,19.21,-1052.2,-172.983
1922,19.22,-979.505,-157.261
1923,19.23,-904.234,-141.728
1924,19.24,-826.591,-126.438
1925,19.25,-746.788,-111.439
1926,19.26,-665.044,-96.7806
1927,19.27,-581.58,-82.5054
1928,19.28,-496.626,-68.6546
1929,19.29,-410.411,-55.2658
1930,19.3,-323.172,-42.3731
1931,19.31,-235.143,-30.0075
1932,19.32,-146.565,-18.1963
1933,19.33,-57.6772,-6.96341
1934,19.34,31.2795,3.67066
1935,19.35,120.065,13.6889
1936,19.36,208.438,23.0775
1937,19.37,296.162,31.8263
1938,19.38,382.999,39.9282
1939,19.39,468.715,47.3795
1940,19.4,553.08,54.1794
1941,19.41,635.868,60.3304
1942,19.42,716.855,65.8377
1943,19.43,795.826,70.7094
1944,19.44,872.568,74.9563
1945,19.45,946.875,78.5916
1946,19.46,1018.55,81.6311
1947,19.47,1087.4,84.0926
1948,19.48,1153.25,85.996
1949,19.49,1215.91,87.3633
1950,19.5,1275.23,88.2178
1951,19.51,1331.04,88.5848
1952,19.52,1383.2,88.4905
1953,19.53,1431.57,87.9627
1954,19.54,1476.02,87.0299
1955,19.55,1516.44,85.7215
1956,19.56,1552.72,84.0674
1957,19.57,1584.78,82.0982
1958,19.58,1612.51,79.8444
1959,19.59,1635.86,77.3369
1960,19.6,1654.77,74.6062
1961,19.61,1669.19,71.6828
1962,19.62,1679.08,68.5967
1963,19.63,1684.43,65.3771
1964,19.64,1685.22,62.0529
1965,19.65,1681.45,58.6517
1966,19.66,1673.15,55.2003
1967,19.67,1660.33,51.7245
1968,19.68,1643.04,48.2485
1969,19.69,1621.32,44.7956
1970,19.7,1595.25,41.3872
1971,19.71,1564.89,38.0436
1972,19.72,1530.34,34.7833
1973,19.73,1491.68,31.6231
1974,19.74,1449.03,28.5782
1975,19.75,1402.51,25.662
1976,19.76,1352.24,22.8863
1977,19.77,1298.37,20.2607
1978,19.78,1241.04,17.7936
1979,19.79,1180.42,15.491
1980,19.8,1116.67,13.3577
1981,19.81,1049.97,11.3963
1982,19.82,980.493,9.60804
1983,19.83,908.438,7.99225
1984,19.84,833.999,6.54681
1985,19.85,757.38,5.26806
1986,19.86,678.791,4.15086
1987,19.87,598.446,3.18871
1988,19.88,516.563,2.37383
1989,19.89,433.366,1.69729
1990,19.9,349.081,1.14905
1991,19.91,263.935,0.718141
1992,19.92,178.161,0.392722
1993,19.93,91.9905,0.160242
1994,19.94,5.65655,0.00754508
1995,19.95,-80.6072,-0.0790025
1996,19.96,-166.568,-0.113381
1997,19.97,-251.994,-0.109787
1998,19.98,-336.654,-0.0825082
1999,19.99,-420.321,-0.0457859
2000,20,-502.77,-0.0136922
