step,time,k_before,k_after
877,8.77,2767,2767
878,8.78,2777.57,2777.57
879,8.79,2777.89,2777.89
880,8.8,2768.05,2768.04
881,8.81,2748.14,2748.14
882,8.82,2718.31,2718.3
883,8.83,2678.7,2678.7
884,8.84,2629.5,2629.5
885,8.85,2570.93,2570.93
886,8.86,2503.21,2503.21
887,8.87,2426.6,2426.6
888,8.88,2341.39,2341.38
889,8.89,2247.86,2247.86
890,8.9,2146.36,2146.35
891,8.91,2037.21,2037.21
892,8.92,1920.79,1920.79
893,8.93,1797.48,1797.48
894,8.94,1667.68,1667.68
895,8.95,1531.8,1531.8
896,8.96,1390.28,1390.28
897,8.97,1243.56,1243.56
898,8.98,1092.1,1092.1
899,8.99,936.367,936.366
900,9,776.841,776.84
901,9.01,614.011,614.01
902,9.02,448.372,448.372
903,9.03,280.427,280.427
904,9.04,110.683,110.682
905,9.05,-60.3515,-60.3515
906,9.06,-232.163,-232.163
907,9.07,-404.239,-404.239
908,9.08,-576.069,-576.068
909,9.09,-747.141,-747.141
910,9.1,-916.951,-916.95
911,9.11,-1085,-1085
912,9.12,-1250.78,-1250.78
913,9.13,-1413.82,-1413.82
914,9.14,-1573.63,-1573.63
915,9.15,-1729.75,-1729.75
916,9.16,-1881.72,-1881.72
917,9.17,-2029.09,-2029.09
918,9.18,-2171.43,-2171.43
919,9.19,-2308.33,-2308.33
920,9.2,-2439.39,-2439.39
921,9.21,-2564.22,-2564.22
922,9.22,-2682.46,-2682.46
923,9.23,-2793.77,-2793.77
924,9.24,-2897.81,-2897.81
925,9.25,-2994.28,-2994.28
926,9.26,-3082.91,-3082.9
927,9.27,-3163.41,-3163.41
928,9.28,-3235.57,-3235.56
929,9.29,-3299.15,-3299.15
930,9.3,-3353.98,-3353.98
931,9.31,-3399.88,-3399.87
932,9.32,-3436.71,-3436.7
933,9.33,-3464.35,-3464.35
934,9.34,-3482.72,-3482.71
935,9.35,-3491.74,-3491.74
936,9.36,-3491.38,-3491.38
937,9.37,-3481.62,-3481.62
938,9.38,-3462.48,-3462.47
939,9.39,-3433.98,-3433.98
940,9.4,-3396.2,-3396.2
941,9.41,-3349.22,-3349.22
942,9.42,-3293.16,-3293.16
943,9.43,-3228.15,-3228.14
944,9.44,-3154.35,-3154.35
945,9.45,-3071.95,-3071.95
946,9.46,-2981.16,-2981.16
947,9.47,-2882.21,-2882.21
948,9.48,-2775.36,-2775.36
949,9.49,-2660.87,-2660.87
950,9.5,-2539.05,-2539.05
951,9.51,-2410.21,-2410.21
952,9.52,-2274.68,-2274.68
953,9.53,-2132.81,-2132.81
954,9.54,-1984.98,-1984.98
955,9.55,-1831.56,-1831.55
956,9.56,-1672.95,-1672.95
957,9.57,-1509.56,-1509.56
958,9.58,-1341.83,-1341.83
959,9.59,-1170.18,-1170.17
960,9.6,-995.054,-995.053
961,9.61,-816.917,-816.916
962,9.62,-636.225,-636.224
963,9.63,-453.447,-453.447
964,9.64,-269.057,-269.056
965,9.65,-83.5302,-83.5301
966,9.66,102.653,102.653
967,9.67,289.012,289.011
968,9.68,475.066,475.066
969,9.69,660.337,660.337
970,9.7,844.349,844.349
971,9.71,1026.63,1026.63
972,9.72,1206.71,1206.71
973,9.73,1384.13,1384.13
974,9.74,1558.45,1558.45
975,9.75,1729.2,1729.2
976,9.76,1895.97,1895.97
977,9.77,2058.33,2058.33
978,9.78,2215.87,2215.87
979,9.79,2368.19,2368.19
980,9.8,2514.92,2514.91
981,9.81,2655.68,2655.68
982,9.82,2790.12,2790.12
983,9.83,2917.93,2917.93
984,9.84,3038.77,3038.77
985,9.85,3152.36,3152.36
986,9.86,3258.42,3258.42
987,9.87,3356.7,3356.7
988,9.88,3446.96,3446.96
989,9.89,3528.99,3528.99
990,9.9,3602.61,3602.61
991,9.91,3667.64,3667.64
992,9.92,3723.95,3723.95
993,9.93,3771.42,3771.41
994,9.94,3809.94,3809.94
995,9.95,3839.45,3839.45
996,9.96,3859.9,3859.9
997,9.97,3871.27,3871.27
998,9.98,3873.55,3873.55
999,9.99,3866.78,3866.78
1000,10,3851,3851
1001,10.01,3826.29,3826.29
1002,10.02,3792.74,3792.74
1003,10.03,3750.47,3750.47
1004,10.04,3699.63,3699.63
1005,10.05,3640.38,3640.38
1006,10.06,3572.91,3572.91
1007,10.07,3497.44,3497.43
1008,10.08,3414.18,3414.18
1009,10.09,3323.39,3323.39
1010,10.1,3225.35,3225.34
1011,10.11,3120.33,3120.33
1012,10.12,3008.66,3008.65
1013,10.13,2890.64,2890.64
1014,10.14,2766.63,2766.63
1015,10.15,2636.97,2636.97
1016,10.16,2502.05,2502.04
1017,10.17,2362.23,2362.23
1018,10.18,2217.92,2217.92
1019,10.19,2069.52,2069.52
1020,10.2,1917.45,1917.45
1021,10.21,1762.13,1762.13
1022,10.22,1604,1604
1023,10.23,1443.5,1443.5
1024,10.24,1281.07,1281.07
1025,10.25,1117.16,1117.16
1026,10.26,952.217,952.217
1027,10.27,786.701,786.701
1028,10.28,621.063,621.063
1029,10.29,455.756,455.756
1030,10.3,291.231,291.232
1031,10.31,127.936,127.937
1032,10.32,-33.6862,-33.6856
1033,10.33,-193.198,-193.197
1034,10.34,-350.168,-350.168
1035,10.35,-504.174,-504.174
1036,10.36,-654.802,-654.801
1037,10.37,-801.649,-801.648
1038,10.38,-944.32,-944.319
1039,10.39,-1082.44,-1082.44
1040,10.4,-1215.63,-1215.63
1041,10.41,-1343.56,-1343.55
1042,10.42,-1465.87,-1465.86
1043,10.43,-1582.24,-1582.24
1044,10.44,-1692.38,-1692.38
1045,10.45,-1795.99,-1795.99
1046,10.46,-1892.81,-1892.81
1047,10.47,-1982.59,-1982.59
1048,10.48,-2065.09,-2065.09
1049,10.49,-2140.11,-2140.11
1050,10.5,-2207.46,-2207.45
1051,10.51,-2266.96,-2266.96
1052,10.52,-2318.49,-2318.48
1053,10.53,-2361.9,-2361.9
1054,10.54,-2397.1,-2397.1
1055,10.55,-2424.01,-2424.01
1056,10.56,-2442.58,-2442.58
1057,10.57,-2452.77,-2452.77
1058,10.58,-2454.57,-2454.56
1059,10.59,-2447.99,-2447.98
1060,10.6,-2433.06,-2433.06
1061,10.61,-2409.86,-2409.86
1062,10.62,-2378.45,-2378.45
1063,10.63,-2338.94,-2338.94
1064,10.64,-2291.45,-2291.45
1065,10.65,-2236.13,-2236.13
1066,10.66,-2173.15,-2173.14
1067,10.67,-2102.68,-2102.68
1068,10.68,-2024.95,-2024.95
1069,10.69,-1940.18,-1940.17
1070,10.7,-1848.6,-1848.6
1071,10.71,-1750.5,-1750.5
1072,10.72,-1646.14,-1646.14
1073,10.73,-1535.82,-1535.82
1074,10.74,-1419.87,-1419.86
1075,10.75,-1298.59,-1298.59
1076,10.76,-1172.35,-1172.35
1077,10.77,-1041.49,-1041.49
1078,10.78,-906.374,-906.373
1079,10.79,-767.387,-767.386
1080,10.8,-624.914,-624.914
1081,10.81,-479.352,-479.352
1082,10.82,-331.105,-331.105
1083,10.83,-180.583,-180.583
1084,10.84,-28.2036,-28.2033
1085,10.85,125.614,125.614
1086,10.86,280.444,280.444
1087,10.87,435.862,435.862
1088,10.88,591.441,591.441
1089,10.89,746.754,746.753
1090,10.9,901.374,901.374
1091,10.91,1054.88,1054.88
1092,10.92,1206.85,1206.85
1093,10.93,1356.88,1356.88
1094,10.94,1504.55,1504.55
1095,10.95,1649.46,1649.46
1096,10.96,1791.22,1791.22
1097,10.97,1929.44,1929.44
1098,10.98,2063.76,2063.76
1099,10.99,2193.8,2193.8
1100,11,2319.22,2319.22
1101,11.01,2439.68,2439.68
1102,11.02,2554.86,2554.86
1103,11.03,2664.44,2664.44
1104,11.04,2768.13,2768.13
1105,11.05,2865.66,2865.66
1106,11.06,2956.76,2956.76
1107,11.07,3041.2,3041.19
1108,11.08,3118.74,3118.74
1109,11.09,3189.19,3189.19
1110,11.1,3252.35,3252.35
1111,11.11,3308.07,3308.07
1112,11.12,3356.2,3356.19
1113,11.13,3396.6,3396.6
1114,11.14,3429.19,3429.18
1115,11.15,3453.87,3453.86
1116,11.16,3470.58,3470.58
1117,11.17,3479.29,3479.29
1118,11.18,3479.98,3479.98
1119,11.19,3472.65,3472.65
1120,11.2,3457.33,3457.33
1121,11.21,3434.06,3434.06
1122,11.22,3402.91,3402.91
1123,11.23,3363.97,3363.97
1124,11.24,3317.36,3317.36
1125,11.25,3263.19,3263.19
1126,11.26,3201.63,3201.63
1127,11.27,3132.84,3132.84
1128,11.28,3057.02,3057.02
1129,11.29,2974.36,2974.36
1130,11.3,2885.1,2885.1
1131,11.31,2789.49,2789.49
1132,11.32,2687.77,2687.77
1133,11.33,2580.23,2580.23
1134,11.34,2467.16,2467.16
1135,11.35,2348.86,2348.86
1136,11.36,2225.66,2225.66
1137,11.37,2097.88,2097.88
1138,11.38,1965.88,1965.88
1139,11.39,1830,1829.99
1140,11.4,1690.6,1690.6
1141,11.41,1548.07,1548.07
1142,11.42,1402.78,1402.78
1143,11.43,1255.12,1255.12
1144,11.44,1105.49,1105.49
1145,11.45,954.282,954.282
1146,11.46,801.896,801.896
1147,11.47,648.738,648.738
1148,11.48,495.214,495.214
1149,11.49,341.73,341.73
1150,11.5,188.69,188.69
1151,11.51,36.4973,36.4977
1152,11.52,-114.448,-114.447
1153,11.53,-263.749,-263.749
1154,11.54,-411.016,-411.016
1155,11.55,-555.865,-555.864
1156,11.56,-697.917,-697.916
1157,11.57,-836.804,-836.803
1158,11.58,-972.165,-972.164
1159,11.59,-1103.65,-1103.65
1160,11.6,-1230.92,-1230.92
1161,11.61,-1353.65,-1353.65
1162,11.62,-1471.53,-1471.53
1163,11.63,-1584.25,-1584.25
1164,11.64,-1691.53,-1691.53
1165,11.65,-1793.1,-1793.1
1166,11.66,-1888.7,-1888.7
1167,11.67,-1978.1,-1978.1
1168,11.68,-2061.07,-2061.07
1169,11.69,-2137.41,-2137.41
1170,11.7,-2206.94,-2206.94
1171,11.71,-2269.49,-2269.48
1172,11.72,-2324.9,-2324.9
1173,11.73,-2373.07,-2373.07
1174,11.74,-2413.87,-2413.86
1175,11.75,-2447.21,-2447.21
1176,11.76,-2473.04,-2473.04
1177,11.77,-2491.3,-2491.3
1178,11.78,-2501.97,-2501.97
1179,11.79,-2505.04,-2505.03
1180,11.8,-2500.52,-2500.52
1181,11.81,-2488.45,-2488.45
1182,11.82,-2468.89,-2468.89
1183,11.83,-2441.9,-2441.9
1184,11.84,-2407.6,-2407.59
1185,11.85,-2366.08,-2366.07
1186,11.86,-2317.48,-2317.48
1187,11.87,-2261.96,-2261.96
1188,11.88,-2199.69,-2199.69
1189,11.89,-2130.86,-2130.86
1190,11.9,-2055.67,-2055.67
1191,11.91,-1974.34,-1974.34
1192,11.92,-1887.13,-1887.12
1193,11.93,-1794.27,-1794.27
1194,11.94,-1696.05,-1696.05
1195,11.95,-1592.74,-1592.74
1196,11.96,-1484.64,-1484.64
1197,11.97,-1372.07,-1372.07
1198,11.98,-1255.33,-1255.33
1199,11.99,-1134.78,-1134.78
1200,12,-1010.73,-1010.73
1201,12.01,-883.559,-883.558
1202,12.02,-753.607,-753.607
1203,12.03,-621.245,-621.245
1204,12.04,-486.843,-486.843
1205,12.05,-350.777,-350.776
1206,12.06,-213.425,-213.425
1207,12.07,-75.1719,-75.1718
1208,12.08,63.6,63.6
1209,12.09,202.505,202.505
1210,12.1,341.16,341.16
1211,12.11,479.18,479.18
1212,12.12,616.185,616.185
1213,12.13,751.798,751.797
1214,12.14,885.645,885.645
1215,12.15,1017.36,1017.36
1216,12.16,1146.58,1146.58
1217,12.17,1272.95,1272.95
1218,12.18,1396.13,1396.13
1219,12.19,1515.78,1515.78
1220,12.2,1631.58,1631.58
1221,12.21,1743.21,1743.2
1222,12.22,1850.36,1850.36
1223,12.23,1952.74,1952.74
1224,12.24,2050.09,2050.09
1225,12.25,2142.13,2142.13
1226,12.26,2228.62,2228.62
1227,12.27,2309.32,2309.32
1228,12.28,2384.02,2384.02
1229,12.29,2452.52,2452.51
1230,12.3,2514.63,2514.63
1231,12.31,2570.19,2570.19
1232,12.32,2619.05,2619.05
1233,12.33,2661.08,2661.08
1234,12.34,2696.18,2696.17
1235,12.35,2724.24,2724.24
1236,12.36,2745.21,2745.2
1237,12.37,2759.01,2759.01
1238,12.38,2765.64,2765.63
1239,12.39,2765.06,2765.05
1240,12.4,2757.28,2757.28
1241,12.41,2742.33,2742.33
1242,12.42,2720.26,2720.26
1243,12.43,2691.12,2691.12
1244,12.44,2655,2655
1245,12.45,2612.01,2612.01
1246,12.46,2562.25,2562.25
1247,12.47,2505.88,2505.88
1248,12.48,2443.04,2443.04
1249,12.49,2373.91,2373.91
1250,12.5,2298.68,2298.68
1251,12.51,2217.56,2217.56
1252,12.52,2130.76,2130.76
1253,12.53,2038.52,2038.52
1254,12.54,1941.1,1941.1
1255,12.55,1838.76,1838.76
1256,12.56,1731.78,1731.78
1257,12.57,1620.44,1620.44
1258,12.58,1505.05,1505.05
1259,12.59,1385.93,1385.93
1260,12.6,1263.38,1263.38
1261,12.61,1137.75,1137.75
1262,12.62,1009.36,1009.36
1263,12.63,878.575,878.574
1264,12.64,745.733,745.732
1265,12.65,611.193,611.193
1266,12.66,475.316,475.316
1267,12.67,338.465,338.465
1268,12.68,201.006,201.006
1269,12.69,63.304,63.3041
1270,12.7,-74.2731,-74.2729
1271,12.71,-211.36,-211.359
1272,12.72,-347.592,-347.592
1273,12.73,-482.608,-482.608
1274,12.74,-616.052,-616.052
1275,12.75,-747.57,-747.57
1276,12.76,-876.816,-876.815
1277,12.77,-1003.45,-1003.45
1278,12.78,-1127.14,-1127.14
1279,12.79,-1247.55,-1247.55
1280,12.8,-1364.39,-1364.38
1281,12.81,-1477.33,-1477.33
1282,12.82,-1586.09,-1586.09
1283,12.83,-1690.38,-1690.38
1284,12.84,-1789.94,-1789.93
1285,12.85,-1884.5,-1884.5
1286,12.86,-1973.83,-1973.83
1287,12.87,-2057.69,-2057.69
1288,12.88,-2135.88,-2135.88
1289,12.89,-2208.19,-2208.19
1290,12.9,-2274.44,-2274.44
1291,12.91,-2334.48,-2334.47
1292,12.92,-2388.14,-2388.14
1293,12.93,-2435.3,-2435.3
1294,12.94,-2475.85,-2475.85
1295,12.95,-2509.69,-2509.69
1296,12.96,-2536.75,-2536.75
1297,12.97,-2556.96,-2556.96
1298,12.98,-2570.29,-2570.29
1299,12.99,-2576.71,-2576.71
1300,13,-2576.23,-2576.23
1301,13.01,-2568.86,-2568.85
1302,13.02,-2554.63,-2554.62
1303,13.03,-2533.59,-2533.59
1304,13.04,-2505.82,-2505.82
1305,13.05,-2471.42,-2471.41
1306,13.06,-2430.47,-2430.47
1307,13.07,-2383.11,-2383.11
1308,13.08,-2329.48,-2329.48
1309,13.09,-2269.74,-2269.74
1310,13.1,-2204.07,-2204.07
1311,13.11,-2132.64,-2132.64
1312,13.12,-2055.67,-2055.67
1313,13.13,-1973.38,-1973.38
1314,13.14,-1886.01,-1886
1315,13.15,-1793.79,-1793.78
1316,13.16,-1696.98,-1696.98
1317,13.17,-1595.87,-1595.87
1318,13.18,-1490.74,-1490.73
1319,13.19,-1381.87,-1381.86
1320,13.2,-1269.56,-1269.56
1321,13.21,-1154.14,-1154.14
1322,13.22,-1035.93,-1035.93
1323,13.23,-915.236,-915.235
1324,13.24,-792.405,-792.405
1325,13.25,-667.774,-667.774
1326,13.26,-541.683,-541.683
1327,13.27,-414.479,-414.479
1328,13.28,-286.51,-286.51
1329,13.29,-158.125,-158.125
1330,13.3,-29.6752,-29.6753
1331,13.31,98.4906,98.4905
1332,13.32,226.024,226.023
1333,13.33,352.578,352.577
1334,13.34,477.81,477.809
1335,13.35,601.381,601.38
1336,13.36,722.957,722.957
1337,13.37,842.212,842.211
1338,13.38,958.822,958.821
1339,13.39,1072.48,1072.48
1340,13.4,1182.87,1182.87
1341,13.41,1289.7,1289.7
1342,13.42,1392.69,1392.69
1343,13.43,1491.57,1491.57
1344,13.44,1586.06,1586.06
1345,13.45,1675.93,1675.93
1346,13.46,1760.92,1760.92
1347,13.47,1840.82,1840.82
1348,13.48,1915.42,1915.42
1349,13.49,1984.52,1984.52
1350,13.5,2047.94,2047.93
1351,13.51,2105.51,2105.51
1352,13.52,2157.09,2157.09
1353,13.53,2202.55,2202.55
1354,13.54,2241.77,2241.77
1355,13.55,2274.65,2274.65
1356,13.56,2301.11,2301.11
1357,13.57,2321.09,2321.09
1358,13.58,2334.54,2334.54
1359,13.59,2341.43,2341.43
1360,13.6,2341.76,2341.76
1361,13.61,2335.53,2335.53
1362,13.62,2322.76,2322.76
1363,13.63,2303.51,2303.51
1364,13.64,2277.82,2277.82
1365,13.65,2245.78,2245.78
1366,13.66,2207.48,2207.48
1367,13.67,2163.04,2163.04
1368,13.68,2112.58,2112.58
1369,13.69,2056.24,2056.24
1370,13.7,1994.19,1994.19
1371,13.71,1926.6,1926.6
1372,13.72,1853.67,1853.67
1373,13.73,1775.58,1775.58
1374,13.74,1692.58,1692.57
1375,13.75,1604.87,1604.87
1376,13.76,1512.71,1512.71
1377,13.77,1416.36,1416.36
1378,13.78,1316.07,1316.07
1379,13.79,1212.13,1212.13
1380,13.8,1104.81,1104.81
1381,13.81,994.424,994.423
1382,13.82,881.261,881.26
1383,13.83,765.634,765.633
1384,13.84,647.858,647.858
1385,13.85,528.256,528.255
1386,13.86,407.151,407.151
1387,13.87,284.874,284.874
1388,13.88,161.756,161.756
1389,13.89,38.1312,38.1312
1390,13.9,-85.6661,-85.666
1391,13.91,-209.301,-209.301
1392,13.92,-332.44,-332.44
1393,13.93,-454.751,-454.751
1394,13.94,-575.904,-575.904
1395,13.95,-695.575,-695.574
1396,13.96,-813.441,-813.441
1397,13.97,-929.187,-929.186
1398,13.98,-1042.5,-1042.5
1399,13.99,-1153.09,-1153.08
1400,14,-1260.64,-1260.64
1401,14.01,-1364.88,-1364.88
1402,14.02,-1465.53,-1465.53
1403,14.03,-1562.32,-1562.32
1404,14.04,-1654.99,-1654.99
1405,14.05,-1743.31,-1743.31
1406,14.06,-1827.03,-1827.03
1407,14.07,-1905.94,-1905.94
1408,14.08,-1979.83,-1979.83
1409,14.09,-2048.5,-2048.5
1410,14.1,-2111.79,-2111.79
1411,14.11,-2169.52,-2169.52
1412,14.12,-2221.55,-2221.55
1413,14.13,-2267.74,-2267.74
1414,14.14,-2307.98,-2307.98
1415,14.15,-2342.17,-2342.16
1416,14.16,-2370.21,-2370.21
1417,14.17,-2392.05,-2392.05
1418,14.18,-2407.63,-2407.63
1419,14.19,-2416.92,-2416.92
1420,14.2,-2419.91,-2419.91
1421,14.21,-2416.58,-2416.58
1422,14.22,-2406.97,-2406.97
1423,14.23,-2391.1,-2391.1
1424,14.24,-2369.02,-2369.02
1425,14.25,-2340.81,-2340.81
1426,14.26,-2306.54,-2306.54
1427,14.27,-2266.32,-2266.32
1428,14.28,-2220.26,-2220.26
1429,14.29,-2168.5,-2168.5
1430,14.3,-2111.18,-2111.18
1431,14.31,-2048.46,-2048.46
1432,14.32,-1980.53,-1980.53
1433,14.33,-1907.56,-1907.56
1434,14.34,-1829.77,-1829.77
1435,14.35,-1747.36,-1747.36
1436,14.36,-1660.58,-1660.58
1437,14.37,-1569.65,-1569.65
1438,14.38,-1474.83,-1474.83
1439,14.39,-1376.38,-1376.37
1440,14.4,-1274.56,-1274.56
1441,14.41,-1169.67,-1169.67
1442,14.42,-1061.98,-1061.97
1443,14.43,-951.782,-951.782
1444,14.44,-839.388,-839.387
1445,14.45,-725.098,-725.097
1446,14.46,-609.222,-609.222
1447,14.47,-492.075,-492.075
1448,14.48,-373.975,-373.975
1449,14.49,-255.241,-255.241
1450,14.5,-136.192,-136.192
1451,14.51,-17.1512,-17.1514
1452,14.52,101.562,101.562
1453,14.53,219.628,219.627
1454,14.54,336.729,336.729
1455,14.55,452.553,452.552
1456,14.56,566.788,566.788
1457,14.57,679.13,679.129
1458,14.58,789.278,789.277
1459,14.59,896.939,896.938
1460,14.6,1001.83,1001.83
1461,14.61,1103.66,1103.66
1462,14.62,1202.18,1202.18
1463,14.63,1297.11,1297.11
1464,14.64,1388.21,1388.21
1465,14.65,1475.24,1475.24
1466,14.66,1557.97,1557.97
1467,14.67,1636.18,1636.18
1468,14.68,1709.67,1709.67
1469,14.69,1778.25,1778.24
1470,14.7,1841.73,1841.73
1471,14.71,1899.97,1899.97
1472,14.72,1952.81,1952.8
1473,14.73,2000.11,2000.1
1474,14.74,2041.75,2041.75
1475,14.75,2077.64,2077.63
1476,14.76,2107.68,2107.68
1477,14.77,2131.8,2131.8
1478,14.78,2149.95,2149.95
1479,14.79,2162.08,2162.08
1480,14.8,2168.18,2168.18
1481,14.81,2168.24,2168.24
1482,14.82,2162.26,2162.26
1483,14.83,2150.27,2150.27
1484,14.84,2132.31,2132.31
1485,14.85,2108.45,2108.45
1486,14.86,2078.75,2078.75
1487,14.87,2043.31,2043.31
1488,14.88,2002.22,2002.22
1489,14.89,1955.62,1955.61
1490,14.9,1903.62,1903.62
1491,14.91,1846.39,1846.39
1492,14.92,1784.09,1784.09
1493,14.93,1716.89,1716.89
1494,14.94,1644.98,1644.98
1495,14.95,1568.57,1568.57
1496,14.96,1487.87,1487.87
1497,14.97,1403.1,1403.1
1498,14.98,1314.49,1314.49
1499,14.99,1222.31,1222.31
1500,15,1126.79,1126.79
1501,15.01,1028.21,1028.21
1502,15.02,926.838,926.838
1503,15.03,822.95,822.95
1504,15.04,716.833,716.833
1505,15.05,608.779,608.779
1506,15.06,499.083,499.083
1507,15.07,388.046,388.046
1508,15.08,275.97,275.97
1509,15.09,163.162,163.162
1510,15.1,49.9285,49.9285
1511,15.11,-63.4223,-63.4222
1512,15.12,-176.582,-176.582
1513,15.13,-289.245,-289.245
1514,15.14,-401.105,-401.105
1515,15.15,-511.859,-511.859
1516,15.16,-621.209,-621.208
1517,15.17,-728.858,-728.858
1518,15.18,-834.518,-834.518
1519,15.19,-937.904,-937.903
1520,15.2,-1038.74,-1038.74
1521,15.21,-1136.75,-1136.75
1522,15.22,-1231.67,-1231.67
1523,15.23,-1323.26,-1323.26
1524,15.24,-1411.26,-1411.26
1525,15.25,-1495.45,-1495.45
1526,15.26,-1575.59,-1575.59
1527,15.27,-1651.48,-1651.48
1528,15.28,-1722.91,-1722.91
1529,15.29,-1789.7,-1789.7
1530,15.3,-1851.67,-1851.67
1531,15.31,-1908.66,-1908.66
1532,15.32,-1960.51,-1960.51
1533,15.33,-2007.1,-2007.1
1534,15.34,-2048.3,-2048.3
1535,15.35,-2084.01,-2084.01
1536,15.36,-2114.14,-2114.13
1537,15.37,-2138.6,-2138.6
1538,15.38,-2157.35,-2157.35
1539,15.39,-2170.34,-2170.34
1540,15.4,-2177.53,-2177.53
1541,15.41,-2178.92,-2178.92
1542,15.42,-2174.51,-2174.5
1543,15.43,-2164.31,-2164.3
1544,15.44,-2148.35,-2148.35
1545,15.45,-2126.7,-2126.7
1546,15.46,-2099.41,-2099.41
1547,15.47,-2066.56,-2066.56
1548,15.48,-2028.25,-2028.25
1549,15.49,-1984.59,-1984.59
1550,15.5,-1935.69,-1935.69
1551,15.51,-1881.71,-1881.7
1552,15.52,-1822.78,-1822.78
1553,15.53,-1759.07,-1759.07
1554,15.54,-1690.77,-1690.77
1555,15.55,-1618.05,-1618.05
1556,15.56,-1541.13,-1541.13
1557,15.57,-1460.2,-1460.2
1558,15.58,-1375.51,-1375.5
1559,15.59,-1287.26,-1287.26
1560,15.6,-1195.72,-1195.72
1561,15.61,-1101.13,-1101.13
1562,15.62,-1003.75,-1003.75
1563,15.63,-903.838,-903.837
1564,15.64,-801.673,-801.673
1565,15.65,-697.532,-697.531
1566,15.66,-591.696,-591.696
1567,15.67,-484.454,-484.454
1568,15.68,-376.096,-376.096
1569,15.69,-266.914,-266.914
1570,15.7,-157.204,-157.204
1571,15.71,-47.2612,-47.2612
1572,15.72,62.6175,62.6174
1573,15.73,172.136,172.136
1574,15.74,281.001,281.001
1575,15.75,388.92,388.92
1576,15.76,495.603,495.603
1577,15.77,600.765,600.765
1578,15.78,704.124,704.124
1579,15.79,805.405,805.405
1580,15.8,904.338,904.337
1581,15.81,1000.66,1000.66
1582,15.82,1094.11,1094.11
1583,15.83,1184.45,1184.45
1584,15.84,1271.43,1271.43
1585,15.85,1354.83,1354.83
1586,15.86,1434.42,1434.42
1587,15.87,1510.01,1510
1588,15.88,1581.37,1581.37
1589,15.89,1648.34,1648.34
1590,15.9,1710.74,1710.74
1591,15.91,1768.4,1768.4
1592,15.92,1821.18,1821.18
1593,15.93,1868.94,1868.94
1594,15.94,1911.56,1911.56
1595,15.95,1948.93,1948.93
1596,15.96,1980.96,1980.96
1597,15.97,2007.57,2007.57
1598,15.98,2028.69,2028.69
1599,15.99,2044.28,2044.28
1600,16,2054.3,2054.3
1601,16.01,2058.73,2058.73
1602,16.02,2057.57,2057.57
1603,16.03,2050.83,2050.82
1604,16.04,2038.53,2038.53
1605,16.05,2020.72,2020.72
1606,16.06,1997.45,1997.45
1607,16.07,1968.79,1968.79
1608,16.08,1934.83,1934.83
1609,16.09,1895.67,1895.67
1610,16.1,1851.41,1851.41
1611,16.11,1802.2,1802.2
1612,16.12,1748.16,1748.16
1613,16.13,1689.45,1689.45
1614,16.14,1626.23,1626.23
1615,16.15,1558.69,1558.68
1616,16.16,1487,1487
1617,16.17,1411.38,1411.38
1618,16.18,1332.03,1332.02
1619,16.19,1249.16,1249.16
1620,16.2,1163.02,1163.02
1621,16.21,1073.83,1073.83
1622,16.22,981.846,981.846
1623,16.23,887.316,887.316
1624,16.24,790.501,790.5
1625,16.25,691.665,691.664
1626,16.26,591.078,591.078
1627,16.27,489.017,489.016
1628,16.28,385.758,385.758
1629,16.29,281.583,281.583
1630,16.3,176.776,176.776
1631,16.31,71.6212,71.6212
1632,16.32,-33.5963,-33.5963
1633,16.33,-138.591,-138.591
1634,16.34,-243.08,-243.079
1635,16.35,-346.779,-346.779
1636,16.36,-449.409,-449.409
1637,16.37,-550.694,-550.693
1638,16.38,-650.36,-650.359
1639,16.39,-748.139,-748.139
1640,16.4,-843.77,-843.769
1641,16.41,-936.995,-936.995
1642,16.42,-1027.57,-1027.56
1643,16.43,-1115.24,-1115.24
1644,16.44,-1199.78,-1199.78
1645,16.45,-1280.97,-1280.97
1646,16.46,-1358.58,-1358.58
1647,16.47,-1432.41,-1432.41
1648,16.48,-1502.28,-1502.27
1649,16.49,-1567.98,-1567.98
1650,16.5,-1629.35,-1629.35
1651,16.51,-1686.23,-1686.23
1652,16.52,-1738.47,-1738.47
1653,16.53,-1785.93,-1785.93
1654,16.54,-1828.49,-1828.49
1655,16.55,-1866.04,-1866.04
1656,16.56,-1898.48,-1898.48
1657,16.57,-1925.74,-1925.74
1658,16.58,-1947.74,-1947.74
1659,16.59,-1964.43,-1964.43
1660,16.6,-1975.77,-1975.77
1661,16.61,-1981.74,-1981.74
1662,16.62,-1982.33,-1982.33
1663,16.63,-1977.53,-1977.53
1664,16.64,-1967.38,-1967.38
1665,16.65,-1951.9,-1951.9
1666,16.66,-1931.14,-1931.14
1667,16.67,-1905.17,-1905.17
1668,16.68,-1874.05,-1874.05
1669,16.69,-1837.88,-1837.88
1670,16.7,-1796.77,-1796.77
1671,16.71,-1750.83,-1750.82
1672,16.72,-1700.18,-1700.18
1673,16.73,-1644.97,-1644.97
1674,16.74,-1585.36,-1585.36
1675,16.75,-1521.52,-1521.51
1676,16.76,-1453.6,-1453.6
1677,16.77,-1381.82,-1381.82
1678,16.78,-1306.36,-1306.36
1679,16.79,-1227.43,-1227.43
1680,16.8,-1145.26,-1145.26
1681,16.81,-1060.06,-1060.05
1682,16.82,-972.063,-972.062
