step,time,k_before,k_after
486,4.86,7509.81,7509.81
487,4.87,7505.5,7505.5
488,4.88,7500.34,7500.34
489,4.89,7494.31,7494.31
490,4.9,7487.42,7487.42
491,4.91,7479.66,7479.66
492,4.92,7471.04,7471.04
493,4.93,7461.55,7461.55
494,4.94,7451.18,7451.18
495,4.95,7439.95,7439.95
496,4.96,7427.85,7427.85
497,4.97,7414.88,7414.88
498,4.98,7401.04,7401.04
499,4.99,7386.33,7386.33
500,5,7370.76,7370.76
501,5.01,7354.32,7354.32
502,5.02,7337.03,7337.03
503,5.03,7318.88,7318.88
504,5.04,7299.87,7299.87
505,5.05,7280.02,7280.02
506,5.06,7259.33,7259.33
507,5.07,7237.8,7237.8
508,5.08,7215.44,7215.44
509,5.09,7192.26,7192.26
510,5.1,7168.27,7168.27
511,5.11,7143.47,7143.47
512,5.12,7117.87,7117.87
513,5.13,7091.48,7091.48
514,5.14,7064.31,7064.31
515,5.15,7036.38,7036.38
516,5.16,7007.69,7007.69
517,5.17,6978.26,6978.26
518,5.18,6948.1,6948.1
519,5.19,6917.22,6917.22
520,5.2,6885.63,6885.63
521,5.21,6853.35,6853.35
522,5.22,6820.4,6820.4
523,5.23,6786.79,6786.79
524,5.24,6752.53,6752.53
525,5.25,6717.64,6717.64
526,5.26,6682.13,6682.13
527,5.27,6646.03,6646.03
528,5.28,6609.35,6609.35
529,5.29,6572.11,6572.11
530,5.3,6534.33,6534.33
531,5.31,6496.02,6496.02
532,5.32,6457.2,6457.2
533,5.33,6417.89,6417.89
534,5.34,6378.11,6378.11
535,5.35,6337.88,6337.88
536,5.36,6297.22,6297.22
537,5.37,6256.15,6256.15
538,5.38,6214.68,6214.68
539,5.39,6172.84,6172.84
540,5.4,6130.65,6130.65
541,5.41,6088.12,6088.12
542,5.42,6045.28,6045.28
543,5.43,6002.13,6002.13
544,5.44,5958.72,5958.72
545,5.45,5915.04,5915.04
546,5.46,5871.12,5871.12
547,5.47,5826.99,5826.99
548,5.48,5782.65,5782.65
549,5.49,5738.13,5738.13
550,5.5,5693.44,5693.44
551,5.51,5648.61,5648.61
552,5.52,5603.64,5603.64
553,5.53,5558.56,5558.56
554,5.54,5513.39,5513.39
555,5.55,5468.13,5468.13
556,5.56,5422.81,5422.81
557,5.57,5377.44,5377.44
558,5.58,5332.03,5332.03
559,5.59,5286.6,5286.6
560,5.6,5241.16,5241.16
561,5.61,5195.73,5195.73
562,5.62,5150.32,5150.32
563,5.63,5104.94,5104.94
564,5.64,5059.6,5059.6
565,5.65,5014.31,5014.31
566,5.66,4969.09,4969.09
567,5.67,4923.94,4923.94
568,5.68,4878.87,4878.87
569,5.69,4833.89,4833.89
570,5.7,4789.01,4789.01
571,5.71,4744.24,4744.24
572,5.72,4699.58,4699.58
573,5.73,4655.04,4655.04
574,5.74,4610.62,4610.62
575,5.75,4566.32,4566.32
576,5.76,4522.16,4522.16
577,5.77,4478.14,4478.14
578,5.78,4434.25,4434.25
579,5.79,4390.51,4390.51
580,5.8,4346.9,4346.9
581,5.81,4303.45,4303.45
582,5.82,4260.13,4260.13
583,5.83,4216.96,4216.96
584,5.84,4173.93,4173.93
585,5.85,4131.05,4131.05
586,5.86,4088.31,4088.31
587,5.87,4045.7,4045.7
588,5.88,4003.24,4003.24
589,5.89,3960.9,3960.9
590,5.9,3918.7,3918.7
591,5.91,3876.63,3876.63
592,5.92,3834.67,3834.67
593,5.93,3792.84,3792.84
594,5.94,3751.12,3751.12
595,5.95,3709.52,3709.52
596,5.96,3668.01,3668.01
597,5.97,3626.61,3626.61
598,5.98,3585.3,3585.3
599,5.99,3544.07,3544.07
600,6,3502.93,3502.93
601,6.01,3461.87,3461.87
602,6.02,3420.88,3420.88
603,6.03,3379.95,3379.95
604,6.04,3339.07,3339.07
605,6.05,3298.25,3298.25
606,6.06,3257.48,3257.48
607,6.07,3216.75,3216.75
608,6.08,3176.05,3176.05
609,6.09,3135.38,3135.38
610,6.1,3094.73,3094.73
611,6.11,3054.1,3054.1
612,6.12,3013.48,3013.48
613,6.13,2972.87,2972.87
614,6.14,2932.26,2932.26
615,6.15,2891.65,2891.65
616,6.16,2851.03,2851.03
617,6.17,2810.4,2810.4
618,6.18,2769.76,2769.76
619,6.19,2729.1,2729.1
620,6.2,2688.42,2688.42
621,6.21,2647.71,2647.71
622,6.22,2606.98,2606.98
623,6.23,2566.23,2566.23
624,6.24,2525.44,2525.44
625,6.25,2484.63,2484.63
626,6.26,2443.78,2443.78
627,6.27,2402.91,2402.91
628,6.28,2362.01,2362.01
629,6.29,2321.08,2321.08
630,6.3,2280.12,2280.12
631,6.31,2239.14,2239.14
632,6.32,2198.14,2198.14
633,6.33,2157.11,2157.11
634,6.34,2116.07,2116.07
635,6.35,2075.02,2075.02
636,6.36,2033.95,2033.95
637,6.37,1992.89,1992.89
638,6.38,1951.82,1951.82
639,6.39,1910.76,1910.76
640,6.4,1869.71,1869.71
641,6.41,1828.69,1828.69
642,6.42,1787.68,1787.68
643,6.43,1746.71,1746.71
644,6.44,1705.79,1705.79
645,6.45,1664.91,1664.91
646,6.46,1624.08,1624.08
647,6.47,1583.33,1583.33
648,6.48,1542.65,1542.65
649,6.49,1502.05,1502.05
650,6.5,1461.55,1461.55
651,6.51,1421.15,1421.15
652,6.52,1380.86,1380.86
653,6.53,1340.7,1340.7
654,6.54,1300.67,1300.67
655,6.55,1260.79,1260.79
656,6.56,1221.06,1221.06
657,6.57,1181.5,1181.5
658,6.58,1142.12,1142.12
659,6.59,1102.93,1102.93
660,6.6,1063.94,1063.94
661,6.61,1025.16,1025.16
662,6.62,986.604,986.604
663,6.63,948.282,948.282
664,6.64,910.205,910.205
665,6.65,872.383,872.383
666,6.66,834.829,834.829
667,6.67,797.553,797.553
668,6.68,760.565,760.565
669,6.69,723.876,723.876
670,6.7,687.496,687.496
671,6.71,651.436,651.436
672,6.72,615.704,615.704
673,6.73,580.311,580.311
674,6.74,545.265,545.265
675,6.75,510.576,510.576
676,6.76,476.252,476.252
677,6.77,442.301,442.301
678,6.78,408.731,408.731
679,6.79,375.549,375.549
680,6.8,342.763,342.763
681,6.81,310.379,310.379
682,6.82,278.403,278.403
683,6.83,246.841,246.841
684,6.84,215.697,215.698
685,6.85,184.978,184.978
686,6.86,154.687,154.687
687,6.87,124.827,124.827
688,6.88,95.4028,95.4028
689,6.89,66.4163,66.4163
690,6.9,37.8699,37.87
691,6.91,9.7655,9.76554
692,6.92,-17.8958,-17.8957
693,6.93,-45.1131,-45.1131
694,6.94,-71.8864,-71.8864
695,6.95,-98.216,-98.2159
696,6.96,-124.103,-124.102
697,6.97,-149.547,-149.547
698,6.98,-174.552,-174.552
699,6.99,-199.12,-199.12
700,7,-223.253,-223.253
701,7.01,-246.954,-246.954
702,7.02,-270.228,-270.228
703,7.03,-293.078,-293.078
704,7.04,-315.509,-315.509
705,7.05,-337.527,-337.527
706,7.06,-359.136,-359.136
707,7.07,-380.342,-380.342
708,7.08,-401.152,-401.152
709,7.09,-421.573,-421.573
710,7.1,-441.611,-441.611
711,7.11,-461.273,-461.273
712,7.12,-480.568,-480.568
713,7.13,-499.502,-499.502
714,7.14,-518.085,-518.085
715,7.15,-536.324,-536.324
716,7.16,-554.228,-554.228
717,7.17,-571.806,-571.806
718,7.18,-589.067,-589.067
719,7.19,-606.019,-606.019
720,7.2,-622.673,-622.673
721,7.21,-639.037,-639.037
722,7.22,-655.12,-655.12
723,7.23,-670.933,-670.933
724,7.24,-686.484,-686.484
725,7.25,-701.784,-701.784
726,7.26,-716.841,-716.841
727,7.27,-731.665,-731.665
728,7.28,-746.265,-746.265
729,7.29,-760.65,-760.65
730,7.3,-774.83,-774.83
731,7.31,-788.814,-788.814
732,7.32,-802.61,-802.61
733,7.33,-816.227,-816.227
734,7.34,-829.674,-829.674
735,7.35,-842.958,-842.958
736,7.36,-856.088,-856.088
737,7.37,-869.07,-869.071
738,7.38,-881.914,-881.914
739,7.39,-894.626,-894.626
740,7.4,-907.212,-907.212
741,7.41,-919.679,-919.679
742,7.42,-932.033,-932.033
743,7.43,-944.281,-944.281
744,7.44,-956.427,-956.427
745,7.45,-968.476,-968.476
746,7.46,-980.434,-980.434
747,7.47,-992.303,-992.303
748,7.48,-1004.09,-1004.09
749,7.49,-1015.79,-1015.79
750,7.5,-1027.42,-1027.42
751,7.51,-1038.98,-1038.98
752,7.52,-1050.46,-1050.46
753,7.53,-1061.87,-1061.87
754,7.54,-1073.2,-1073.2
755,7.55,-1084.48,-1084.48
756,7.56,-1095.68,-1095.68
757,7.57,-1106.81,-1106.81
758,7.58,-1117.88,-1117.88
759,7.59,-1128.87,-1128.87
760,7.6,-1139.79,-1139.79
761,7.61,-1150.65,-1150.65
762,7.62,-1161.42,-1161.42
763,7.63,-1172.12,-1172.12
764,7.64,-1182.74,-1182.74
765,7.65,-1193.28,-1193.28
766,7.66,-1203.73,-1203.73
767,7.67,-1214.09,-1214.09
768,7.68,-1224.35,-1224.35
769,7.69,-1234.52,-1234.52
770,7.7,-1244.58,-1244.58
771,7.71,-1254.53,-1254.53
772,7.72,-1264.37,-1264.37
773,7.73,-1274.09,-1274.09
774,7.74,-1283.68,-1283.68
775,7.75,-1293.14,-1293.14
776,7.76,-1302.46,-1302.46
777,7.77,-1311.64,-1311.64
778,7.78,-1320.67,-1320.67
779,7.79,-1329.54,-1329.54
780,7.8,-1338.25,-1338.25
781,7.81,-1346.78,-1346.78
782,7.82,-1355.14,-1355.14
783,7.83,-1363.32,-1363.32
784,7.84,-1371.31,-1371.31
785,7.85,-1379.09,-1379.09
786,7.86,-1386.68,-1386.68
787,7.87,-1394.05,-1394.05
788,7.88,-1401.2,-1401.2
789,7.89,-1408.13,-1408.13
790,7.9,-1414.83,-1414.83
791,7.91,-1421.29,-1421.29
792,7.92,-1427.51,-1427.51
793,7.93,-1433.48,-1433.48
794,7.94,-1439.19,-1439.19
795,7.95,-1444.65,-1444.65
796,7.96,-1449.84,-1449.84
797,7.97,-1454.76,-1454.76
798,7.98,-1459.4,-1459.4
799,7.99,-1463.76,-1463.76
800,8,-1467.84,-1467.84
801,8.01,-1471.64,-1471.64
802,8.02,-1475.14,-1475.14
803,8.03,-1478.34,-1478.34
804,8.04,-1481.25,-1481.25
805,8.05,-1483.86,-1483.86
806,8.06,-1486.17,-1486.17
807,8.07,-1488.18,-1488.18
808,8.08,-1489.88,-1489.88
809,8.09,-1491.27,-1491.27
810,8.1,-1492.36,-1492.36
811,8.11,-1493.15,-1493.15
812,8.12,-1493.63,-1493.63
813,8.13,-1493.8,-1493.8
814,8.14,-1493.67,-1493.67
815,8.15,-1493.24,-1493.24
816,8.16,-1492.51,-1492.51
817,8.17,-1491.48,-1491.48
818,8.18,-1490.16,-1490.16
819,8.19,-1488.54,-1488.54
820,8.2,-1486.64,-1486.64
821,8.21,-1484.45,-1484.45
822,8.22,-1481.99,-1481.99
823,8.23,-1479.25,-1479.25
824,8.24,-1476.24,-1476.24
825,8.25,-1472.96,-1472.96
826,8.26,-1469.43,-1469.43
827,8.27,-1465.65,-1465.65
828,8.28,-1461.62,-1461.62
829,8.29,-1457.35,-1457.35
830,8.3,-1452.85,-1452.85
831,8.31,-1448.13,-1448.13
832,8.32,-1443.19,-1443.19
833,8.33,-1438.04,-1438.04
834,8.34,-1432.69,-1432.69
835,8.35,-1427.15,-1427.15
836,8.36,-1421.43,-1421.43
837,8.37,-1415.53,-1415.53
838,8.38,-1409.46,-1409.46
