step,time,k_before,k_after
839,8.39,-1403.23,-1403.23
840,8.4,-1396.86,-1396.86
841,8.41,-1390.35,-1390.35
842,8.42,-1383.7,-1383.7
843,8.43,-1376.94,-1376.94
844,8.44,-1370.06,-1370.06
845,8.45,-1363.08,-1363.08
846,8.46,-1356.01,-1356.01
847,8.47,-1348.85,-1348.85
848,8.48,-1341.62,-1341.62
849,8.49,-1334.32,-1334.32
850,8.5,-1326.97,-1326.97
851,8.51,-1319.56,-1319.56
852,8.52,-1312.12,-1312.12
853,8.53,-1304.64,-1304.64
854,8.54,-1297.14,-1297.14
855,8.55,-1289.62,-1289.62
856,8.56,-1282.1,-1282.1
857,8.57,-1274.58,-1274.58
858,8.58,-1267.06,-1267.06
859,8.59,-1259.57,-1259.57
860,8.6,-1252.09,-1252.09
861,8.61,-1244.64,-1244.64
862,8.62,-1237.22,-1237.22
863,8.63,-1229.85,-1229.85
864,8.64,-1222.52,-1222.52
865,8.65,-1215.25,-1215.25
866,8.66,-1208.03,-1208.03
867,8.67,-1200.87,-1200.87
868,8.68,-1193.77,-1193.77
869,8.69,-1186.75,-1186.75
870,8.7,-1179.8,-1179.8
871,8.71,-1172.92,-1172.92
872,8.72,-1166.12,-1166.12
873,8.73,-1159.4,-1159.4
874,8.74,-1152.77,-1152.77
875,8.75,-1146.21,-1146.21
876,8.76,-1139.75,-1139.75
877,8.77,-1133.37,-1133.37
878,8.78,-1127.07,-1127.07
879,8.79,-1120.86,-1120.86
880,8.8,-1114.74,-1114.74
881,8.81,-1108.7,-1108.7
882,8.82,-1102.74,-1102.74
883,8.83,-1096.87,-1096.87
884,8.84,-1091.07,-1091.07
885,8.85,-1085.36,-1085.36
886,8.86,-1079.71,-1079.71
887,8.87,-1074.14,-1074.14
888,8.88,-1068.64,-1068.64
889,8.89,-1063.21,-1063.21
890,8.9,-1057.83,-1057.83
891,8.91,-1052.52,-1052.52
892,8.92,-1047.25,-1047.25
893,8.93,-1042.04,-1042.04
894,8.94,-1036.87,-1036.87
895,8.95,-1031.73,-1031.73
896,8.96,-1026.64,-1026.64
897,8.97,-1021.56,-1021.56
898,8.98,-1016.51,-1016.51
899,8.99,-1011.48,-1011.48
900,9,-1006.46,-1006.46
901,9.01,-1001.44,-1001.44
902,9.02,-996.426,-996.426
903,9.03,-991.401,-991.401
904,9.04,-986.363,-986.363
905,9.05,-981.306,-981.306
906,9.06,-976.223,-976.223
907,9.07,-971.109,-971.109
908,9.08,-965.957,-965.957
909,9.09,-960.761,-960.761
910,9.1,-955.515,-955.515
911,9.11,-950.214,-950.214
912,9.12,-944.851,-944.851
913,9.13,-939.422,-939.422
914,9.14,-933.92,-933.92
915,9.15,-928.34,-928.34
916,9.16,-922.677,-922.677
917,9.17,-916.926,-916.926
918,9.18,-911.082,-911.082
919,9.19,-905.142,-905.142
920,9.2,-899.1,-899.099
921,9.21,-892.952,-892.952
922,9.22,-886.695,-886.695
923,9.23,-880.325,-880.325
924,9.24,-873.839,-873.839
925,9.25,-867.234,-867.234
926,9.26,-860.508,-860.508
927,9.27,-853.658,-853.658
928,9.28,-846.683,-846.683
929,9.29,-839.58,-839.58
930,9.3,-832.348,-832.348
931,9.31,-824.987,-824.987
932,9.32,-817.496,-817.496
933,9.33,-809.875,-809.875
934,9.34,-802.123,-802.123
935,9.35,-794.242,-794.242
936,9.36,-786.231,-786.231
937,9.37,-778.093,-778.093
938,9.38,-769.829,-769.829
939,9.39,-761.44,-761.44
940,9.4,-752.93,-752.93
941,9.41,-744.299,-744.299
942,9.42,-735.553,-735.553
943,9.43,-726.692,-726.692
944,9.44,-717.722,-717.722
945,9.45,-708.646,-708.646
946,9.46,-699.468,-699.468
947,9.47,-690.193,-690.193
948,9.48,-680.826,-680.826
949,9.49,-671.37,-671.37
950,9.5,-661.833,-661.833
951,9.51,-652.218,-652.218
952,9.52,-642.533,-642.533
953,9.53,-632.783,-632.783
954,9.54,-622.974,-622.974
955,9.55,-613.112,-613.112
956,9.56,-603.204,-603.204
957,9.57,-593.258,-593.258
958,9.58,-583.279,-583.279
959,9.59,-573.274,-573.274
960,9.6,-563.251,-563.251
961,9.61,-553.218,-553.218
962,9.62,-543.18,-543.18
963,9.63,-533.145,-533.145
964,9.64,-523.121,-523.121
965,9.65,-513.116,-513.116
966,9.66,-503.135,-503.135
967,9.67,-493.187,-493.187
968,9.68,-483.28,-483.28
969,9.69,-473.419,-473.419
970,9.7,-463.612,-463.612
971,9.71,-453.867,-453.867
972,9.72,-444.191,-444.191
973,9.73,-434.589,-434.589
974,9.74,-425.069,-425.069
975,9.75,-415.637,-415.637
976,9.76,-406.3,-406.3
977,9.77,-397.064,-397.064
978,9.78,-387.934,-387.934
979,9.79,-378.916,-378.916
980,9.8,-370.017,-370.017
981,9.81,-361.24,-361.24
982,9.82,-352.592,-352.592
983,9.83,-344.076,-344.076
984,9.84,-335.698,-335.698
985,9.85,-327.46,-327.46
986,9.86,-319.368,-319.368
987,9.87,-311.424,-311.424
988,9.88,-303.633,-303.633
989,9.89,-295.995,-295.995
990,9.9,-288.515,-288.515
991,9.91,-281.195,-281.195
992,9.92,-274.035,-274.035
993,9.93,-267.038,-267.039
994,9.94,-260.206,-260.206
995,9.95,-253.537,-253.537
996,9.96,-247.034,-247.034
997,9.97,-240.696,-240.696
998,9.98,-234.524,-234.524
999,9.99,-228.515,-228.515
1000,10,-222.67,-222.67
1001,10.01,-216.987,-216.987
1002,10.02,-211.465,-211.465
1003,10.03,-206.102,-206.102
1004,10.04,-200.895,-200.895
1005,10.05,-195.841,-195.841
1006,10.06,-190.939,-190.939
1007,10.07,-186.185,-186.185
1008,10.08,-181.575,-181.575
1009,10.09,-177.105,-177.105
1010,10.1,-172.772,-172.772
1011,10.11,-168.571,-168.571
1012,10.12,-164.499,-164.499
1013,10.13,-160.549,-160.549
1014,10.14,-156.717,-156.717
1015,10.15,-152.998,-152.998
1016,10.16,-149.387,-149.387
1017,10.17,-145.879,-145.879
1018,10.18,-142.466,-142.466
1019,10.19,-139.145,-139.145
1020,10.2,-135.908,-135.908
1021,10.21,-132.749,-132.749
1022,10.22,-129.664,-129.664
1023,10.23,-126.645,-126.645
1024,10.24,-123.686,-123.686
1025,10.25,-120.781,-120.781
1026,10.26,-117.923,-117.923
1027,10.27,-115.107,-115.107
1028,10.28,-112.326,-112.326
1029,10.29,-109.573,-109.573
1030,10.3,-106.843,-106.843
1031,10.31,-104.129,-104.129
1032,10.32,-101.426,-101.426
1033,10.33,-98.7266,-98.7266
1034,10.34,-96.0259,-96.0259
1035,10.35,-93.3179,-93.3179
1036,10.36,-90.597,-90.597
1037,10.37,-87.8579,-87.8579
1038,10.38,-85.0952,-85.0952
1039,10.39,-82.3039,-82.3039
1040,10.4,-79.4792,-79.4791
1041,10.41,-76.6163,-76.6163
1042,10.42,-73.711,-73.7109
1043,10.43,-70.7589,-70.7589
1044,10.44,-67.7563,-67.7562
1045,10.45,-64.6993,-64.6993
1046,10.46,-61.5847,-61.5847
1047,10.47,-58.4093,-58.4092
1048,10.48,-55.1702,-55.1702
1049,10.49,-51.8649,-51.8649
1050,10.5,-48.4913,-48.4913
1051,10.51,-45.0473,-45.0472
1052,10.52,-41.5312,-41.5312
1053,10.53,-37.9419,-37.9419
1054,10.54,-34.2783,-34.2783
1055,10.55,-30.5397,-30.5397
1056,10.56,-26.7257,-26.7257
1057,10.57,-22.8364,-22.8364
1058,10.58,-18.8719,-18.8719
1059,10.59,-14.8329,-14.8329
1060,10.6,-10.7203,-10.7203
1061,10.61,-6.53532,-6.53529
1062,10.62,-2.27944,-2.27941
1063,10.63,2.04548,2.04551
1064,10.64,6.43731,6.43734
1065,10.65,10.8936,10.8937
1066,10.66,15.4117,15.4118
1067,10.67,19.9887,19.9887
1068,10.68,24.6211,24.6212
1069,10.69,29.3057,29.3057
1070,10.7,34.0385,34.0386
1071,10.71,38.8157,38.8157
1072,10.72,43.633,43.633
1073,10.73,48.486,48.486
1074,10.74,53.37,53.37
1075,10.75,58.2803,58.2803
1076,10.76,63.2118,63.2118
1077,10.77,68.1595,68.1595
1078,10.78,73.1179,73.1179
1079,10.79,78.0817,78.0818
1080,10.8,83.0454,83.0454
1081,10.81,88.0033,88.0033
1082,10.82,92.9497,92.9497
1083,10.83,97.8788,97.8788
1084,10.84,102.785,102.785
1085,10.85,107.662,107.662
1086,10.86,112.504,112.504
1087,10.87,117.305,117.305
1088,10.88,122.059,122.059
1089,10.89,126.761,126.761
1090,10.9,131.405,131.405
1091,10.91,135.984,135.984
1092,10.92,140.493,140.493
1093,10.93,144.928,144.928
1094,10.94,149.281,149.281
1095,10.95,153.548,153.548
1096,10.96,157.723,157.723
1097,10.97,161.802,161.802
1098,10.98,165.78,165.78
1099,10.99,169.651,169.651
1100,11,173.412,173.412
1101,11.01,177.058,177.058
1102,11.02,180.585,180.585
1103,11.03,183.988,183.988
1104,11.04,187.265,187.265
1105,11.05,190.413,190.413
1106,11.06,193.427,193.427
1107,11.07,196.305,196.305
1108,11.08,199.044,199.044
1109,11.09,201.643,201.643
1110,11.1,204.098,204.098
1111,11.11,206.409,206.409
1112,11.12,208.574,208.574
1113,11.13,210.591,210.591
1114,11.14,212.461,212.461
1115,11.15,214.181,214.181
1116,11.16,215.753,215.753
1117,11.17,217.177,217.177
1118,11.18,218.451,218.451
1119,11.19,219.579,219.579
1120,11.2,220.559,220.559
1121,11.21,221.394,221.394
1122,11.22,222.086,222.086
1123,11.23,222.635,222.635
1124,11.24,223.046,223.045
1125,11.25,223.318,223.318
1126,11.26,223.457,223.457
1127,11.27,223.464,223.464
1128,11.28,223.343,223.343
1129,11.29,223.098,223.098
1130,11.3,222.731,222.731
1131,11.31,222.248,222.248
1132,11.32,221.653,221.653
1133,11.33,220.949,220.949
1134,11.34,220.143,220.143
1135,11.35,219.237,219.237
1136,11.36,218.238,218.238
1137,11.37,217.151,217.151
1138,11.38,215.981,215.981
1139,11.39,214.733,214.733
1140,11.4,213.414,213.414
1141,11.41,212.028,212.028
1142,11.42,210.582,210.582
1143,11.43,209.081,209.081
1144,11.44,207.531,207.531
1145,11.45,205.939,205.939
1146,11.46,204.31,204.31
1147,11.47,202.65,202.65
1148,11.48,200.966,200.966
1149,11.49,199.263,199.263
1150,11.5,197.547,197.547
1151,11.51,195.825,195.825
1152,11.52,194.101,194.101
1153,11.53,192.382,192.382
1154,11.54,190.674,190.674
1155,11.55,188.982,188.982
1156,11.56,187.311,187.311
1157,11.57,185.667,185.667
1158,11.58,184.055,184.055
1159,11.59,182.48,182.48
1160,11.6,180.947,180.947
1161,11.61,179.46,179.46
1162,11.62,178.024,178.024
1163,11.63,176.643,176.643
1164,11.64,175.322,175.322
1165,11.65,174.063,174.063
1166,11.66,172.871,172.871
1167,11.67,171.748,171.748
1168,11.68,170.699,170.699
1169,11.69,169.725,169.725
1170,11.7,168.829,168.829
1171,11.71,168.013,168.013
1172,11.72,167.28,167.28
1173,11.73,166.631,166.631
1174,11.74,166.068,166.068
1175,11.75,165.591,165.591
1176,11.76,165.201,165.201
1177,11.77,164.899,164.899
1178,11.78,164.685,164.685
1179,11.79,164.559,164.559
1180,11.8,164.521,164.521
1181,11.81,164.57,164.571
1182,11.82,164.706,164.706
1183,11.83,164.926,164.926
1184,11.84,165.229,165.229
1185,11.85,165.615,165.615
1186,11.86,166.08,166.08
1187,11.87,166.622,166.622
1188,11.88,167.239,167.239
1189,11.89,167.928,167.928
1190,11.9,168.687,168.687
1191,11.91,169.511,169.511
1192,11.92,170.397,170.397
1193,11.93,171.342,171.342
1194,11.94,172.342,172.342
1195,11.95,173.393,173.393
1196,11.96,174.49,174.49
1197,11.97,175.629,175.629
1198,11.98,176.806,176.806
1199,11.99,178.016,178.016
1200,12,179.254,179.254
1201,12.01,180.516,180.516
1202,12.02,181.795,181.795
1203,12.03,183.088,183.088
1204,12.04,184.389,184.389
1205,12.05,185.692,185.692
1206,12.06,186.994,186.994
1207,12.07,188.287,188.287
1208,12.08,189.568,189.568
1209,12.09,190.831,190.831
1210,12.1,192.07,192.07
1211,12.11,193.281,193.281
1212,12.12,194.458,194.458
1213,12.13,195.596,195.596
1214,12.14,196.691,196.691
1215,12.15,197.737,197.737
1216,12.16,198.73,198.73
1217,12.17,199.664,199.664
1218,12.18,200.536,200.536
1219,12.19,201.341,201.341
1220,12.2,202.075,202.075
1221,12.21,202.734,202.734
1222,12.22,203.313,203.313
1223,12.23,203.81,203.81
1224,12.24,204.22,204.22
1225,12.25,204.541,204.541
1226,12.26,204.769,204.769
1227,12.27,204.902,204.902
1228,12.28,204.937,204.937
1229,12.29,204.871,204.871
1230,12.3,204.703,204.703
1231,12.31,204.431,204.431
1232,12.32,204.053,204.053
1233,12.33,203.567,203.567
1234,12.34,202.974,202.974
1235,12.35,202.272,202.272
1236,12.36,201.461,201.46
1237,12.37,200.539,200.539
1238,12.38,199.509,199.509
1239,12.39,198.369,198.369
1240,12.4,197.121,197.121
1241,12.41,195.765,195.765
1242,12.42,194.303,194.303
1243,12.43,192.735,192.735
1244,12.44,191.064,191.064
1245,12.45,189.292,189.292
1246,12.46,187.421,187.421
1247,12.47,185.453,185.453
1248,12.48,183.391,183.391
1249,12.49,181.239,181.239
1250,12.5,178.998,178.998
1251,12.51,176.673,176.673
1252,12.52,174.267,174.267
1253,12.53,171.784,171.783
1254,12.54,169.227,169.227
1255,12.55,166.602,166.602
1256,12.56,163.913,163.913
1257,12.57,161.163,161.163
1258,12.58,158.358,158.358
1259,12.59,155.502,155.502
1260,12.6,152.601,152.601
1261,12.61,149.659,149.659
1262,12.62,146.681,146.681
1263,12.63,143.673,143.673
1264,12.64,140.639,140.639
1265,12.65,137.586,137.586
1266,12.66,134.518,134.518
1267,12.67,131.441,131.441
1268,12.68,128.36,128.36
1269,12.69,125.28,125.28
1270,12.7,122.207,122.207
1271,12.71,119.147,119.147
1272,12.72,116.104,116.104
1273,12.73,113.084,113.084
1274,12.74,110.091,110.091
1275,12.75,107.131,107.132
1276,12.76,104.21,104.21
1277,12.77,101.331,101.331
1278,12.78,98.4991,98.4991
1279,12.79,95.7195,95.7195
1280,12.8,92.9963,92.9963
1281,12.81,90.3339,90.3339
1282,12.82,87.7362,87.7363
1283,12.83,85.2074,85.2074
1284,12.84,82.751,82.751
1285,12.85,80.3706,80.3707
1286,12.86,78.0696,78.0696
1287,12.87,75.8511,75.8511
1288,12.88,73.7179,73.7179
1289,12.89,71.6726,71.6726
1290,12.9,69.7178,69.7178
1291,12.91,67.8555,67.8555
1292,12.92,66.0876,66.0877
1293,12.93,64.4159,64.416
1294,12.94,62.8418,62.8418
1295,12.95,61.3663,61.3663
1296,12.96,59.9903,59.9903
1297,12.97,58.7145,58.7145
1298,12.98,57.5391,57.5391
1299,12.99,56.4644,56.4644
1300,13,55.49,55.49
1301,13.01,54.6155,54.6155
1302,13.02,53.8402,53.8402
1303,13.03,53.1632,53.1632
1304,13.04,52.5831,52.5831
1305,13.05,52.0985,52.0985
1306,13.06,51.7077,51.7077
1307,13.07,51.4086,51.4086
1308,13.08,51.1991,51.1991
1309,13.09,51.0767,51.0767
1310,13.1,51.0387,51.0387
1311,13.11,51.0822,51.0822
1312,13.12,51.2041,51.2041
1313,13.13,51.4012,51.4012
1314,13.14,51.6699,51.67
1315,13.15,52.0066,52.0067
1316,13.16,52.4075,52.4075
1317,13.17,52.8685,52.8685
1318,13.18,53.3855,53.3855
1319,13.19,53.9542,53.9542
1320,13.2,54.5703,54.5703
1321,13.21,55.2292,55.2292
1322,13.22,55.9263,55.9263
1323,13.23,56.6569,56.6569
1324,13.24,57.4163,57.4163
1325,13.25,58.1995,58.1995
1326,13.26,59.0019,59.0019
1327,13.27,59.8183,59.8183
1328,13.28,60.644,60.644
1329,13.29,61.474,61.474
1330,13.3,62.3033,62.3033
1331,13.31,63.127,63.127
1332,13.32,63.9403,63.9403
1333,13.33,64.7384,64.7384
1334,13.34,65.5164,65.5164
1335,13.35,66.2698,66.2698
1336,13.36,66.9938,66.9938
1337,13.37,67.684,67.684
1338,13.38,68.336,68.336
1339,13.39,68.9456,68.9456
1340,13.4,69.5085,69.5085
1341,13.41,70.0208,70.0208
1342,13.42,70.4786,70.4786
1343,13.43,70.8784,70.8783
1344,13.44,71.2165,71.2165
1345,13.45,71.4897,71.4896
1346,13.46,71.6948,71.6948
1347,13.47,71.829,71.829
1348,13.48,71.8895,71.8895
1349,13.49,71.8739,71.8739
1350,13.5,71.7798,71.7798
1351,13.51,71.6053,71.6053
1352,13.52,71.3486,71.3486
1353,13.53,71.0081,71.008
1354,13.54,70.5824,70.5824
1355,13.55,70.0705,70.0705
1356,13.56,69.4717,69.4716
1357,13.57,68.7852,68.7852
1358,13.58,68.0108,68.0108
1359,13.59,67.1485,67.1484
1360,13.6,66.1983,66.1983
1361,13.61,65.1609,65.1608
1362,13.62,64.0367,64.0367
1363,13.63,62.8269,62.8269
1364,13.64,61.5325,61.5325
1365,13.65,60.1551,60.155
1366,13.66,58.6961,58.6961
1367,13.67,57.1577,57.1577
1368,13.68,55.5418,55.5418
1369,13.69,53.8509,53.8509
1370,13.7,52.0875,52.0874
1371,13.71,50.2543,50.2543
1372,13.72,48.3544,48.3543
1373,13.73,46.3908,46.3908
1374,13.74,44.3671,44.3671
1375,13.75,42.2866,42.2866
1376,13.76,40.153,40.153
1377,13.77,37.9703,37.9703
1378,13.78,35.7423,35.7423
1379,13.79,33.4733,33.4733
1380,13.8,31.1674,31.1673
1381,13.81,28.8289,28.8289
1382,13.82,26.4624,26.4624
1383,13.83,24.0724,24.0724
1384,13.84,21.6635,21.6635
1385,13.85,19.2403,19.2403
1386,13.86,16.8076,16.8076
1387,13.87,14.37,14.37
1388,13.88,11.9325,11.9325
1389,13.89,9.49977,9.49977
1390,13.9,7.07659,7.07659
1391,13.91,4.66774,4.66775
1392,13.92,2.27796,2.27797
1393,13.93,-0.0880528,-0.0880471
1394,13.94,-2.42565,-2.42565
1395,13.95,-4.73027,-4.73026
1396,13.96,-6.99739,-6.99738
1397,13.97,-9.22261,-9.2226
1398,13.98,-11.4016,-11.4016
1399,13.99,-13.5302,-13.5302
1400,14,-15.6044,-15.6044
1401,14.01,-17.6202,-17.6201
1402,14.02,-19.5737,-19.5737
1403,14.03,-21.4615,-21.4615
1404,14.04,-23.28,-23.28
1405,14.05,-25.0259,-25.0259
1406,14.06,-26.6962,-26.6961
1407,14.07,-28.2878,-28.2878
1408,14.08,-29.7982,-29.7982
1409,14.09,-31.2247,-31.2247
1410,14.1,-32.5652,-32.5652
1411,14.11,-33.8175,-33.8175
1412,14.12,-34.9798,-34.9797
1413,14.13,-36.0504,-36.0503
1414,14.14,-37.0279,-37.0279
1415,14.15,-37.9113,-37.9113
1416,14.16,-38.6996,-38.6995
1417,14.17,-39.3921,-39.392
1418,14.18,-39.9883,-39.9883
1419,14.19,-40.4882,-40.4882
1420,14.2,-40.8918,-40.8917
1421,14.21,-41.1993,-41.1992
1422,14.22,-41.4113,-41.4112
1423,14.23,-41.5286,-41.5286
1424,14.24,-41.5522,-41.5522
1425,14.25,-41.4834,-41.4834
1426,14.26,-41.3237,-41.3236
1427,14.27,-41.0747,-41.0747
1428,14.28,-40.7385,-40.7385
1429,14.29,-40.3171,-40.3171
1430,14.3,-39.813,-39.813
1431,14.31,-39.2287,-39.2287
1432,14.32,-38.567,-38.567
1433,14.33,-37.8309,-37.8309
1434,14.34,-37.0234,-37.0234
1435,14.35,-36.148,-36.148
1436,14.36,-35.208,-35.208
1437,14.37,-34.2071,-34.2071
1438,14.38,-33.1491,-33.1491
1439,14.39,-32.0379,-32.0379
1440,14.4,-30.8776,-30.8775
1441,14.41,-29.6721,-29.6721
1442,14.42,-28.4259,-28.4259
1443,14.43,-27.1433,-27.1432
1444,14.44,-25.8285,-25.8285
1445,14.45,-24.4862,-24.4862
1446,14.46,-23.1209,-23.1209
1447,14.47,-21.7371,-21.7371
1448,14.48,-20.3394,-20.3394
1449,14.49,-18.9325,-18.9325
1450,14.5,-17.5209,-17.5209
1451,14.51,-16.1094,-16.1094
1452,14.52,-14.7023,-14.7023
1453,14.53,-13.3045,-13.3045
1454,14.54,-11.9202,-11.9203
1455,14.55,-10.5541,-10.5541
1456,14.56,-9.2105,-9.21051
1457,14.57,-7.89368,-7.89369
1458,14.58,-6.60787,-6.60788
1459,14.59,-5.3572,-5.35722
1460,14.6,-4.14567,-4.14568
1461,14.61,-2.97713,-2.97715
1462,14.62,-1.85535,-1.85536
1463,14.63,-0.783901,-0.783915
1464,14.64,0.233762,0.233747
1465,14.65,1.19436,1.19435
1466,14.66,2.0948,2.09479
1467,14.67,2.93214,2.93213
1468,14.68,3.70365,3.70364
1469,14.69,4.40679,4.40677
1470,14.7,5.0392,5.03918
1471,14.71,5.59874,5.59873
1472,14.72,6.08351,6.08349
1473,14.73,6.49178,6.49176
1474,14.74,6.82207,6.82205
1475,14.75,7.07311,7.07309
1476,14.76,7.24388,7.24386
1477,14.77,7.33356,7.33354
1478,14.78,7.34159,7.34157
1479,14.79,7.26763,7.26761
1480,14.8,7.11157,7.11155
1481,14.81,6.87354,6.87352
1482,14.82,6.55391,6.55389
1483,14.83,6.15326,6.15324
1484,14.84,5.67241,5.67239
1485,14.85,5.11243,5.11241
1486,14.86,4.47458,4.47456
1487,14.87,3.76035,3.76033
1488,14.88,2.97145,2.97143
1489,14.89,2.10981,2.10979
1490,14.9,1.17754,1.17752
1491,14.91,0.176971,0.176955
1492,14.92,-0.889383,-0.889398
1493,14.93,-2.01882,-2.01884
1494,14.94,-3.20847,-3.20848
1495,14.95,-4.45527,-4.45529
1496,14.96,-5.75603,-5.75604
1497,14.97,-7.10738,-7.10739
1498,14.98,-8.50582,-8.50583
1499,14.99,-9.94771,-9.94772
1500,15,-11.4293,-11.4293
1501,15.01,-12.9467,-12.9467
1502,15.02,-14.496,-14.496
1503,15.03,-16.073,-16.073
1504,15.04,-17.6737,-17.6737
1505,15.05,-19.2939,-19.2939
1506,15.06,-20.9292,-20.9292
1507,15.07,-22.5753,-22.5753
1508,15.08,-24.228,-24.228
1509,15.09,-25.8828,-25.8828
1510,15.1,-27.5353,-27.5353
1511,15.11,-29.1813,-29.1813
1512,15.12,-30.8163,-30.8163
1513,15.13,-32.436,-32.436
1514,15.14,-34.036,-34.036
1515,15.15,-35.6123,-35.6123
1516,15.16,-37.1605,-37.1605
1517,15.17,-38.6766,-38.6765
1518,15.18,-40.1564,-40.1564
1519,15.19,-41.5962,-41.5962
1520,15.2,-42.9921,-42.9921
1521,15.21,-44.3403,-44.3402
1522,15.22,-45.6372,-45.6372
1523,15.23,-46.8795,-46.8794
1524,15.24,-48.0637,-48.0637
1525,15.25,-49.1868,-49.1867
1526,15.26,-50.2457,-50.2457
1527,15.27,-51.2376,-51.2376
1528,15.28,-52.1599,-52.1598
1529,15.29,-53.01,-53.01
1530,15.3,-53.7858,-53.7858
1531,15.31,-54.4851,-54.4851
1532,15.32,-55.1061,-55.1061
1533,15.33,-55.647,-55.647
1534,15.34,-56.1065,-56.1065
1535,15.35,-56.4832,-56.4832
1536,15.36,-56.7762,-56.7762
1537,15.37,-56.9847,-56.9846
1538,15.38,-57.1079,-57.1079
1539,15.39,-57.1457,-57.1457
1540,15.4,-57.0979,-57.0978
1541,15.41,-56.9644,-56.9644
1542,15.42,-56.7458,-56.7457
1543,15.43,-56.4424,-56.4424
1544,15.44,-56.0551,-56.055
1545,15.45,-55.5848,-55.5847
1546,15.46,-55.0327,-55.0327
1547,15.47,-54.4002,-54.4002
1548,15.48,-53.689,-53.689
1549,15.49,-52.9009,-52.9009
1550,15.5,-52.0378,-52.0378
1551,15.51,-51.1021,-51.1021
1552,15.52,-50.0961,-50.096
1553,15.53,-49.0223,-49.0223
1554,15.54,-47.8836,-47.8836
1555,15.55,-46.6829,-46.6829
1556,15.56,-45.4232,-45.4232
1557,15.57,-44.1079,-44.1078
1558,15.58,-42.7401,-42.7401
1559,15.59,-41.3236,-41.3236
1560,15.6,-39.8619,-39.8619
1561,15.61,-38.3587,-38.3587
1562,15.62,-36.818,-36.818
1563,15.63,-35.2435,-35.2435
1564,15.64,-33.6394,-33.6394
1565,15.65,-32.0098,-32.0098
1566,15.66,-30.3588,-30.3588
1567,15.67,-28.6905,-28.6905
1568,15.68,-27.0093,-27.0093
1569,15.69,-25.3193,-25.3193
1570,15.7,-23.625,-23.625
1571,15.71,-21.9304,-21.9304
1572,15.72,-20.24,-20.24
1573,15.73,-18.558,-18.558
1574,15.74,-16.8885,-16.8885
1575,15.75,-15.2358,-15.2358
1576,15.76,-13.604,-13.604
1577,15.77,-11.9971,-11.9971
1578,15.78,-10.4191,-10.4191
1579,15.79,-8.87391,-8.87392
1580,15.8,-7.36535,-7.36536
1581,15.81,-5.8971,-5.89711
1582,15.82,-4.47272,-4.47273
1583,15.83,-3.09568,-3.09569
1584,15.84,-1.76928,-1.76929
1585,15.85,-0.496696,-0.496709
1586,15.86,0.719049,0.719035
1587,15.87,1.8751,1.87508
1588,15.88,2.96875,2.96873
1589,15.89,3.99749,3.99748
1590,15.9,4.95899,4.95897
1591,15.91,5.85108,5.85107
1592,15.92,6.67181,6.6718
1593,15.93,7.41942,7.41941
1594,15.94,8.09235,8.09233
1595,15.95,8.68923,8.68921
1596,15.96,9.20893,9.20891
1597,15.97,9.65051,9.65049
1598,15.98,10.0132,10.0132
1599,15.99,10.2966,10.2966
1600,16,10.5004,10.5004
1601,16.01,10.6244,10.6244
1602,16.02,10.6689,10.6689
1603,16.03,10.6341,10.6341
1604,16.04,10.5208,10.5208
1605,16.05,10.3296,10.3296
1606,16.06,10.0615,10.0615
1607,16.07,9.71784,9.71782
1608,16.08,9.29992,9.29991
1609,16.09,8.80939,8.80937
1610,16.1,8.24804,8.24803
1611,16.11,7.61788,7.61787
1612,16.12,6.92108,6.92106
1613,16.13,6.15999,6.15998
1614,16.14,5.33715,5.33714
1615,16.15,4.45525,4.45524
1616,16.16,3.51715,3.51713
1617,16.17,2.52582,2.52581
1618,16.18,1.48443,1.48442
1619,16.19,0.396238,0.396229
1620,16.2,-0.735361,-0.73537
1621,16.21,-1.90686,-1.90687
1622,16.22,-3.11464,-3.11465
1623,16.23,-4.35501,-4.35501
1624,16.24,-5.62416,-5.62417
1625,16.25,-6.91825,-6.91825
1626,16.26,-8.23333,-8.23334
1627,16.27,-9.56544,-9.56545
1628,16.28,-10.9106,-10.9106
1629,16.29,-12.2646,-12.2646
1630,16.3,-13.6236,-13.6236
1631,16.31,-14.9834,-14.9833
1632,16.32,-16.3399,-16.3398
1633,16.33,-17.689,-17.689
1634,16.34,-19.0268,-19.0268
1635,16.35,-20.3493,-20.3493
1636,16.36,-21.6524,-21.6524
1637,16.37,-22.9323,-22.9323
1638,16.38,-24.1852,-24.1852
1639,16.39,-25.4073,-25.4073
1640,16.4,-26.5949,-26.5949
1641,16.41,-27.7445,-27.7445
1642,16.42,-28.8526,-28.8526
1643,16.43,-29.9159,-29.9159
1644,16.44,-30.9312,-30.9312
1645,16.45,-31.8953,-31.8953
1646,16.46,-32.8054,-32.8054
1647,16.47,-33.6586,-33.6586
1648,16.48,-34.4524,-34.4524
1649,16.49,-35.1842,-35.1842
1650,16.5,-35.8517,-35.8517
1651,16.51,-36.4529,-36.4529
1652,16.52,-36.9858,-36.9858
1653,16.53,-37.4486,-37.4486
1654,16.54,-37.8399,-37.8398
1655,16.55,-38.1581,-38.1581
1656,16.56,-38.4022,-38.4022
1657,16.57,-38.5712,-38.5712
1658,16.58,-38.6644,-38.6644
1659,16.59,-38.6812,-38.6812
1660,16.6,-38.6212,-38.6212
1661,16.61,-38.4844,-38.4844
1662,16.62,-38.2708,-38.2708
