# SEA-Stack Verification Data
# format: rao
# source: inwave_hotint
# model: sphere_rao_sweep
# quantity: heave_rao
# units: rad/s, m/m
# columns: Omega(rad/s) HeaveRAO(m/m)
2.094395e+00 7.761173e-02
1.570796e+00 5.832777e-01
1.427997e+00 9.378650e-01
1.256637e+00 8.331489e-01
1.047198e+00 7.163223e-01
8.975979e-01 6.952592e-01
7.853982e-01 6.930246e-01
6.981317e-01 6.953206e-01
6.283185e-01 6.976185e-01
5.711987e-01 6.997107e-01
