Time (s)  Flap Rotation y (radians)Flap Rotation y (degrees)
44.295           -0.049717       -2.848586
44.310           -0.050074       -2.869053
44.325           -0.050409       -2.888243
44.340           -0.050722       -2.906155
44.355           -0.051012       -2.922789
44.370           -0.051280       -2.938145
44.385           -0.051526       -2.952227
44.400           -0.051750       -2.965034
44.415           -0.051951       -2.976571
44.430           -0.052130       -2.986839
44.445           -0.052287       -2.995842
44.460           -0.052422       -3.003585
44.475           -0.052536       -3.010073
44.490           -0.052627       -3.015309
44.505           -0.052697       -3.019301
44.520           -0.052745       -3.022054
44.535           -0.052771       -3.023574
44.550           -0.052776       -3.023869
44.565           -0.052760       -3.022946
44.580           -0.052723       -3.020813
44.595           -0.052665       -3.017478
44.610           -0.052586       -3.012950
44.625           -0.052486       -3.007238
44.640           -0.052366       -3.000351
44.655           -0.052225       -2.992299
44.670           -0.052065       -2.983093
44.685           -0.051884       -2.972742
44.700           -0.051684       -2.961258
44.715           -0.051464       -2.948651
44.730           -0.051224       -2.934933
44.745           -0.050966       -2.920115
44.760           -0.050688       -2.904210
44.775           -0.050392       -2.887231
44.790           -0.050077       -2.869188
44.805           -0.049744       -2.850096
44.820           -0.049392       -2.829967
44.835           -0.049023       -2.808814
44.850           -0.048636       -2.786652
44.865           -0.048232       -2.763493
44.880           -0.047811       -2.739353
44.895           -0.047373       -2.714245
44.910           -0.046918       -2.688184
44.925           -0.046446       -2.661184
44.940           -0.045959       -2.633261
44.955           -0.045456       -2.604430
44.970           -0.044937       -2.574706
44.985           -0.044403       -2.544105
45.000           -0.043854       -2.512643
45.015           -0.043290       -2.480336
45.030           -0.042712       -2.447200
45.045           -0.042119       -2.413251
45.060           -0.041513       -2.378508
45.075           -0.040893       -2.342986
45.090           -0.040260       -2.306703
45.105           -0.039613       -2.269676
45.120           -0.038954       -2.231923
45.135           -0.038283       -2.193463
45.150           -0.037600       -2.154312
45.165           -0.036905       -2.114490
45.180           -0.036198       -2.074014
45.195           -0.035481       -2.032905
45.210           -0.034753       -1.991180
45.225           -0.034014       -1.948859
45.240           -0.033265       -1.905962
45.255           -0.032507       -1.862508
45.270           -0.031739       -1.818516
45.285           -0.030962       -1.774008
45.300           -0.030177       -1.729003
45.315           -0.029383       -1.683521
45.330           -0.028581       -1.637583
45.345           -0.027772       -1.591211
45.360           -0.026955       -1.544424
45.375           -0.026132       -1.497244
45.390           -0.025302       -1.449692
45.405           -0.024466       -1.401789
45.420           -0.023624       -1.353558
45.435           -0.022777       -1.305018
45.450           -0.021925       -1.256193
45.465           -0.021068       -1.207104
45.480           -0.020207       -1.157772
45.495           -0.019342       -1.108220
45.510           -0.018474       -1.058468
45.525           -0.017602       -1.008540
45.540           -0.016728       -0.958457
45.555           -0.015852       -0.908241
45.570           -0.014973       -0.857913
45.585           -0.014093       -0.807495
45.600           -0.013212       -0.757009
45.615           -0.012330       -0.706477
45.630           -0.011448       -0.655919
45.645           -0.010565       -0.605357
45.660           -0.009683       -0.554812
45.675           -0.008802       -0.504305
45.690           -0.007921       -0.453856
45.705           -0.007042       -0.403485
45.720           -0.006165       -0.353213
45.735           -0.005289       -0.303060
45.750           -0.004416       -0.253044
45.765           -0.003546       -0.203185
45.780           -0.002679       -0.153502
45.795           -0.001815       -0.104013
45.810           -0.000955       -0.054736
45.825           -0.000099       -0.005688
45.840            0.000752        0.043113
45.855            0.001600        0.091652
45.870            0.002442        0.139912
45.885            0.003279        0.187877
45.900            0.004111        0.235533
45.915            0.004937        0.282865
45.930            0.005757        0.329860
45.945            0.006571        0.376504
45.960            0.007379        0.422784
45.975            0.008180        0.468689
45.990            0.008975        0.514207
46.005            0.009762        0.559328
46.020            0.010543        0.604041
46.035            0.011316        0.648337
46.050            0.012081        0.692208
46.065            0.012839        0.735645
46.080            0.013590        0.778641
46.095            0.014332        0.821190
46.110            0.015067        0.863285
46.125            0.015794        0.904922
46.140            0.016512        0.946096
46.155            0.017223        0.986803
46.170            0.017925        1.027040
46.185            0.018619        1.066805
46.200            0.019305        1.106097
46.215            0.019983        1.144913
46.230            0.020652        1.183254
46.245            0.021313        1.221121
46.260            0.021965        1.258514
46.275            0.022610        1.295435
46.290            0.023246        1.331886
46.305            0.023874        1.367871
46.320            0.024494        1.403393
46.335            0.025106        1.438456
46.350            0.025710        1.473065
46.365            0.026306        1.507225
46.380            0.026895        1.540942
46.395            0.027475        1.574223
46.410            0.028049        1.607074
46.425            0.028615        1.639503
46.440            0.029173        1.671518
46.455            0.029725        1.703127
46.470            0.030270        1.734338
46.485            0.030808        1.765161
46.500            0.031339        1.795604
46.515            0.031864        1.825679
46.530            0.032383        1.855394
46.545            0.032895        1.884760
46.560            0.033402        1.913788
46.575            0.033903        1.942488
46.590            0.034398        1.970871
46.605            0.034888        1.998949
46.620            0.035373        2.026733
46.635            0.035853        2.054233
46.650            0.036328        2.081463
46.665            0.036799        2.108432
46.680            0.037265        2.135153
46.695            0.037728        2.161637
46.710            0.038186        2.187896
46.725            0.038641        2.213941
46.740            0.039092        2.239784
46.755            0.039539        2.265436
46.770            0.039984        2.290909
46.785            0.040426        2.316213
46.800            0.040864        2.341360
46.815            0.041301        2.366359
46.830            0.041735        2.391223
46.845            0.042166        2.415961
46.860            0.042596        2.440584
46.875            0.043024        2.465101
46.890            0.043450        2.489522
46.905            0.043875        2.513856
46.920            0.044298        2.538114
46.935            0.044721        2.562303
46.950            0.045142        2.586433
46.965            0.045562        2.610511
46.980            0.045981        2.634545
46.995            0.046400        2.658544
47.010            0.046819        2.682515
47.025            0.047237        2.706465
47.040            0.047654        2.730400
47.055            0.048072        2.754327
47.070            0.048490        2.778252
47.085            0.048907        2.802181
47.100            0.049325        2.826120
47.115            0.049743        2.850073
47.130            0.050162        2.874047
47.145            0.050580        2.898045
47.160            0.051000        2.922071
47.175            0.051420        2.946131
47.190            0.051840        2.970228
47.205            0.052262        2.994366
47.220            0.052684        3.018548
47.235            0.053106        3.042777
47.250            0.053530        3.067057
47.265            0.053955        3.091390
47.280            0.054381        3.115779
47.295            0.054807        3.140227
47.310            0.055235        3.164736
47.325            0.055664        3.189308
47.340            0.056094        3.213945
47.355            0.056525        3.238650
47.370            0.056958        3.263425
47.385            0.057391        3.288271
47.400            0.057826        3.313191
47.415            0.058262        3.338185
47.430            0.058700        3.363257
47.445            0.059139        3.388407
47.460            0.059579        3.413638
47.475            0.060021        3.438952
47.490            0.060464        3.464350
47.505            0.060909        3.489833
47.520            0.061355        3.515405
47.535            0.061803        3.541067
47.550            0.062253        3.566820
47.565            0.062704        3.592668
47.580            0.063157        3.618612
47.595            0.063611        3.644654
47.610            0.064067        3.670796
47.625            0.064526        3.697041
47.640            0.064985        3.723391
47.655            0.065447        3.749848
47.670            0.065911        3.776415
47.685            0.066377        3.803095
47.700            0.066844        3.829889
47.715            0.067314        3.856801
47.730            0.067786        3.883832
47.745            0.068260        3.910987
47.760            0.068736        3.938266
47.775            0.069214        3.965673
47.790            0.069695        3.993210
47.805            0.070178        4.020880
47.820            0.070663        4.048684
47.835            0.071151        4.076626
47.850            0.071641        4.104708
47.865            0.072133        4.132931
47.880            0.072628        4.161297
47.895            0.073126        4.189809
47.910            0.073626        4.218467
47.925            0.074129        4.247274
47.940            0.074634        4.276229
47.955            0.075142        4.305335
47.970            0.075653        4.334592
47.985            0.076166        4.363999
48.000            0.076682        4.393557
48.015            0.077201        4.423266
48.030            0.077722        4.453124
48.045            0.078245        4.483131
48.060            0.078772        4.513284
48.075            0.079300        4.543583
48.090            0.079832        4.574023
48.105            0.080365        4.604602
48.120            0.080902        4.635317
48.135            0.081440        4.666164
48.150            0.081981        4.697137
48.165            0.082523        4.728232
48.180            0.083068        4.759444
48.195            0.083615        4.790764
48.210            0.084163        4.822188
48.225            0.084713        4.853706
48.240            0.085265        4.885312
48.255            0.085818        4.916996
48.270            0.086372        4.948748
48.285            0.086927        4.980560
48.300            0.087483        5.012418
48.315            0.088040        5.044314
48.330            0.088597        5.076234
48.345            0.089154        5.108165
48.360            0.089712        5.140095
48.375            0.090269        5.172009
48.390            0.090825        5.203893
48.405            0.091381        5.235731
48.420            0.091935        5.267507
48.435            0.092489        5.299206
48.450            0.093040        5.330809
48.465            0.093590        5.362300
48.480            0.094137        5.393660
48.495            0.094682        5.424869
48.510            0.095224        5.455910
48.525            0.095762        5.486762
48.540            0.096297        5.517404
48.555            0.096828        5.547816
48.570            0.097354        5.577977
48.585            0.097876        5.607865
48.600            0.098392        5.637458
48.615            0.098903        5.666733
48.630            0.099408        5.695669
48.645            0.099907        5.724241
48.660            0.100399        5.752426
48.675            0.100884        5.780202
48.690            0.101361        5.807543
48.705            0.101830        5.834427
48.720            0.102291        5.860828
48.735            0.102743        5.886724
48.750            0.103185        5.912088
48.765            0.103618        5.936898
48.780            0.104041        5.961128
48.795            0.104454        5.984754
48.810            0.104855        6.007751
48.825            0.105245        6.030096
48.840            0.105623        6.051763
48.855            0.105989        6.072730
48.870            0.106342        6.092971
48.885            0.106683        6.112464
48.900            0.107009        6.131183
48.915            0.107322        6.149107
48.930            0.107621        6.166212
48.945            0.107905        6.182475
48.960            0.108173        6.197874
48.975            0.108427        6.212387
48.990            0.108664        6.225991
49.005            0.108885        6.238666
49.020            0.109090        6.250391
49.035            0.109278        6.261145
49.050            0.109448        6.270908
49.065            0.109601        6.279660
49.080            0.109736        6.287384
49.095            0.109852        6.294059
49.110            0.109950        6.299668
49.125            0.110029        6.304194
49.140            0.110089        6.307620
49.155            0.110129        6.309929
49.170            0.110150        6.311107
49.185            0.110150        6.311136
49.200            0.110130        6.310005
49.215            0.110090        6.307697
49.230            0.110029        6.304201
49.245            0.109947        6.299503
49.260            0.109844        6.293592
49.275            0.109719        6.286457
49.290            0.109573        6.278086
49.305            0.109405        6.268469
49.320            0.109216        6.257599
49.335            0.109004        6.245464
49.350            0.108770        6.232059
49.365            0.108514        6.217375
49.380            0.108235        6.201405
49.395            0.107934        6.184144
49.410            0.107610        6.165586
49.425            0.107263        6.145726
49.440            0.106894        6.124560
49.455            0.106501        6.102085
49.470            0.106086        6.078298
49.485            0.105648        6.053195
49.500            0.105187        6.026777
49.515            0.104703        5.999040
49.530            0.104196        5.969986
49.545            0.103666        5.939614
49.560            0.103113        5.907924
49.575            0.102537        5.874917
49.590            0.101938        5.840596
49.605            0.101316        5.804962
49.620            0.100671        5.768018
49.635            0.100003        5.729768
49.650            0.099313        5.690214
49.665            0.098600        5.649361
49.680            0.097864        5.607213
49.695            0.097106        5.563776
49.710            0.096326        5.519054
49.725            0.095523        5.473053
49.740            0.094698        5.425780
49.755            0.093851        5.377241
49.770            0.092981        5.327442
49.785            0.092090        5.276392
49.800            0.091178        5.224096
49.815            0.090243        5.170564
49.830            0.089288        5.115803
49.845            0.088311        5.059821
49.860            0.087312        5.002628
49.875            0.086293        4.944231
49.890            0.085253        4.884639
49.905            0.084192        4.823863
49.920            0.083111        4.761911
49.935            0.082009        4.698793
49.950            0.080888        4.634519
49.965            0.079746        4.569098
49.980            0.078584        4.502541
49.995            0.077403        4.434857
50.010            0.076202        4.366058
50.025            0.074982        4.296153
50.040            0.073743        4.225154
50.055            0.072485        4.153070
50.070            0.071208        4.079913
50.085            0.069913        4.005692
50.100            0.068599        3.930420
50.115            0.067267        3.854107
50.130            0.065917        3.776764
50.145            0.064549        3.698402
50.160            0.063164        3.619032
50.175            0.061761        3.538666
50.190            0.060342        3.457315
50.205            0.058905        3.374989
50.220            0.057451        3.291701
50.235            0.055981        3.207462
50.250            0.054494        3.122283
50.265            0.052991        3.036176
50.280            0.051472        2.949153
50.295            0.049938        2.861225
50.310            0.048388        2.772404
50.325            0.046822        2.682702
50.340            0.045241        2.592131
50.355            0.043646        2.500703
50.370            0.042035        2.408430
50.385            0.040410        2.315324
50.400            0.038771        2.221398
50.415            0.037117        2.126663
50.430            0.035450        2.031134
50.445            0.033769        1.934822
50.460            0.032075        1.837739
50.475            0.030367        1.739901
50.490            0.028646        1.641318
50.505            0.026913        1.542005
50.520            0.025167        1.441975
50.535            0.023409        1.341241
50.550            0.021639        1.239818
50.565            0.019857        1.137720
50.580            0.018063        1.034960
50.595            0.016259        0.931553
50.610            0.014443        0.827513
50.625            0.012616        0.722856
50.640            0.010779        0.617596
50.655            0.008932        0.511748
50.670            0.007074        0.405329
50.685            0.005207        0.298352
50.700            0.003331        0.190835
50.715            0.001445        0.082793
50.730           -0.000450       -0.025757
50.745           -0.002353       -0.134799
50.760           -0.004264       -0.244316
50.775           -0.006184       -0.354292
50.790           -0.008111       -0.464708
50.805           -0.010045       -0.575548
50.820           -0.011987       -0.686794
50.835           -0.013935       -0.798428
50.850           -0.015890       -0.910432
50.865           -0.017851       -1.022788
50.880           -0.019818       -1.135476
50.895           -0.021790       -1.248479
50.910           -0.023768       -1.361778
50.925           -0.025750       -1.475352
50.940           -0.027736       -1.589184
50.955           -0.029727       -1.703253
50.970           -0.031722       -1.817539
50.985           -0.033720       -1.932024
51.000           -0.035721       -2.046685
51.015           -0.037725       -2.161504
51.030           -0.039732       -2.276459
51.045           -0.041740       -2.391531
51.060           -0.043750       -2.506698
51.075           -0.045761       -2.621938
51.090           -0.047774       -2.737232
51.105           -0.049787       -2.852558
51.120           -0.051800       -2.967894
51.135           -0.053812       -3.083218
51.150           -0.055825       -3.198509
51.165           -0.057836       -3.313746
51.180           -0.059846       -3.428905
51.195           -0.061854       -3.543965
51.210           -0.063860       -3.658904
51.225           -0.065863       -3.773698
51.240           -0.067864       -3.888327
51.255           -0.069861       -4.002766
51.270           -0.071855       -4.116993
51.285           -0.073845       -4.230986
51.300           -0.075830       -4.344721
51.315           -0.077810       -4.458175
51.330           -0.079785       -4.571326
51.345           -0.081754       -4.684149
51.360           -0.083717       -4.796622
51.375           -0.085673       -4.908720
51.390           -0.087623       -5.020421
51.405           -0.089565       -5.131701
51.420           -0.091500       -5.242536
51.435           -0.093426       -5.352902
51.450           -0.095343       -5.462775
51.465           -0.097252       -5.572132
51.480           -0.099151       -5.680948
51.495           -0.101041       -5.789199
51.510           -0.102920       -5.896862
51.525           -0.104788       -6.003912
51.540           -0.106645       -6.110325
51.555           -0.108491       -6.216076
51.570           -0.110325       -6.321142
51.585           -0.112146       -6.425498
51.600           -0.113955       -6.529121
51.615           -0.115750       -6.631985
51.630           -0.117532       -6.734067
51.645           -0.119299       -6.835342
51.660           -0.121052       -6.935786
51.675           -0.122790       -7.035376
51.690           -0.124513       -7.134087
51.705           -0.126220       -7.231896
51.720           -0.127911       -7.328778
51.735           -0.129586       -7.424711
51.750           -0.131243       -7.519670
51.765           -0.132883       -7.613632
51.780           -0.134505       -7.706574
51.795           -0.136109       -7.798473
51.810           -0.137694       -7.889306
51.825           -0.139261       -7.979051
51.840           -0.140808       -8.067685
51.855           -0.142335       -8.155187
51.870           -0.143842       -8.241535
51.885           -0.145328       -8.326707
51.900           -0.146794       -8.410682
51.915           -0.148238       -8.493439
51.930           -0.149661       -8.574959
51.945           -0.151062       -8.655221
51.960           -0.152441       -8.734206
51.975           -0.153797       -8.811894
51.990           -0.155130       -8.888268
52.005           -0.156439       -8.963308
52.020           -0.157725       -9.036998
52.035           -0.158988       -9.109320
52.050           -0.160226       -9.180257
52.065           -0.161439       -9.249793
52.080           -0.162628       -9.317914
52.095           -0.163792       -9.384603
52.110           -0.164931       -9.449847
52.125           -0.166044       -9.513632
52.140           -0.167132       -9.575944
52.155           -0.168193       -9.636771
52.170           -0.169229       -9.696102
52.185           -0.170238       -9.753924
52.200           -0.171221       -9.810228
52.215           -0.172177       -9.865003
52.230           -0.173106       -9.918240
52.245           -0.174008       -9.969930
52.260           -0.174883      -10.020065
52.275           -0.175731      -10.068639
52.290           -0.176551      -10.115643
52.305           -0.177344      -10.161072
52.320           -0.178109      -10.204920
52.335           -0.178847      -10.247183
52.350           -0.179557      -10.287856
52.365           -0.180239      -10.326936
52.380           -0.180893      -10.364419
52.395           -0.181520      -10.400303
52.410           -0.182118      -10.434587
52.425           -0.182688      -10.467269
52.440           -0.183231      -10.498347
52.455           -0.183745      -10.527823
52.470           -0.184232      -10.555695
52.485           -0.184690      -10.581965
52.500           -0.185121      -10.606635
52.515           -0.185523      -10.629705
52.530           -0.185898      -10.651178
52.545           -0.186245      -10.671056
52.560           -0.186564      -10.689342
52.575           -0.186856      -10.706040
52.590           -0.187119      -10.721153
52.605           -0.187356      -10.734686
52.620           -0.187564      -10.746641
52.635           -0.187746      -10.757025
52.650           -0.187899      -10.765842
52.665           -0.188026      -10.773098
52.680           -0.188125      -10.778796
52.695           -0.188198      -10.782944
52.710           -0.188243      -10.785547
52.725           -0.188262      -10.786611
52.740           -0.188254      -10.786143
52.755           -0.188219      -10.784148
52.770           -0.188158      -10.780634
52.785           -0.188070      -10.775606
52.800           -0.187956      -10.769072
52.815           -0.187816      -10.761038
52.830           -0.187649      -10.751513
52.845           -0.187457      -10.740501
52.860           -0.187239      -10.728012
52.875           -0.186995      -10.714052
52.890           -0.186726      -10.698628
52.905           -0.186432      -10.681748
52.920           -0.186112      -10.663420
52.935           -0.185767      -10.643650
52.950           -0.185397      -10.622447
52.965           -0.185002      -10.599818
52.980           -0.184582      -10.575770
52.995           -0.184138      -10.550312
53.010           -0.183669      -10.523451
53.025           -0.183176      -10.495195
53.040           -0.182658      -10.465552
53.055           -0.182117      -10.434530
53.070           -0.181552      -10.402136
53.085           -0.180962      -10.368378
53.100           -0.180350      -10.333266
53.115           -0.179713      -10.296806
53.130           -0.179053      -10.259007
53.145           -0.178371      -10.219877
53.160           -0.177664      -10.179424
53.175           -0.176935      -10.137657
53.190           -0.176184      -10.094584
53.205           -0.175409      -10.050213
53.220           -0.174612      -10.004553
53.235           -0.173793       -9.957612
53.250           -0.172952       -9.909400
53.265           -0.172088       -9.859923
53.280           -0.171203       -9.809192
53.295           -0.170296       -9.757215
53.310           -0.169367       -9.704001
53.325           -0.168417       -9.649558
53.340           -0.167445       -9.593895
53.355           -0.166452       -9.537022
53.370           -0.165439       -9.478948
53.385           -0.164404       -9.419680
53.400           -0.163349       -9.359229
53.415           -0.162274       -9.297604
53.430           -0.161178       -9.234812
53.445           -0.160062       -9.170865
53.460           -0.158926       -9.105770
53.475           -0.157770       -9.039536
53.490           -0.156594       -8.972173
53.505           -0.155399       -8.903691
53.520           -0.154184       -8.834097
53.535           -0.152950       -8.763400
53.550           -0.151697       -8.691611
53.565           -0.150425       -8.618737
53.580           -0.149135       -8.544788
53.595           -0.147825       -8.469772
53.610           -0.146498       -8.393699
53.625           -0.145152       -8.316576
53.640           -0.143787       -8.238413
53.655           -0.142405       -8.159218
53.670           -0.141005       -8.079000
53.685           -0.139587       -7.997767
53.700           -0.138152       -7.915527
53.715           -0.136699       -7.832289
53.730           -0.135229       -7.748061
53.745           -0.133742       -7.662851
53.760           -0.132238       -7.576667
53.775           -0.130717       -7.489517
53.790           -0.129179       -7.401408
53.805           -0.127625       -7.312350
53.820           -0.126054       -7.222348
53.835           -0.124467       -7.131412
53.850           -0.122863       -7.039549
53.865           -0.121244       -6.946766
53.880           -0.119609       -6.853071
53.895           -0.117958       -6.758471
53.910           -0.116291       -6.662974
53.925           -0.114609       -6.566588
53.940           -0.112911       -6.469321
53.955           -0.111198       -6.371179
53.970           -0.109470       -6.272170
53.985           -0.107727       -6.172303
54.000           -0.105969       -6.071584
54.015           -0.104197       -5.970023
54.030           -0.102409       -5.867626
54.045           -0.100608       -5.764403
54.060           -0.098792       -5.660360
54.075           -0.096962       -5.555508
54.090           -0.095118       -5.449853
54.105           -0.093260       -5.343406
54.120           -0.091388       -5.236175
54.135           -0.089503       -5.128170
54.150           -0.087605       -5.019399
54.165           -0.085693       -4.909874
54.180           -0.083769       -4.799603
54.195           -0.081831       -4.688598
54.210           -0.079881       -4.576868
54.225           -0.077919       -4.464426
54.240           -0.075944       -4.351282
54.255           -0.073957       -4.237448
54.270           -0.071959       -4.122937
54.285           -0.069949       -4.007760
54.300           -0.067927       -3.891931
54.315           -0.065894       -3.775463
54.330           -0.063851       -3.658370
54.345           -0.061796       -3.540666
54.360           -0.059732       -3.422366
54.375           -0.057657       -3.303484
54.390           -0.055572       -3.184036
54.405           -0.053478       -3.064037
54.420           -0.051374       -2.943505
54.435           -0.049261       -2.822456
54.450           -0.047140       -2.700907
54.465           -0.045010       -2.578876
54.480           -0.042872       -2.456381
54.495           -0.040726       -2.333440
54.510           -0.038573       -2.210072
54.525           -0.036413       -2.086296
54.540           -0.034246       -1.962133
54.555           -0.032072       -1.837602
54.570           -0.029893       -1.712724
54.585           -0.027707       -1.587520
54.600           -0.025517       -1.462010
54.615           -0.023321       -1.336217
54.630           -0.021121       -1.210162
54.645           -0.018917       -1.083868
54.660           -0.016709       -0.957357
54.675           -0.014498       -0.830652
54.690           -0.012283       -0.703776
54.705           -0.010066       -0.576752
54.720           -0.007847       -0.449605
54.735           -0.005626       -0.322357
54.750           -0.003404       -0.195033
54.765           -0.001181       -0.067657
54.780            0.001043        0.059746
54.795            0.003266        0.187152
54.810            0.005490        0.314536
54.825            0.007712        0.441874
54.840            0.009933        0.569140
54.855            0.012153        0.696308
54.870            0.014370        0.823355
54.885            0.016585        0.950255
54.900            0.018797        1.076981
54.915            0.021005        1.203510
54.930            0.023210        1.329815
54.945            0.025410        1.455871
54.960            0.027605        1.581653
54.975            0.029795        1.707134
54.990            0.031980        1.832291
55.005            0.034158        1.957096
55.020            0.036329        2.081524
55.035            0.038494        2.205551
55.050            0.040651        2.329151
55.065            0.042801        2.452298
55.080            0.044942        2.574967
55.095            0.047074        2.697133
55.110            0.049197        2.818771
55.125            0.051310        2.939855
55.140            0.053413        3.060361
55.155            0.055506        3.180263
55.170            0.057588        3.299538
55.185            0.059658        3.418159
55.200            0.061717        3.536103
55.215            0.063763        3.653345
55.230            0.065796        3.769860
55.245            0.067817        3.885624
55.260            0.069824        4.000613
55.275            0.071817        4.114803
55.290            0.073795        4.228170
55.305            0.075759        4.340691
55.320            0.077708        4.452341
55.335            0.079641        4.563097
55.350            0.081558        4.672936
55.365            0.083459        4.781835
55.380            0.085343        4.889770
55.395            0.087209        4.996720
55.410            0.089058        5.102661
55.425            0.090889        5.207572
55.440            0.092702        5.311429
55.455            0.094496        5.414212
55.470            0.096271        5.515898
55.485            0.098026        5.616466
55.500            0.099761        5.715895
55.515            0.101476        5.814165
55.530            0.103171        5.911254
55.545            0.104844        6.007142
55.560            0.106497        6.101809
55.575            0.108127        6.195237
55.590            0.109736        6.287404
55.605            0.111322        6.378293
55.620            0.112886        6.467885
55.635            0.114427        6.556161
55.650            0.115944        6.643104
55.665            0.117438        6.728696
55.680            0.118908        6.812920
55.695            0.120354        6.895760
55.710            0.121775        6.977199
55.725            0.123172        7.057222
55.740            0.124543        7.135814
55.755            0.125890        7.212958
55.770            0.127211        7.288643
55.785            0.128506        7.362852
55.800            0.129775        7.435574
55.815            0.131018        7.506794
55.830            0.132235        7.576501
55.845            0.133425        7.644683
55.860            0.134588        7.711329
55.875            0.135724        7.776427
55.890            0.136833        7.839968
55.905            0.137915        7.901941
55.920            0.138969        7.962338
55.935            0.139995        8.021149
55.950            0.140994        8.078366
55.965            0.141965        8.133983
55.980            0.142907        8.187990
55.995            0.143822        8.240383
56.010            0.144708        8.291154
56.025            0.145566        8.340299
56.040            0.146395        8.387811
56.055            0.147196        8.433687
56.070            0.147968        8.477922
56.085            0.148711        8.520512
56.100            0.149426        8.561455
56.115            0.150111        8.600747
56.130            0.150768        8.638386
56.145            0.151396        8.674370
56.160            0.151995        8.708699
56.175            0.152566        8.741370
56.190            0.153107        8.772383
56.205            0.153619        8.801738
56.220            0.154103        8.829435
56.235            0.154557        8.855475
56.250            0.154983        8.879857
56.265            0.155379        8.902585
56.280            0.155747        8.923658
56.295            0.156086        8.943079
56.310            0.156396        8.960849
56.325            0.156678        8.976972
56.340            0.156930        8.991449
56.355            0.157154        9.004284
56.370            0.157350        9.015480
56.385            0.157517        9.025040
56.400            0.157655        9.032968
56.415            0.157765        9.039268
56.430            0.157847        9.043943
56.445            0.157900        9.046998
56.460            0.157925        9.048438
56.475            0.157922        9.048266
56.490            0.157891        9.046489
56.505            0.157832        9.043110
56.520            0.157745        9.038135
56.535            0.157631        9.031569
56.550            0.157488        9.023419
56.565            0.157319        9.013688
56.580            0.157121        9.002384
56.595            0.156897        8.989513
56.610            0.156645        8.975079
56.625            0.156366        8.959091
56.640            0.156060        8.941553
56.655            0.155727        8.922473
56.670            0.155367        8.901858
56.685            0.154980        8.879714
56.700            0.154567        8.856049
56.715            0.154128        8.830870
56.730            0.153662        8.804184
56.745            0.153170        8.775998
56.760            0.152652        8.746322
56.775            0.152108        8.715162
56.790            0.151539        8.682527
56.805            0.150943        8.648425
56.820            0.150323        8.612865
56.835            0.149677        8.575855
56.850            0.149006        8.537405
56.865            0.148310        8.497524
56.880            0.147589        8.456220
56.895            0.146843        8.413505
56.910            0.146073        8.369387
56.925            0.145279        8.323876
56.940            0.144461        8.276984
56.955            0.143618        8.228720
56.970            0.142752        8.179095
56.985            0.141862        8.128120
57.000            0.140949        8.075807
57.015            0.140013        8.022168
57.030            0.139054        7.967213
57.045            0.138072        7.910955
57.060            0.137068        7.853407
57.075            0.136041        7.794580
57.090            0.134992        7.734488
57.105            0.133922        7.673144
57.120            0.132829        7.610561
57.135            0.131716        7.546753
57.150            0.130581        7.481734
57.165            0.129425        7.415518
57.180            0.128249        7.348120
57.195            0.127052        7.279554
57.210            0.125835        7.209835
57.225            0.124599        7.138980
57.240            0.123342        7.067002
57.255            0.122067        6.993919
57.270            0.120772        6.919747
57.285            0.119459        6.844502
57.300            0.118127        6.768200
57.315            0.116778        6.690860
57.330            0.115410        6.612498
57.345            0.114025        6.533132
57.360            0.112622        6.452780
57.375            0.111203        6.371461
57.390            0.109767        6.289193
57.405            0.108315        6.205995
57.420            0.106847        6.121886
57.435            0.105364        6.036886
57.450            0.103865        5.951015
57.465            0.102351        5.864293
57.480            0.100823        5.776740
57.495            0.099281        5.688379
57.510            0.097725        5.599228
57.525            0.096156        5.509312
57.540            0.094573        5.418650
57.555            0.092978        5.327267
57.570            0.091371        5.235183
57.585            0.089752        5.142423
57.600            0.088122        5.049009
57.615            0.086480        4.954966
57.630            0.084829        4.860318
57.645            0.083166        4.765088
57.660            0.081495        4.669302
57.675            0.079814        4.572985
57.690            0.078124        4.476164
57.705            0.076426        4.378862
57.720            0.074719        4.281108
57.735            0.073006        4.182928
57.750            0.071285        4.084349
57.765            0.069558        3.985398
57.780            0.067825        3.886104
57.795            0.066087        3.786495
57.810            0.064343        3.686599
57.825            0.062595        3.586446
57.840            0.060843        3.486064
57.855            0.059088        3.385485
57.870            0.057329        3.284737
57.885            0.055569        3.183851
57.900            0.053806        3.082858
57.915            0.052042        2.981790
57.930            0.050277        2.880677
57.945            0.048512        2.779552
57.960            0.046748        2.678446
57.975            0.044984        2.577392
57.990            0.043222        2.476422
58.005            0.041462        2.375570
58.020            0.039704        2.274868
58.035            0.037950        2.174349
58.050            0.036199        2.074048
58.065            0.034453        1.973998
58.080            0.032712        1.874232
58.095            0.030976        1.774785
58.110            0.029246        1.675691
58.125            0.027524        1.576983
58.140            0.025808        1.478697
58.155            0.024101        1.380867
58.170            0.022402        1.283526
58.185            0.020712        1.186710
58.200            0.019032        1.090453
58.215            0.017362        0.994789
58.230            0.015704        0.899752
58.245            0.014056        0.805376
58.260            0.012421        0.711695
58.275            0.010799        0.618744
58.290            0.009190        0.526556
58.305            0.007595        0.435164
58.320            0.006014        0.344602
58.335            0.004449        0.254902
58.350            0.002899        0.166098
58.365            0.001365        0.078221
58.380           -0.000152       -0.008696
58.395           -0.001651       -0.094621
58.410           -0.003133       -0.179523
58.425           -0.004597       -0.263372
