Time (s)  Flap Rotation y (radians)Flap Rotation y (degrees)
90.45              -0.0268         -1.5378
90.48              -0.0260         -1.4871
90.51              -0.0251         -1.4363
90.54              -0.0242         -1.3854
90.57              -0.0233         -1.3344
90.60              -0.0224         -1.2832
90.63              -0.0215         -1.2320
90.66              -0.0206         -1.1807
90.69              -0.0197         -1.1292
90.72              -0.0188         -1.0777
90.75              -0.0179         -1.0261
90.78              -0.0170         -0.9744
90.81              -0.0161         -0.9227
90.84              -0.0152         -0.8709
90.87              -0.0143         -0.8190
90.90              -0.0134         -0.7670
90.93              -0.0125         -0.7150
90.96              -0.0116         -0.6630
90.99              -0.0107         -0.6109
91.02              -0.0098         -0.5588
91.05              -0.0088         -0.5066
91.08              -0.0079         -0.4544
91.11              -0.0070         -0.4022
91.14              -0.0061         -0.3500
91.17              -0.0052         -0.2977
91.20              -0.0043         -0.2454
91.23              -0.0034         -0.1932
91.26              -0.0025         -0.1409
91.29              -0.0015         -0.0887
91.32              -0.0006         -0.0364
91.35               0.0003          0.0158
91.38               0.0012          0.0680
91.41               0.0021          0.1202
91.44               0.0030          0.1724
91.47               0.0039          0.2245
91.50               0.0048          0.2766
91.53               0.0057          0.3286
91.56               0.0066          0.3806
91.59               0.0075          0.4326
91.62               0.0085          0.4844
91.65               0.0094          0.5363
91.68               0.0103          0.5880
91.71               0.0112          0.6397
91.74               0.0121          0.6913
91.77               0.0130          0.7428
91.80               0.0139          0.7942
91.83               0.0148          0.8455
91.86               0.0157          0.8967
91.89               0.0165          0.9479
91.92               0.0174          0.9989
91.95               0.0183          1.0498
91.98               0.0192          1.1006
92.01               0.0201          1.1513
92.04               0.0210          1.2018
92.07               0.0219          1.2522
92.10               0.0227          1.3025
92.13               0.0236          1.3526
92.16               0.0245          1.4026
92.19               0.0253          1.4524
92.22               0.0262          1.5021
92.25               0.0271          1.5517
92.28               0.0279          1.6010
92.31               0.0288          1.6502
92.34               0.0297          1.6992
92.37               0.0305          1.7481
92.40               0.0314          1.7967
92.43               0.0322          1.8452
92.46               0.0330          1.8935
92.49               0.0339          1.9416
92.52               0.0347          1.9894
92.55               0.0356          2.0371
92.58               0.0364          2.0846
92.61               0.0372          2.1318
92.64               0.0380          2.1789
92.67               0.0388          2.2257
92.70               0.0397          2.2723
92.73               0.0405          2.3186
92.76               0.0413          2.3648
92.79               0.0421          2.4106
92.82               0.0429          2.4563
92.85               0.0437          2.5017
92.88               0.0444          2.5468
92.91               0.0452          2.5917
92.94               0.0460          2.6363
92.97               0.0468          2.6806
93.00               0.0476          2.7247
93.03               0.0483          2.7685
93.06               0.0491          2.8120
93.09               0.0498          2.8553
93.12               0.0506          2.8983
93.15               0.0513          2.9409
93.18               0.0521          2.9833
93.21               0.0528          3.0254
93.24               0.0535          3.0672
93.27               0.0543          3.1086
93.30               0.0550          3.1498
93.33               0.0557          3.1906
93.36               0.0564          3.2312
93.39               0.0571          3.2714
93.42               0.0578          3.3113
93.45               0.0585          3.3508
93.48               0.0592          3.3901
93.51               0.0598          3.4289
93.54               0.0605          3.4675
93.57               0.0612          3.5057
93.60               0.0618          3.5436
93.63               0.0625          3.5811
93.66               0.0632          3.6182
93.69               0.0638          3.6550
93.72               0.0644          3.6915
93.75               0.0651          3.7276
93.78               0.0657          3.7633
93.81               0.0663          3.7986
93.84               0.0669          3.8336
93.87               0.0675          3.8682
93.90               0.0681          3.9024
93.93               0.0687          3.9362
93.96               0.0693          3.9696
93.99               0.0699          4.0027
94.02               0.0704          4.0353
94.05               0.0710          4.0676
94.08               0.0715          4.0995
94.11               0.0721          4.1309
94.14               0.0726          4.1620
94.17               0.0732          4.1926
94.20               0.0737          4.2229
94.23               0.0742          4.2527
94.26               0.0747          4.2821
94.29               0.0752          4.3111
94.32               0.0757          4.3396
94.35               0.0762          4.3678
94.38               0.0767          4.3955
94.41               0.0772          4.4228
94.44               0.0777          4.4497
94.47               0.0781          4.4761
94.50               0.0786          4.5021
94.53               0.0790          4.5276
94.56               0.0795          4.5527
94.59               0.0799          4.5774
94.62               0.0803          4.6016
94.65               0.0807          4.6254
94.68               0.0811          4.6487
94.71               0.0815          4.6716
94.74               0.0819          4.6940
94.77               0.0823          4.7160
94.80               0.0827          4.7375
94.83               0.0831          4.7585
94.86               0.0834          4.7791
94.89               0.0838          4.7992
94.92               0.0841          4.8188
94.95               0.0844          4.8380
94.98               0.0848          4.8567
95.01               0.0851          4.8750
95.04               0.0854          4.8928
95.07               0.0857          4.9101
95.10               0.0860          4.9269
95.13               0.0863          4.9432
95.16               0.0866          4.9591
95.19               0.0868          4.9745
95.22               0.0871          4.9894
95.25               0.0873          5.0038
95.28               0.0876          5.0178
95.31               0.0878          5.0312
95.34               0.0880          5.0442
95.37               0.0883          5.0567
95.40               0.0885          5.0687
95.43               0.0887          5.0802
95.46               0.0889          5.0912
95.49               0.0890          5.1017
95.52               0.0892          5.1118
95.55               0.0894          5.1213
95.58               0.0895          5.1303
95.61               0.0897          5.1389
95.64               0.0898          5.1470
95.67               0.0900          5.1545
95.70               0.0901          5.1616
95.73               0.0902          5.1682
95.76               0.0903          5.1742
95.79               0.0904          5.1798
95.82               0.0905          5.1849
95.85               0.0906          5.1895
95.88               0.0906          5.1936
95.91               0.0907          5.1972
95.94               0.0908          5.2003
95.97               0.0908          5.2029
96.00               0.0908          5.2050
96.03               0.0909          5.2065
96.06               0.0909          5.2076
96.09               0.0909          5.2082
96.12               0.0909          5.2083
96.15               0.0909          5.2079
96.18               0.0909          5.2070
96.21               0.0909          5.2057
96.24               0.0908          5.2038
96.27               0.0908          5.2014
96.30               0.0907          5.1985
96.33               0.0907          5.1951
96.36               0.0906          5.1912
96.39               0.0905          5.1869
96.42               0.0904          5.1820
96.45               0.0903          5.1766
96.48               0.0902          5.1708
96.51               0.0901          5.1644
96.54               0.0900          5.1576
96.57               0.0899          5.1503
96.60               0.0898          5.1425
96.63               0.0896          5.1342
96.66               0.0895          5.1254
96.69               0.0893          5.1161
96.72               0.0891          5.1063
96.75               0.0889          5.0961
96.78               0.0888          5.0853
96.81               0.0886          5.0741
96.84               0.0884          5.0624
96.87               0.0881          5.0503
96.90               0.0879          5.0376
96.93               0.0877          5.0245
96.96               0.0875          5.0109
96.99               0.0872          4.9968
97.02               0.0870          4.9823
97.05               0.0867          4.9672
97.08               0.0864          4.9517
97.11               0.0861          4.9358
97.14               0.0859          4.9194
97.17               0.0856          4.9025
97.20               0.0853          4.8851
97.23               0.0850          4.8673
97.26               0.0846          4.8491
97.29               0.0843          4.8304
97.32               0.0840          4.8112
97.35               0.0836          4.7916
97.38               0.0833          4.7715
97.41               0.0829          4.7510
97.44               0.0826          4.7300
97.47               0.0822          4.7086
97.50               0.0818          4.6867
97.53               0.0814          4.6644
97.56               0.0810          4.6417
97.59               0.0806          4.6186
97.62               0.0802          4.5950
97.65               0.0798          4.5709
97.68               0.0794          4.5465
97.71               0.0789          4.5216
97.74               0.0785          4.4963
97.77               0.0780          4.4706
97.80               0.0776          4.4445
97.83               0.0771          4.4179
97.86               0.0766          4.3910
97.89               0.0762          4.3636
97.92               0.0757          4.3359
97.95               0.0752          4.3077
97.98               0.0747          4.2791
98.01               0.0742          4.2502
98.04               0.0737          4.2208
98.07               0.0731          4.1910
98.10               0.0726          4.1609
98.13               0.0721          4.1304
98.16               0.0715          4.0995
98.19               0.0710          4.0682
98.22               0.0705          4.0365
98.25               0.0699          4.0045
98.28               0.0693          3.9721
98.31               0.0688          3.9394
98.34               0.0682          3.9062
98.37               0.0676          3.8727
98.40               0.0670          3.8389
98.43               0.0664          3.8047
98.46               0.0658          3.7702
98.49               0.0652          3.7353
98.52               0.0646          3.7000
98.55               0.0640          3.6645
98.58               0.0633          3.6286
98.61               0.0627          3.5923
98.64               0.0621          3.5558
98.67               0.0614          3.5189
98.70               0.0608          3.4817
98.73               0.0601          3.4442
98.76               0.0595          3.4063
98.79               0.0588          3.3682
98.82               0.0581          3.3297
98.85               0.0574          3.2910
98.88               0.0568          3.2519
98.91               0.0561          3.2126
98.94               0.0554          3.1730
98.97               0.0547          3.1331
99.00               0.0540          3.0928
99.03               0.0533          3.0524
99.06               0.0526          3.0116
99.09               0.0518          2.9706
99.12               0.0511          2.9293
99.15               0.0504          2.8877
99.18               0.0497          2.8459
99.21               0.0489          2.8039
99.24               0.0482          2.7616
99.27               0.0475          2.7190
99.30               0.0467          2.6762
99.33               0.0460          2.6331
99.36               0.0452          2.5899
99.39               0.0444          2.5464
99.42               0.0437          2.5026
99.45               0.0429          2.4587
99.48               0.0421          2.4145
99.51               0.0414          2.3701
99.54               0.0406          2.3256
99.57               0.0398          2.2808
99.60               0.0390          2.2358
99.63               0.0382          2.1906
99.66               0.0374          2.1452
99.69               0.0366          2.0996
99.72               0.0358          2.0539
99.75               0.0350          2.0080
99.78               0.0342          1.9619
99.81               0.0334          1.9156
99.84               0.0326          1.8692
99.87               0.0318          1.8226
99.90               0.0310          1.7759
99.93               0.0302          1.7290
99.96               0.0294          1.6819
99.99               0.0285          1.6347
100.02              0.0277          1.5874
100.05              0.0269          1.5400
100.08              0.0260          1.4924
100.11              0.0252          1.4447
100.14              0.0244          1.3969
100.17              0.0235          1.3489
100.20              0.0227          1.3009
100.23              0.0219          1.2527
100.26              0.0210          1.2045
100.29              0.0202          1.1561
100.32              0.0193          1.1077
100.35              0.0185          1.0591
100.38              0.0176          1.0105
100.41              0.0168          0.9618
100.44              0.0159          0.9131
100.47              0.0151          0.8642
100.50              0.0142          0.8153
100.53              0.0134          0.7664
100.56              0.0125          0.7173
100.59              0.0117          0.6683
100.62              0.0108          0.6192
100.65              0.0099          0.5700
100.68              0.0091          0.5208
100.71              0.0082          0.4716
100.74              0.0074          0.4224
100.77              0.0065          0.3731
100.80              0.0057          0.3238
100.83              0.0048          0.2745
100.86              0.0039          0.2252
100.89              0.0031          0.1759
100.92              0.0022          0.1266
100.95              0.0013          0.0773
100.98              0.0005          0.0280
101.01             -0.0004         -0.0213
101.04             -0.0012         -0.0705
101.07             -0.0021         -0.1198
101.10             -0.0029         -0.1690
101.13             -0.0038         -0.2181
101.16             -0.0047         -0.2673
101.19             -0.0055         -0.3164
101.22             -0.0064         -0.3654
101.25             -0.0072         -0.4144
101.28             -0.0081         -0.4634
101.31             -0.0089         -0.5122
101.34             -0.0098         -0.5610
101.37             -0.0106         -0.6098
101.40             -0.0115         -0.6584
101.43             -0.0123         -0.7070
101.46             -0.0132         -0.7555
101.49             -0.0140         -0.8039
101.52             -0.0149         -0.8523
101.55             -0.0157         -0.9005
101.58             -0.0166         -0.9486
101.61             -0.0174         -0.9966
101.64             -0.0182         -1.0445
101.67             -0.0191         -1.0923
101.70             -0.0199         -1.1400
101.73             -0.0207         -1.1875
101.76             -0.0216         -1.2349
101.79             -0.0224         -1.2822
101.82             -0.0232         -1.3294
101.85             -0.0240         -1.3764
101.88             -0.0248         -1.4232
101.91             -0.0257         -1.4699
101.94             -0.0265         -1.5165
101.97             -0.0273         -1.5629
102.00             -0.0281         -1.6091
102.03             -0.0289         -1.6551
102.06             -0.0297         -1.7010
102.09             -0.0305         -1.7467
102.12             -0.0313         -1.7922
102.15             -0.0321         -1.8376
102.18             -0.0329         -1.8827
102.21             -0.0336         -1.9277
102.24             -0.0344         -1.9724
102.27             -0.0352         -2.0170
102.30             -0.0360         -2.0613
102.33             -0.0367         -2.1055
102.36             -0.0375         -2.1494
102.39             -0.0383         -2.1931
102.42             -0.0390         -2.2366
102.45             -0.0398         -2.2798
102.48             -0.0405         -2.3229
102.51             -0.0413         -2.3657
102.54             -0.0420         -2.4082
102.57             -0.0428         -2.4505
102.60             -0.0435         -2.4926
102.63             -0.0442         -2.5344
102.66             -0.0450         -2.5759
102.69             -0.0457         -2.6172
102.72             -0.0464         -2.6582
102.75             -0.0471         -2.6990
102.78             -0.0478         -2.7395
102.81             -0.0485         -2.7797
102.84             -0.0492         -2.8197
102.87             -0.0499         -2.8593
102.90             -0.0506         -2.8987
102.93             -0.0513         -2.9378
102.96             -0.0520         -2.9766
102.99             -0.0526         -3.0151
103.02             -0.0533         -3.0533
103.05             -0.0540         -3.0912
103.08             -0.0546         -3.1288
103.11             -0.0553         -3.1661
103.14             -0.0559         -3.2030
103.17             -0.0565         -3.2397
103.20             -0.0572         -3.2760
103.23             -0.0578         -3.3120
103.26             -0.0584         -3.3477
103.29             -0.0590         -3.3830
103.32             -0.0597         -3.4180
103.35             -0.0603         -3.4527
103.38             -0.0609         -3.4870
103.41             -0.0615         -3.5210
103.44             -0.0620         -3.5547
103.47             -0.0626         -3.5880
103.50             -0.0632         -3.6209
103.53             -0.0638         -3.6535
103.56             -0.0643         -3.6857
103.59             -0.0649         -3.7176
103.62             -0.0654         -3.7491
103.65             -0.0660         -3.7802
103.68             -0.0665         -3.8110
103.71             -0.0670         -3.8414
103.74             -0.0676         -3.8714
103.77             -0.0681         -3.9010
103.80             -0.0686         -3.9303
103.83             -0.0691         -3.9591
103.86             -0.0696         -3.9876
103.89             -0.0701         -4.0157
103.92             -0.0706         -4.0434
103.95             -0.0710         -4.0707
103.98             -0.0715         -4.0976
104.01             -0.0720         -4.1241
104.04             -0.0724         -4.1502
104.07             -0.0729         -4.1759
104.10             -0.0733         -4.2012
104.13             -0.0738         -4.2261
104.16             -0.0742         -4.2506
104.19             -0.0746         -4.2746
104.22             -0.0750         -4.2983
104.25             -0.0754         -4.3215
104.28             -0.0758         -4.3443
104.31             -0.0762         -4.3667
104.34             -0.0766         -4.3886
104.37             -0.0770         -4.4101
104.40             -0.0773         -4.4312
104.43             -0.0777         -4.4519
104.46             -0.0781         -4.4721
104.49             -0.0784         -4.4920
104.52             -0.0787         -4.5113
104.55             -0.0791         -4.5303
104.58             -0.0794         -4.5487
104.61             -0.0797         -4.5668
104.64             -0.0800         -4.5844
104.67             -0.0803         -4.6016
104.70             -0.0806         -4.6183
104.73             -0.0809         -4.6346
104.76             -0.0812         -4.6504
104.79             -0.0814         -4.6658
104.82             -0.0817         -4.6807
104.85             -0.0819         -4.6952
104.88             -0.0822         -4.7092
104.91             -0.0824         -4.7227
104.94             -0.0827         -4.7359
104.97             -0.0829         -4.7485
105.00             -0.0831         -4.7607
105.03             -0.0833         -4.7724
105.06             -0.0835         -4.7837
105.09             -0.0837         -4.7945
105.12             -0.0839         -4.8049
105.15             -0.0840         -4.8148
105.18             -0.0842         -4.8242
105.21             -0.0844         -4.8331
105.24             -0.0845         -4.8416
105.27             -0.0846         -4.8497
105.30             -0.0848         -4.8572
105.33             -0.0849         -4.8643
105.36             -0.0850         -4.8710
105.39             -0.0851         -4.8771
105.42             -0.0852         -4.8828
105.45             -0.0853         -4.8880
105.48             -0.0854         -4.8928
105.51             -0.0855         -4.8971
105.54             -0.0855         -4.9009
105.57             -0.0856         -4.9043
105.60             -0.0856         -4.9071
105.63             -0.0857         -4.9096
105.66             -0.0857         -4.9115
105.69             -0.0857         -4.9130
105.72             -0.0858         -4.9140
105.75             -0.0858         -4.9145
105.78             -0.0858         -4.9145
105.81             -0.0858         -4.9141
105.84             -0.0858         -4.9133
105.87             -0.0857         -4.9119
105.90             -0.0857         -4.9101
105.93             -0.0857         -4.9078
105.96             -0.0856         -4.9051
105.99             -0.0856         -4.9018
106.02             -0.0855         -4.8981
106.05             -0.0854         -4.8940
106.08             -0.0853         -4.8894
106.11             -0.0852         -4.8843
106.14             -0.0852         -4.8787
106.17             -0.0850         -4.8727
106.20             -0.0849         -4.8662
106.23             -0.0848         -4.8593
106.26             -0.0847         -4.8519
106.29             -0.0845         -4.8440
106.32             -0.0844         -4.8357
106.35             -0.0842         -4.8269
106.38             -0.0841         -4.8177
106.41             -0.0839         -4.8080
106.44             -0.0837         -4.7979
106.47             -0.0836         -4.7873
106.50             -0.0834         -4.7762
106.53             -0.0832         -4.7647
106.56             -0.0830         -4.7527
106.59             -0.0827         -4.7403
106.62             -0.0825         -4.7275
106.65             -0.0823         -4.7142
106.68             -0.0820         -4.7004
106.71             -0.0818         -4.6862
106.74             -0.0815         -4.6716
106.77             -0.0813         -4.6565
106.80             -0.0810         -4.6410
106.83             -0.0807         -4.6251
106.86             -0.0804         -4.6087
106.89             -0.0801         -4.5919
106.92             -0.0798         -4.5746
106.95             -0.0795         -4.5569
106.98             -0.0792         -4.5388
107.01             -0.0789         -4.5203
107.04             -0.0786         -4.5013
107.07             -0.0782         -4.4820
107.10             -0.0779         -4.4622
107.13             -0.0775         -4.4420
107.16             -0.0772         -4.4213
107.19             -0.0768         -4.4003
107.22             -0.0764         -4.3788
107.25             -0.0760         -4.3570
107.28             -0.0757         -4.3347
107.31             -0.0753         -4.3120
107.34             -0.0749         -4.2889
107.37             -0.0744         -4.2654
107.40             -0.0740         -4.2416
107.43             -0.0736         -4.2173
107.46             -0.0732         -4.1926
107.49             -0.0727         -4.1676
107.52             -0.0723         -4.1421
107.55             -0.0718         -4.1163
107.58             -0.0714         -4.0901
107.61             -0.0709         -4.0635
107.64             -0.0705         -4.0365
107.67             -0.0700         -4.0092
107.70             -0.0695         -3.9815
107.73             -0.0690         -3.9534
107.76             -0.0685         -3.9250
107.79             -0.0680         -3.8962
107.82             -0.0675         -3.8670
107.85             -0.0670         -3.8375
107.88             -0.0665         -3.8076
107.91             -0.0659         -3.7774
107.94             -0.0654         -3.7468
107.97             -0.0649         -3.7159
108.00             -0.0643         -3.6846
108.03             -0.0638         -3.6530
108.06             -0.0632         -3.6211
108.09             -0.0626         -3.5888
108.12             -0.0621         -3.5562
108.15             -0.0615         -3.5233
108.18             -0.0609         -3.4900
108.21             -0.0603         -3.4565
108.24             -0.0597         -3.4226
108.27             -0.0591         -3.3884
108.30             -0.0585         -3.3539
108.33             -0.0579         -3.3191
108.36             -0.0573         -3.2840
108.39             -0.0567         -3.2486
108.42             -0.0561         -3.2129
108.45             -0.0554         -3.1769
108.48             -0.0548         -3.1406
108.51             -0.0542         -3.1040
108.54             -0.0535         -3.0672
108.57             -0.0529         -3.0301
108.60             -0.0522         -2.9927
108.63             -0.0516         -2.9550
108.66             -0.0509         -2.9171
108.69             -0.0502         -2.8789
108.72             -0.0496         -2.8404
108.75             -0.0489         -2.8017
108.78             -0.0482         -2.7627
108.81             -0.0475         -2.7235
108.84             -0.0468         -2.6841
108.87             -0.0462         -2.6444
108.90             -0.0455         -2.6044
108.93             -0.0448         -2.5643
108.96             -0.0441         -2.5239
108.99             -0.0433         -2.4833
109.02             -0.0426         -2.4424
109.05             -0.0419         -2.4014
109.08             -0.0412         -2.3601
109.11             -0.0405         -2.3187
109.14             -0.0397         -2.2770
109.17             -0.0390         -2.2351
109.20             -0.0383         -2.1930
109.23             -0.0375         -2.1508
109.26             -0.0368         -2.1083
109.29             -0.0361         -2.0657
109.32             -0.0353         -2.0229
109.35             -0.0346         -1.9799
109.38             -0.0338         -1.9367
109.41             -0.0330         -1.8934
109.44             -0.0323         -1.8499
109.47             -0.0315         -1.8062
109.50             -0.0308         -1.7624
109.53             -0.0300         -1.7185
109.56             -0.0292         -1.6744
109.59             -0.0285         -1.6301
109.62             -0.0277         -1.5857
109.65             -0.0269         -1.5412
109.68             -0.0261         -1.4966
109.71             -0.0253         -1.4518
109.74             -0.0246         -1.4069
109.77             -0.0238         -1.3619
109.80             -0.0230         -1.3167
109.83             -0.0222         -1.2715
109.86             -0.0214         -1.2262
109.89             -0.0206         -1.1807
109.92             -0.0198         -1.1352
109.95             -0.0190         -1.0896
109.98             -0.0182         -1.0439
110.01             -0.0174         -0.9981
110.04             -0.0166         -0.9522
110.07             -0.0158         -0.9063
110.10             -0.0150         -0.8602
110.13             -0.0142         -0.8142
110.16             -0.0134         -0.7680
110.19             -0.0126         -0.7218
110.22             -0.0118         -0.6756
110.25             -0.0110         -0.6293
110.28             -0.0102         -0.5830
110.31             -0.0094         -0.5366
110.34             -0.0086         -0.4902
110.37             -0.0077         -0.4437
110.40             -0.0069         -0.3973
110.43             -0.0061         -0.3508
110.46             -0.0053         -0.3043
110.49             -0.0045         -0.2578
110.52             -0.0037         -0.2113
110.55             -0.0029         -0.1647
110.58             -0.0021         -0.1182
110.61             -0.0013         -0.0717
110.64             -0.0004         -0.0252
110.67              0.0004          0.0213
110.70              0.0012          0.0678
110.73              0.0020          0.1142
110.76              0.0028          0.1607
110.79              0.0036          0.2071
110.82              0.0044          0.2534
110.85              0.0052          0.2997
110.88              0.0060          0.3460
110.91              0.0068          0.3922
110.94              0.0077          0.4384
110.97              0.0085          0.4845
111.00              0.0093          0.5306
111.03              0.0101          0.5766
111.06              0.0109          0.6225
111.09              0.0117          0.6683
111.12              0.0125          0.7141
111.15              0.0133          0.7597
111.18              0.0141          0.8053
111.21              0.0148          0.8508
111.24              0.0156          0.8962
111.27              0.0164          0.9415
111.30              0.0172          0.9867
111.33              0.0180          1.0318
111.36              0.0188          1.0768
111.39              0.0196          1.1216
111.42              0.0204          1.1664
111.45              0.0211          1.2110
111.48              0.0219          1.2554
111.51              0.0227          1.2998
111.54              0.0235          1.3440
111.57              0.0242          1.3880
111.60              0.0250          1.4320
111.63              0.0258          1.4757
111.66              0.0265          1.5193
111.69              0.0273          1.5628
111.72              0.0280          1.6061
111.75              0.0288          1.6492
111.78              0.0295          1.6921
111.81              0.0303          1.7349
111.84              0.0310          1.7775
111.87              0.0318          1.8199
111.90              0.0325          1.8621
111.93              0.0332          1.9041
111.96              0.0340          1.9460
111.99              0.0347          1.9876
112.02              0.0354          2.0290
112.05              0.0361          2.0703
112.08              0.0368          2.1113
112.11              0.0376          2.1521
112.14              0.0383          2.1927
112.17              0.0390          2.2330
112.20              0.0397          2.2732
112.23              0.0404          2.3131
112.26              0.0411          2.3528
112.29              0.0418          2.3922
112.32              0.0424          2.4314
112.35              0.0431          2.4703
112.38              0.0438          2.5090
112.41              0.0445          2.5475
112.44              0.0451          2.5857
112.47              0.0458          2.6236
112.50              0.0464          2.6613
112.53              0.0471          2.6987
112.56              0.0477          2.7359
112.59              0.0484          2.7727
112.62              0.0490          2.8093
112.65              0.0497          2.8456
112.68              0.0503          2.8817
112.71              0.0509          2.9174
112.74              0.0515          2.9529
112.77              0.0522          2.9880
112.80              0.0528          3.0229
112.83              0.0534          3.0575
112.86              0.0540          3.0917
112.89              0.0546          3.1257
112.92              0.0551          3.1594
112.95              0.0557          3.1927
112.98              0.0563          3.2257
113.01              0.0569          3.2584
113.04              0.0574          3.2908
113.07              0.0580          3.3229
113.10              0.0585          3.3546
113.13              0.0591          3.3860
113.16              0.0596          3.4171
113.19              0.0602          3.4478
113.22              0.0607          3.4782
113.25              0.0612          3.5083
113.28              0.0617          3.5380
113.31              0.0623          3.5673
113.34              0.0628          3.5964
113.37              0.0633          3.6250
113.40              0.0638          3.6533
113.43              0.0643          3.6813
113.46              0.0647          3.7089
113.49              0.0652          3.7361
113.52              0.0657          3.7630
113.55              0.0661          3.7895
113.58              0.0666          3.8156
113.61              0.0670          3.8413
113.64              0.0675          3.8667
113.67              0.0679          3.8917
113.70              0.0684          3.9163
113.73              0.0688          3.9406
113.76              0.0692          3.9644
113.79              0.0696          3.9879
113.82              0.0700          4.0110
113.85              0.0704          4.0337
113.88              0.0708          4.0560
113.91              0.0712          4.0779
113.94              0.0715          4.0994
113.97              0.0719          4.1205
114.00              0.0723          4.1412
114.03              0.0726          4.1615
114.06              0.0730          4.1814
114.09              0.0733          4.2009
114.12              0.0737          4.2200
114.15              0.0740          4.2387
114.18              0.0743          4.2569
114.21              0.0746          4.2748
114.24              0.0749          4.2922
114.27              0.0752          4.3093
114.30              0.0755          4.3259
114.33              0.0758          4.3421
114.36              0.0761          4.3578
114.39              0.0763          4.3732
114.42              0.0766          4.3881
114.45              0.0768          4.4026
114.48              0.0771          4.4167
114.51              0.0773          4.4304
114.54              0.0776          4.4436
114.57              0.0778          4.4564
114.60              0.0780          4.4688
114.63              0.0782          4.4807
114.66              0.0784          4.4922
114.69              0.0786          4.5033
114.72              0.0788          4.5139
114.75              0.0790          4.5241
114.78              0.0791          4.5339
114.81              0.0793          4.5432
114.84              0.0794          4.5521
114.87              0.0796          4.5606
114.90              0.0797          4.5686
114.93              0.0799          4.5762
114.96              0.0800          4.5833
114.99              0.0801          4.5900
115.02              0.0802          4.5963
115.05              0.0803          4.6021
115.08              0.0804          4.6075
115.11              0.0805          4.6124
115.14              0.0806          4.6169
115.17              0.0807          4.6210
115.20              0.0807          4.6246
115.23              0.0808          4.6277
115.26              0.0808          4.6305
115.29              0.0809          4.6327
115.32              0.0809          4.6346
115.35              0.0809          4.6360
115.38              0.0809          4.6369
115.41              0.0809          4.6374
115.44              0.0809          4.6375
115.47              0.0809          4.6371
115.50              0.0809          4.6363
115.53              0.0809          4.6351
115.56              0.0809          4.6334
115.59              0.0808          4.6312
115.62              0.0808          4.6286
115.65              0.0807          4.6256
115.68              0.0807          4.6221
115.71              0.0806          4.6182
115.74              0.0805          4.6139
115.77              0.0804          4.6091
115.80              0.0804          4.6039
115.83              0.0803          4.5982
115.86              0.0801          4.5921
115.89              0.0800          4.5856
115.92              0.0799          4.5786
115.95              0.0798          4.5712
115.98              0.0796          4.5634
116.01              0.0795          4.5551
116.04              0.0793          4.5464
116.07              0.0792          4.5373
116.10              0.0790          4.5277
116.13              0.0788          4.5177
116.16              0.0787          4.5073
116.19              0.0785          4.4965
116.22              0.0783          4.4852
116.25              0.0781          4.4735
116.28              0.0779          4.4614
116.31              0.0776          4.4489
116.34              0.0774          4.4359
116.37              0.0772          4.4226
116.40              0.0769          4.4088
116.43              0.0767          4.3946
116.46              0.0764          4.3800
116.49              0.0762          4.3649
116.52              0.0759          4.3495
116.55              0.0756          4.3336
116.58              0.0754          4.3174
116.61              0.0751          4.3007
116.64              0.0748          4.2837
116.67              0.0745          4.2662
116.70              0.0741          4.2483
116.73              0.0738          4.2301
116.76              0.0735          4.2114
116.79              0.0732          4.1924
116.82              0.0728          4.1729
116.85              0.0725          4.1531
116.88              0.0721          4.1329
116.91              0.0718          4.1123
116.94              0.0714          4.0913
116.97              0.0710          4.0699
117.00              0.0707          4.0481
117.03              0.0703          4.0260
117.06              0.0699          4.0035
117.09              0.0695          3.9806
117.12              0.0691          3.9574
117.15              0.0687          3.9337
117.18              0.0682          3.9098
117.21              0.0678          3.8854
117.24              0.0674          3.8607
117.27              0.0669          3.8356
117.30              0.0665          3.8102
117.33              0.0661          3.7845
117.36              0.0656          3.7583
117.39              0.0651          3.7319
117.42              0.0647          3.7050
117.45              0.0642          3.6779
117.48              0.0637          3.6504
117.51              0.0632          3.6226
117.54              0.0627          3.5944
117.57              0.0622          3.5659
117.60              0.0617          3.5371
117.63              0.0612          3.5079
117.66              0.0607          3.4784
117.69              0.0602          3.4486
117.72              0.0597          3.4185
117.75              0.0591          3.3881
117.78              0.0586          3.3574
117.81              0.0581          3.3263
117.84              0.0575          3.2950
117.87              0.0570          3.2633
117.90              0.0564          3.2314
117.93              0.0558          3.1991
117.96              0.0553          3.1666
117.99              0.0547          3.1338
118.02              0.0541          3.1007
118.05              0.0535          3.0673
118.08              0.0529          3.0336
118.11              0.0524          2.9997
118.14              0.0518          2.9655
118.17              0.0512          2.9310
118.20              0.0505          2.8962
118.23              0.0499          2.8612
118.26              0.0493          2.8259
118.29              0.0487          2.7904
118.32              0.0481          2.7546
118.35              0.0474          2.7186
118.38              0.0468          2.6824
118.41              0.0462          2.6458
118.44              0.0455          2.6091
118.47              0.0449          2.5721
118.50              0.0442          2.5349
118.53              0.0436          2.4975
118.56              0.0429          2.4598
118.59              0.0423          2.4219
118.62              0.0416          2.3838
118.65              0.0409          2.3455
118.68              0.0403          2.3070
118.71              0.0396          2.2683
118.74              0.0389          2.2294
118.77              0.0382          2.1903
118.80              0.0375          2.1510
118.83              0.0369          2.1115
