Time (s)  Flap Rotation y (radians)Flap Rotation y (degrees)
172.20              0.0526          3.0126
172.23              0.0528          3.0251
172.26              0.0530          3.0373
172.29              0.0532          3.0492
172.32              0.0534          3.0608
172.35              0.0536          3.0720
172.38              0.0538          3.0830
172.41              0.0540          3.0937
172.44              0.0542          3.1041
172.47              0.0544          3.1142
172.50              0.0545          3.1240
172.53              0.0547          3.1335
172.56              0.0549          3.1427
172.59              0.0550          3.1516
172.62              0.0552          3.1602
172.65              0.0553          3.1685
172.68              0.0554          3.1765
172.71              0.0556          3.1842
172.74              0.0557          3.1916
172.77              0.0558          3.1986
172.80              0.0559          3.2054
172.83              0.0561          3.2119
172.86              0.0562          3.2180
172.89              0.0563          3.2238
172.92              0.0564          3.2294
172.95              0.0565          3.2346
172.98              0.0565          3.2395
173.01              0.0566          3.2441
173.04              0.0567          3.2484
173.07              0.0568          3.2524
173.10              0.0568          3.2561
173.13              0.0569          3.2594
173.16              0.0569          3.2625
173.19              0.0570          3.2652
173.22              0.0570          3.2676
173.25              0.0571          3.2698
173.28              0.0571          3.2716
173.31              0.0571          3.2731
173.34              0.0571          3.2742
173.37              0.0572          3.2751
173.40              0.0572          3.2757
173.43              0.0572          3.2759
173.46              0.0572          3.2758
173.49              0.0572          3.2755
173.52              0.0572          3.2748
173.55              0.0571          3.2738
173.58              0.0571          3.2725
173.61              0.0571          3.2708
173.64              0.0571          3.2689
173.67              0.0570          3.2667
173.70              0.0570          3.2641
173.73              0.0569          3.2613
173.76              0.0569          3.2581
173.79              0.0568          3.2546
173.82              0.0567          3.2508
173.85              0.0567          3.2467
173.88              0.0566          3.2423
173.91              0.0565          3.2376
173.94              0.0564          3.2326
173.97              0.0563          3.2273
174.00              0.0562          3.2217
174.03              0.0561          3.2157
174.06              0.0560          3.2095
174.09              0.0559          3.2030
174.12              0.0558          3.1961
174.15              0.0557          3.1890
174.18              0.0555          3.1815
174.21              0.0554          3.1738
174.24              0.0553          3.1658
174.27              0.0551          3.1574
174.30              0.0550          3.1488
174.33              0.0548          3.1399
174.36              0.0546          3.1306
174.39              0.0545          3.1211
174.42              0.0543          3.1113
174.45              0.0541          3.1012
174.48              0.0539          3.0908
174.51              0.0538          3.0801
174.54              0.0536          3.0692
174.57              0.0534          3.0579
174.60              0.0532          3.0464
174.63              0.0530          3.0345
174.66              0.0528          3.0224
174.69              0.0525          3.0100
174.72              0.0523          2.9973
174.75              0.0521          2.9844
174.78              0.0519          2.9711
174.81              0.0516          2.9576
174.84              0.0514          2.9438
174.87              0.0511          2.9297
174.90              0.0509          2.9154
174.93              0.0506          2.9008
174.96              0.0504          2.8859
174.99              0.0501          2.8708
175.02              0.0498          2.8553
175.05              0.0496          2.8397
175.08              0.0493          2.8237
175.11              0.0490          2.8075
175.14              0.0487          2.7910
175.17              0.0484          2.7743
175.20              0.0481          2.7573
175.23              0.0478          2.7401
175.26              0.0475          2.7226
175.29              0.0472          2.7048
175.32              0.0469          2.6868
175.35              0.0466          2.6686
175.38              0.0463          2.6501
175.41              0.0459          2.6313
175.44              0.0456          2.6124
175.47              0.0453          2.5931
175.50              0.0449          2.5737
175.53              0.0446          2.5540
175.56              0.0442          2.5340
175.59              0.0439          2.5139
175.62              0.0435          2.4935
175.65              0.0432          2.4729
175.68              0.0428          2.4520
175.71              0.0424          2.4309
175.74              0.0421          2.4096
175.77              0.0417          2.3881
175.80              0.0413          2.3664
175.83              0.0409          2.3444
175.86              0.0405          2.3222
175.89              0.0401          2.2998
175.92              0.0397          2.2772
175.95              0.0393          2.2544
175.98              0.0389          2.2314
176.01              0.0385          2.2082
176.04              0.0381          2.1848
176.07              0.0377          2.1612
176.10              0.0373          2.1374
176.13              0.0369          2.1134
176.16              0.0365          2.0892
176.19              0.0360          2.0648
176.22              0.0356          2.0403
176.25              0.0352          2.0155
176.28              0.0347          1.9906
176.31              0.0343          1.9655
176.34              0.0339          1.9402
176.37              0.0334          1.9147
176.40              0.0330          1.8891
176.43              0.0325          1.8632
176.46              0.0321          1.8373
176.49              0.0316          1.8111
176.52              0.0312          1.7848
176.55              0.0307          1.7584
176.58              0.0302          1.7318
176.61              0.0298          1.7050
176.64              0.0293          1.6781
176.67              0.0288          1.6510
176.70              0.0283          1.6238
176.73              0.0279          1.5964
176.76              0.0274          1.5689
176.79              0.0269          1.5412
176.82              0.0264          1.5135
176.85              0.0259          1.4855
176.88              0.0254          1.4575
176.91              0.0249          1.4293
176.94              0.0245          1.4010
176.97              0.0240          1.3726
177.00              0.0235          1.3441
177.03              0.0230          1.3154
177.06              0.0225          1.2866
177.09              0.0220          1.2578
177.12              0.0214          1.2288
177.15              0.0209          1.1997
177.18              0.0204          1.1705
177.21              0.0199          1.1412
177.24              0.0194          1.1118
177.27              0.0189          1.0823
177.30              0.0184          1.0527
177.33              0.0179          1.0230
177.36              0.0173          0.9933
177.39              0.0168          0.9634
177.42              0.0163          0.9335
177.45              0.0158          0.9035
177.48              0.0152          0.8734
177.51              0.0147          0.8433
177.54              0.0142          0.8131
177.57              0.0137          0.7828
177.60              0.0131          0.7524
177.63              0.0126          0.7220
177.66              0.0121          0.6916
177.69              0.0115          0.6610
177.72              0.0110          0.6305
177.75              0.0105          0.5999
177.78              0.0099          0.5692
177.81              0.0094          0.5385
177.84              0.0089          0.5077
177.87              0.0083          0.4770
177.90              0.0078          0.4461
177.93              0.0072          0.4153
177.96              0.0067          0.3844
177.99              0.0062          0.3535
178.02              0.0056          0.3226
178.05              0.0051          0.2916
178.08              0.0045          0.2607
178.11              0.0040          0.2297
178.14              0.0035          0.1987
178.17              0.0029          0.1677
178.20              0.0024          0.1367
178.23              0.0018          0.1057
178.26              0.0013          0.0747
178.29              0.0008          0.0437
178.32              0.0002          0.0127
178.35             -0.0003         -0.0182
178.38             -0.0009         -0.0492
178.41             -0.0014         -0.0801
178.44             -0.0019         -0.1111
178.47             -0.0025         -0.1420
178.50             -0.0030         -0.1729
178.53             -0.0036         -0.2037
178.56             -0.0041         -0.2346
178.59             -0.0046         -0.2654
178.62             -0.0052         -0.2961
178.65             -0.0057         -0.3268
178.68             -0.0062         -0.3575
178.71             -0.0068         -0.3881
178.74             -0.0073         -0.4187
178.77             -0.0078         -0.4493
178.80             -0.0084         -0.4797
178.83             -0.0089         -0.5102
178.86             -0.0094         -0.5405
178.89             -0.0100         -0.5708
178.92             -0.0105         -0.6011
178.95             -0.0110         -0.6312
178.98             -0.0115         -0.6614
179.01             -0.0121         -0.6914
179.04             -0.0126         -0.7213
179.07             -0.0131         -0.7512
179.10             -0.0136         -0.7810
179.13             -0.0141         -0.8107
179.16             -0.0147         -0.8403
179.19             -0.0152         -0.8698
179.22             -0.0157         -0.8993
179.25             -0.0162         -0.9286
179.28             -0.0167         -0.9579
179.31             -0.0172         -0.9870
179.34             -0.0177         -1.0160
179.37             -0.0182         -1.0450
179.40             -0.0187         -1.0738
179.43             -0.0192         -1.1025
179.46             -0.0197         -1.1311
179.49             -0.0202         -1.1596
179.52             -0.0207         -1.1879
179.55             -0.0212         -1.2162
179.58             -0.0217         -1.2443
179.61             -0.0222         -1.2723
179.64             -0.0227         -1.3001
179.67             -0.0232         -1.3278
179.70             -0.0237         -1.3554
179.73             -0.0241         -1.3829
179.76             -0.0246         -1.4102
179.79             -0.0251         -1.4373
179.82             -0.0256         -1.4644
179.85             -0.0260         -1.4912
179.88             -0.0265         -1.5179
179.91             -0.0270         -1.5445
179.94             -0.0274         -1.5709
179.97             -0.0279         -1.5972
180.00             -0.0283         -1.6233
180.03             -0.0288         -1.6492
180.06             -0.0292         -1.6749
180.09             -0.0297         -1.7005
180.12             -0.0301         -1.7260
180.15             -0.0306         -1.7512
180.18             -0.0310         -1.7763
180.21             -0.0314         -1.8012
180.24             -0.0319         -1.8259
180.27             -0.0323         -1.8504
180.30             -0.0327         -1.8748
180.33             -0.0331         -1.8989
180.36             -0.0336         -1.9229
180.39             -0.0340         -1.9467
180.42             -0.0344         -1.9703
180.45             -0.0348         -1.9937
180.48             -0.0352         -2.0169
180.51             -0.0356         -2.0399
180.54             -0.0360         -2.0627
180.57             -0.0364         -2.0853
180.60             -0.0368         -2.1077
180.63             -0.0372         -2.1299
180.66             -0.0376         -2.1518
180.69             -0.0379         -2.1736
180.72             -0.0383         -2.1952
180.75             -0.0387         -2.2165
180.78             -0.0391         -2.2376
180.81             -0.0394         -2.2585
180.84             -0.0398         -2.2792
180.87             -0.0401         -2.2996
180.90             -0.0405         -2.3198
180.93             -0.0408         -2.3398
180.96             -0.0412         -2.3596
180.99             -0.0415         -2.3791
181.02             -0.0419         -2.3984
181.05             -0.0422         -2.4175
181.08             -0.0425         -2.4363
181.11             -0.0428         -2.4549
181.14             -0.0432         -2.4733
181.17             -0.0435         -2.4914
181.20             -0.0438         -2.5093
181.23             -0.0441         -2.5269
181.26             -0.0444         -2.5443
181.29             -0.0447         -2.5614
181.32             -0.0450         -2.5783
181.35             -0.0453         -2.5949
181.38             -0.0456         -2.6113
181.41             -0.0459         -2.6274
181.44             -0.0461         -2.6433
181.47             -0.0464         -2.6589
181.50             -0.0467         -2.6743
181.53             -0.0469         -2.6893
181.56             -0.0472         -2.7042
181.59             -0.0475         -2.7188
181.62             -0.0477         -2.7331
181.65             -0.0479         -2.7471
181.68             -0.0482         -2.7609
181.71             -0.0484         -2.7744
181.74             -0.0487         -2.7876
181.77             -0.0489         -2.8006
181.80             -0.0491         -2.8133
181.83             -0.0493         -2.8258
181.86             -0.0495         -2.8379
181.89             -0.0497         -2.8498
181.92             -0.0499         -2.8614
181.95             -0.0501         -2.8727
181.98             -0.0503         -2.8838
182.01             -0.0505         -2.8946
182.04             -0.0507         -2.9051
182.07             -0.0509         -2.9153
182.10             -0.0511         -2.9252
182.13             -0.0512         -2.9349
182.16             -0.0514         -2.9443
182.19             -0.0515         -2.9534
182.22             -0.0517         -2.9622
182.25             -0.0518         -2.9707
182.28             -0.0520         -2.9789
182.31             -0.0521         -2.9869
182.34             -0.0523         -2.9946
182.37             -0.0524         -3.0019
182.40             -0.0525         -3.0090
182.43             -0.0526         -3.0158
182.46             -0.0527         -3.0223
182.49             -0.0529         -3.0286
182.52             -0.0530         -3.0345
182.55             -0.0531         -3.0401
182.58             -0.0532         -3.0455
182.61             -0.0532         -3.0506
182.64             -0.0533         -3.0553
182.67             -0.0534         -3.0598
182.70             -0.0535         -3.0640
182.73             -0.0535         -3.0679
182.76             -0.0536         -3.0715
182.79             -0.0537         -3.0748
182.82             -0.0537         -3.0778
182.85             -0.0538         -3.0805
182.88             -0.0538         -3.0829
182.91             -0.0538         -3.0851
182.94             -0.0539         -3.0869
182.97             -0.0539         -3.0884
183.00             -0.0539         -3.0897
183.03             -0.0539         -3.0906
183.06             -0.0540         -3.0913
183.09             -0.0540         -3.0917
183.12             -0.0540         -3.0917
183.15             -0.0540         -3.0915
183.18             -0.0539         -3.0910
183.21             -0.0539         -3.0902
183.24             -0.0539         -3.0891
183.27             -0.0539         -3.0877
183.30             -0.0539         -3.0860
183.33             -0.0538         -3.0840
183.36             -0.0538         -3.0818
183.39             -0.0537         -3.0792
183.42             -0.0537         -3.0763
183.45             -0.0536         -3.0732
183.48             -0.0536         -3.0697
183.51             -0.0535         -3.0660
183.54             -0.0534         -3.0620
183.57             -0.0534         -3.0577
183.60             -0.0533         -3.0531
183.63             -0.0532         -3.0482
183.66             -0.0531         -3.0430
183.69             -0.0530         -3.0376
183.72             -0.0529         -3.0318
183.75             -0.0528         -3.0258
183.78             -0.0527         -3.0195
183.81             -0.0526         -3.0128
183.84             -0.0525         -3.0060
183.87             -0.0523         -2.9988
183.90             -0.0522         -2.9913
183.93             -0.0521         -2.9836
183.96             -0.0519         -2.9756
183.99             -0.0518         -2.9673
184.02             -0.0516         -2.9587
184.05             -0.0515         -2.9499
184.08             -0.0513         -2.9407
184.11             -0.0512         -2.9313
184.14             -0.0510         -2.9216
184.17             -0.0508         -2.9117
184.20             -0.0506         -2.9014
184.23             -0.0505         -2.8909
184.26             -0.0503         -2.8802
184.29             -0.0501         -2.8691
184.32             -0.0499         -2.8578
184.35             -0.0497         -2.8463
184.38             -0.0495         -2.8344
184.41             -0.0493         -2.8223
184.44             -0.0490         -2.8099
184.47             -0.0488         -2.7973
184.50             -0.0486         -2.7844
184.53             -0.0484         -2.7712
184.56             -0.0481         -2.7578
184.59             -0.0479         -2.7442
184.62             -0.0477         -2.7302
184.65             -0.0474         -2.7161
184.68             -0.0472         -2.7016
184.71             -0.0469         -2.6869
184.74             -0.0466         -2.6720
184.77             -0.0464         -2.6568
184.80             -0.0461         -2.6414
184.83             -0.0458         -2.6257
184.86             -0.0455         -2.6098
184.89             -0.0453         -2.5937
184.92             -0.0450         -2.5773
184.95             -0.0447         -2.5606
184.98             -0.0444         -2.5437
185.01             -0.0441         -2.5266
185.04             -0.0438         -2.5093
185.07             -0.0435         -2.4917
185.10             -0.0432         -2.4739
185.13             -0.0429         -2.4559
185.16             -0.0425         -2.4376
185.19             -0.0422         -2.4191
185.22             -0.0419         -2.4004
185.25             -0.0416         -2.3815
185.28             -0.0412         -2.3624
185.31             -0.0409         -2.3430
185.34             -0.0406         -2.3234
185.37             -0.0402         -2.3036
185.40             -0.0399         -2.2836
185.43             -0.0395         -2.2634
185.46             -0.0391         -2.2430
185.49             -0.0388         -2.2224
185.52             -0.0384         -2.2015
185.55             -0.0381         -2.1805
185.58             -0.0377         -2.1593
185.61             -0.0373         -2.1378
185.64             -0.0369         -2.1162
185.67             -0.0366         -2.0944
185.70             -0.0362         -2.0724
185.73             -0.0358         -2.0502
185.76             -0.0354         -2.0278
185.79             -0.0350         -2.0053
185.82             -0.0346         -1.9825
185.85             -0.0342         -1.9596
185.88             -0.0338         -1.9365
185.91             -0.0334         -1.9132
185.94             -0.0330         -1.8898
185.97             -0.0326         -1.8662
186.00             -0.0322         -1.8424
186.03             -0.0317         -1.8184
186.06             -0.0313         -1.7943
186.09             -0.0309         -1.7700
186.12             -0.0305         -1.7456
186.15             -0.0300         -1.7210
186.18             -0.0296         -1.6962
186.21             -0.0292         -1.6713
186.24             -0.0287         -1.6463
186.27             -0.0283         -1.6211
186.30             -0.0279         -1.5957
186.33             -0.0274         -1.5703
186.36             -0.0270         -1.5446
186.39             -0.0265         -1.5189
186.42             -0.0261         -1.4930
186.45             -0.0256         -1.4669
186.48             -0.0251         -1.4408
186.51             -0.0247         -1.4145
186.54             -0.0242         -1.3881
186.57             -0.0238         -1.3616
186.60             -0.0233         -1.3349
186.63             -0.0228         -1.3082
186.66             -0.0224         -1.2813
186.69             -0.0219         -1.2543
186.72             -0.0214         -1.2272
186.75             -0.0209         -1.2000
186.78             -0.0205         -1.1727
186.81             -0.0200         -1.1452
186.84             -0.0195         -1.1177
186.87             -0.0190         -1.0901
186.90             -0.0185         -1.0624
186.93             -0.0181         -1.0346
186.96             -0.0176         -1.0068
186.99             -0.0171         -0.9788
187.02             -0.0166         -0.9507
187.05             -0.0161         -0.9226
187.08             -0.0156         -0.8944
187.11             -0.0151         -0.8661
187.14             -0.0146         -0.8378
187.17             -0.0141         -0.8094
187.20             -0.0136         -0.7809
187.23             -0.0131         -0.7523
187.26             -0.0126         -0.7237
187.29             -0.0121         -0.6951
187.32             -0.0116         -0.6663
187.35             -0.0111         -0.6375
187.38             -0.0106         -0.6087
187.41             -0.0101         -0.5798
187.44             -0.0096         -0.5509
187.47             -0.0091         -0.5220
187.50             -0.0086         -0.4930
187.53             -0.0081         -0.4639
187.56             -0.0076         -0.4349
187.59             -0.0071         -0.4058
187.62             -0.0066         -0.3766
187.65             -0.0061         -0.3475
187.68             -0.0056         -0.3183
187.71             -0.0050         -0.2891
187.74             -0.0045         -0.2599
187.77             -0.0040         -0.2307
187.80             -0.0035         -0.2014
187.83             -0.0030         -0.1722
187.86             -0.0025         -0.1429
187.89             -0.0020         -0.1137
187.92             -0.0015         -0.0844
187.95             -0.0010         -0.0552
187.98             -0.0005         -0.0259
188.01              0.0001          0.0033
188.04              0.0006          0.0326
188.07              0.0011          0.0618
188.10              0.0016          0.0910
188.13              0.0021          0.1201
188.16              0.0026          0.1493
188.19              0.0031          0.1784
188.22              0.0036          0.2075
188.25              0.0041          0.2366
188.28              0.0046          0.2657
188.31              0.0051          0.2947
188.34              0.0056          0.3237
188.37              0.0062          0.3526
188.40              0.0067          0.3815
188.43              0.0072          0.4103
188.46              0.0077          0.4391
188.49              0.0082          0.4678
188.52              0.0087          0.4965
188.55              0.0092          0.5251
188.58              0.0097          0.5537
188.61              0.0102          0.5822
188.64              0.0107          0.6107
188.67              0.0112          0.6390
188.70              0.0116          0.6673
188.73              0.0121          0.6956
188.76              0.0126          0.7237
188.79              0.0131          0.7518
188.82              0.0136          0.7798
188.85              0.0141          0.8077
188.88              0.0146          0.8355
188.91              0.0151          0.8632
188.94              0.0155          0.8909
188.97              0.0160          0.9184
189.00              0.0165          0.9459
189.03              0.0170          0.9732
189.06              0.0175          1.0005
189.09              0.0179          1.0276
189.12              0.0184          1.0547
189.15              0.0189          1.0816
189.18              0.0193          1.1084
189.21              0.0198          1.1351
189.24              0.0203          1.1617
189.27              0.0207          1.1882
189.30              0.0212          1.2145
189.33              0.0217          1.2407
189.36              0.0221          1.2668
189.39              0.0226          1.2928
189.42              0.0230          1.3186
189.45              0.0235          1.3443
189.48              0.0239          1.3699
189.51              0.0244          1.3953
189.54              0.0248          1.4206
189.57              0.0252          1.4457
189.60              0.0257          1.4707
189.63              0.0261          1.4956
189.66              0.0265          1.5202
189.69              0.0270          1.5448
189.72              0.0274          1.5692
189.75              0.0278          1.5934
189.78              0.0282          1.6175
189.81              0.0286          1.6414
189.84              0.0291          1.6651
189.87              0.0295          1.6887
189.90              0.0299          1.7121
189.93              0.0303          1.7353
189.96              0.0307          1.7584
189.99              0.0311          1.7813
190.02              0.0315          1.8040
190.05              0.0319          1.8265
190.08              0.0323          1.8489
190.11              0.0327          1.8711
190.14              0.0330          1.8930
190.17              0.0334          1.9148
190.20              0.0338          1.9364
190.23              0.0342          1.9579
190.26              0.0345          1.9791
190.29              0.0349          2.0001
190.32              0.0353          2.0209
190.35              0.0356          2.0416
190.38              0.0360          2.0620
190.41              0.0363          2.0822
190.44              0.0367          2.1023
190.47              0.0370          2.1221
190.50              0.0374          2.1417
190.53              0.0377          2.1611
190.56              0.0381          2.1803
190.59              0.0384          2.1992
190.62              0.0387          2.2180
190.65              0.0390          2.2365
190.68              0.0394          2.2549
190.71              0.0397          2.2730
190.74              0.0400          2.2908
190.77              0.0403          2.3085
190.80              0.0406          2.3259
190.83              0.0409          2.3431
190.86              0.0412          2.3601
190.89              0.0415          2.3768
190.92              0.0418          2.3934
190.95              0.0421          2.4096
190.98              0.0423          2.4257
191.01              0.0426          2.4415
191.04              0.0429          2.4571
191.07              0.0432          2.4724
191.10              0.0434          2.4875
191.13              0.0437          2.5023
191.16              0.0439          2.5169
191.19              0.0442          2.5313
191.22              0.0444          2.5454
191.25              0.0447          2.5593
191.28              0.0449          2.5729
191.31              0.0451          2.5863
191.34              0.0454          2.5994
191.37              0.0456          2.6123
191.40              0.0458          2.6249
191.43              0.0460          2.6373
191.46              0.0462          2.6494
191.49              0.0464          2.6612
191.52              0.0466          2.6728
191.55              0.0468          2.6842
191.58              0.0470          2.6953
191.61              0.0472          2.7061
191.64              0.0474          2.7167
191.67              0.0476          2.7270
191.70              0.0478          2.7370
191.73              0.0479          2.7468
191.76              0.0481          2.7563
191.79              0.0483          2.7655
191.82              0.0484          2.7745
191.85              0.0486          2.7832
191.88              0.0487          2.7916
191.91              0.0489          2.7998
191.94              0.0490          2.8077
191.97              0.0491          2.8154
192.00              0.0493          2.8227
192.03              0.0494          2.8298
192.06              0.0495          2.8366
192.09              0.0496          2.8432
192.12              0.0497          2.8495
192.15              0.0498          2.8555
192.18              0.0499          2.8612
192.21              0.0500          2.8667
192.24              0.0501          2.8719
192.27              0.0502          2.8768
192.30              0.0503          2.8814
192.33              0.0504          2.8858
192.36              0.0504          2.8899
192.39              0.0505          2.8937
192.42              0.0506          2.8972
192.45              0.0506          2.9005
192.48              0.0507          2.9034
192.51              0.0507          2.9061
192.54              0.0508          2.9086
192.57              0.0508          2.9107
192.60              0.0508          2.9126
192.63              0.0509          2.9142
192.66              0.0509          2.9155
192.69              0.0509          2.9165
192.72              0.0509          2.9173
192.75              0.0509          2.9178
192.78              0.0509          2.9180
192.81              0.0509          2.9179
192.84              0.0509          2.9175
192.87              0.0509          2.9169
192.90              0.0509          2.9160
192.93              0.0509          2.9148
192.96              0.0508          2.9134
192.99              0.0508          2.9116
193.02              0.0508          2.9096
193.05              0.0507          2.9074
193.08              0.0507          2.9048
193.11              0.0506          2.9020
193.14              0.0506          2.8988
193.17              0.0505          2.8955
193.20              0.0505          2.8918
193.23              0.0504          2.8879
193.26              0.0503          2.8837
193.29              0.0503          2.8792
193.32              0.0502          2.8744
193.35              0.0501          2.8694
193.38              0.0500          2.8641
193.41              0.0499          2.8586
193.44              0.0498          2.8527
193.47              0.0497          2.8466
193.50              0.0496          2.8403
193.53              0.0495          2.8336
193.56              0.0493          2.8267
193.59              0.0492          2.8196
193.62              0.0491          2.8121
193.65              0.0489          2.8044
193.68              0.0488          2.7965
193.71              0.0487          2.7883
193.74              0.0485          2.7798
193.77              0.0484          2.7710
193.80              0.0482          2.7620
193.83              0.0480          2.7528
193.86              0.0479          2.7432
193.89              0.0477          2.7335
193.92              0.0475          2.7234
193.95              0.0474          2.7131
193.98              0.0472          2.7026
194.01              0.0470          2.6918
194.04              0.0468          2.6807
194.07              0.0466          2.6694
194.10              0.0464          2.6579
194.13              0.0462          2.6461
194.16              0.0460          2.6340
194.19              0.0458          2.6218
194.22              0.0455          2.6092
194.25              0.0453          2.5964
194.28              0.0451          2.5834
194.31              0.0449          2.5702
194.34              0.0446          2.5567
194.37              0.0444          2.5429
194.40              0.0441          2.5290
194.43              0.0439          2.5147
194.46              0.0436          2.5003
194.49              0.0434          2.4856
194.52              0.0431          2.4707
194.55              0.0429          2.4556
194.58              0.0426          2.4402
194.61              0.0423          2.4246
194.64              0.0420          2.4088
194.67              0.0418          2.3928
194.70              0.0415          2.3765
194.73              0.0412          2.3601
194.76              0.0409          2.3434
194.79              0.0406          2.3265
194.82              0.0403          2.3093
194.85              0.0400          2.2920
194.88              0.0397          2.2745
194.91              0.0394          2.2567
194.94              0.0391          2.2387
194.97              0.0388          2.2206
195.00              0.0384          2.2022
195.03              0.0381          2.1836
195.06              0.0378          2.1648
195.09              0.0375          2.1459
195.12              0.0371          2.1267
195.15              0.0368          2.1073
195.18              0.0364          2.0878
195.21              0.0361          2.0680
195.24              0.0357          2.0481
195.27              0.0354          2.0280
195.30              0.0350          2.0076
195.33              0.0347          1.9872
195.36              0.0343          1.9665
195.39              0.0340          1.9456
195.42              0.0336          1.9246
195.45              0.0332          1.9034
195.48              0.0328          1.8820
195.51              0.0325          1.8605
195.54              0.0321          1.8387
195.57              0.0317          1.8169
195.60              0.0313          1.7948
195.63              0.0309          1.7726
195.66              0.0305          1.7502
195.69              0.0302          1.7277
195.72              0.0298          1.7050
195.75              0.0294          1.6822
195.78              0.0290          1.6592
195.81              0.0286          1.6361
195.84              0.0281          1.6128
195.87              0.0277          1.5894
195.90              0.0273          1.5658
195.93              0.0269          1.5421
195.96              0.0265          1.5182
195.99              0.0261          1.4942
196.02              0.0257          1.4701
196.05              0.0252          1.4459
196.08              0.0248          1.4215
196.11              0.0244          1.3970
196.14              0.0240          1.3724
196.17              0.0235          1.3476
196.20              0.0231          1.3228
196.23              0.0227          1.2978
196.26              0.0222          1.2727
196.29              0.0218          1.2475
196.32              0.0213          1.2222
196.35              0.0209          1.1968
196.38              0.0204          1.1712
196.41              0.0200          1.1456
196.44              0.0195          1.1199
196.47              0.0191          1.0941
196.50              0.0186          1.0682
196.53              0.0182          1.0421
196.56              0.0177          1.0160
196.59              0.0173          0.9899
196.62              0.0168          0.9636
196.65              0.0164          0.9372
196.68              0.0159          0.9108
196.71              0.0154          0.8843
196.74              0.0150          0.8577
196.77              0.0145          0.8311
196.80              0.0140          0.8044
196.83              0.0136          0.7776
196.86              0.0131          0.7507
196.89              0.0126          0.7238
196.92              0.0122          0.6968
196.95              0.0117          0.6698
196.98              0.0112          0.6427
197.01              0.0107          0.6156
197.04              0.0103          0.5884
197.07              0.0098          0.5612
197.10              0.0093          0.5339
197.13              0.0088          0.5066
197.16              0.0084          0.4792
197.19              0.0079          0.4518
197.22              0.0074          0.4244
197.25              0.0069          0.3970
197.28              0.0064          0.3695
197.31              0.0060          0.3420
197.34              0.0055          0.3145
197.37              0.0050          0.2869
197.40              0.0045          0.2594
197.43              0.0040          0.2318
197.46              0.0036          0.2042
197.49              0.0031          0.1766
197.52              0.0026          0.1490
197.55              0.0021          0.1214
197.58              0.0016          0.0938
197.61              0.0012          0.0662
197.64              0.0007          0.0386
197.67              0.0002          0.0110
197.70             -0.0003         -0.0166
197.73             -0.0008         -0.0442
197.76             -0.0013         -0.0718
197.79             -0.0017         -0.0993
197.82             -0.0022         -0.1269
197.85             -0.0027         -0.1544
197.88             -0.0032         -0.1818
197.91             -0.0037         -0.2093
197.94             -0.0041         -0.2367
197.97             -0.0046         -0.2641
198.00             -0.0051         -0.2915
198.03             -0.0056         -0.3188
198.06             -0.0060         -0.3461
198.09             -0.0065         -0.3733
198.12             -0.0070         -0.4005
198.15             -0.0075         -0.4277
198.18             -0.0079         -0.4548
198.21             -0.0084         -0.4818
198.24             -0.0089         -0.5088
198.27             -0.0094         -0.5357
198.30             -0.0098         -0.5626
198.33             -0.0103         -0.5894
198.36             -0.0108         -0.6162
198.39             -0.0112         -0.6428
198.42             -0.0117         -0.6694
198.45             -0.0121         -0.6960
198.48             -0.0126         -0.7224
198.51             -0.0131         -0.7488
198.54             -0.0135         -0.7751
198.57             -0.0140         -0.8013
198.60             -0.0144         -0.8275
198.63             -0.0149         -0.8535
198.66             -0.0153         -0.8795
198.69             -0.0158         -0.9053
198.72             -0.0163         -0.9311
198.75             -0.0167         -0.9568
198.78             -0.0171         -0.9823
198.81             -0.0176         -1.0078
198.84             -0.0180         -1.0332
198.87             -0.0185         -1.0584
198.90             -0.0189         -1.0836
198.93             -0.0193         -1.1086
198.96             -0.0198         -1.1335
198.99             -0.0202         -1.1583
199.02             -0.0206         -1.1830
199.05             -0.0211         -1.2076
199.08             -0.0215         -1.2320
199.11             -0.0219         -1.2563
199.14             -0.0223         -1.2805
199.17             -0.0228         -1.3046
199.20             -0.0232         -1.3285
199.23             -0.0236         -1.3523
199.26             -0.0240         -1.3760
199.29             -0.0244         -1.3995
199.32             -0.0248         -1.4229
199.35             -0.0252         -1.4461
199.38             -0.0256         -1.4692
199.41             -0.0260         -1.4921
199.44             -0.0264         -1.5149
199.47             -0.0268         -1.5375
199.50             -0.0272         -1.5600
199.53             -0.0276         -1.5824
199.56             -0.0280         -1.6045
199.59             -0.0284         -1.6265
199.62             -0.0288         -1.6484
199.65             -0.0291         -1.6701
199.68             -0.0295         -1.6916
199.71             -0.0299         -1.7130
199.74             -0.0303         -1.7341
199.77             -0.0306         -1.7552
199.80             -0.0310         -1.7760
199.83             -0.0314         -1.7966
199.86             -0.0317         -1.8171
199.89             -0.0321         -1.8374
199.92             -0.0324         -1.8576
199.95             -0.0328         -1.8775
199.98             -0.0331         -1.8973
200.01             -0.0335         -1.9168
200.04             -0.0338         -1.9362
200.07             -0.0341         -1.9554
200.10             -0.0345         -1.9744
200.13             -0.0348         -1.9932
200.16             -0.0351         -2.0118
200.19             -0.0354         -2.0302
200.22             -0.0358         -2.0484
200.25             -0.0361         -2.0664
200.28             -0.0364         -2.0842
200.31             -0.0367         -2.1018
200.34             -0.0370         -2.1192
