Time (s)  Flap Rotation y (radians)Flap Rotation y (degrees)
60.405            0.005904        0.338254
60.420            0.006688        0.383202
60.435            0.007460        0.427414
60.450            0.008218        0.470865
60.465            0.008963        0.513528
60.480            0.009693        0.555378
60.495            0.010409        0.596390
60.510            0.011110        0.636539
60.525            0.011795        0.675801
60.540            0.012464        0.714153
60.555            0.013117        0.751570
60.570            0.013754        0.788031
60.585            0.014373        0.823513
60.600            0.014975        0.857994
60.615            0.015559        0.891452
60.630            0.016125        0.923866
60.645            0.016672        0.955217
60.660            0.017200        0.985484
60.675            0.017709        1.014648
60.690            0.018198        1.042690
60.705            0.018668        1.069592
60.720            0.019117        1.095336
60.735            0.019546        1.119906
60.750            0.019954        1.143283
60.765            0.020341        1.165454
60.780            0.020707        1.186401
60.795            0.021051        1.206112
60.810            0.021373        1.224570
60.825            0.021673        1.241765
60.840            0.021951        1.257682
60.855            0.022206        1.272309
60.870            0.022439        1.285636
60.885            0.022648        1.297651
60.900            0.022835        1.308345
60.915            0.022998        1.317708
60.930            0.023138        1.325732
60.945            0.023255        1.332410
60.960            0.023348        1.337734
60.975            0.023417        1.341697
60.990            0.023462        1.344295
61.005            0.023484        1.345523
61.020            0.023481        1.345377
61.035            0.023455        1.343853
61.050            0.023404        1.340948
61.065            0.023329        1.336663
61.080            0.023230        1.330995
61.095            0.023107        1.323944
61.110            0.022960        1.315511
61.125            0.022789        1.305698
61.140            0.022593        1.294506
61.155            0.022374        1.281939
61.170            0.022131        1.268000
61.185            0.021864        1.252695
61.200            0.021573        1.236028
61.215            0.021258        1.218004
61.230            0.020920        1.198632
61.245            0.020559        1.177919
61.260            0.020174        1.155872
61.275            0.019766        1.132501
61.290            0.019335        1.107815
61.305            0.018881        1.081825
61.320            0.018405        1.054542
61.335            0.017907        1.025978
61.350            0.017386        0.996144
61.365            0.016843        0.965054
61.380            0.016279        0.932722
61.395            0.015693        0.899162
61.410            0.015086        0.864389
61.425            0.014459        0.828419
61.440            0.013810        0.791267
61.455            0.013141        0.752950
61.470            0.012453        0.713486
61.485            0.011744        0.672892
61.500            0.011016        0.631186
61.515            0.010269        0.588388
61.530            0.009504        0.544516
61.545            0.008720        0.499591
61.560            0.007917        0.453632
61.575            0.007098        0.406661
61.590            0.006260        0.358698
61.605            0.005406        0.309765
61.620            0.004536        0.259883
61.635            0.003649        0.209076
61.650            0.002747        0.157366
61.665            0.001829        0.104775
61.680            0.000896        0.051328
61.695           -0.000052       -0.002953
61.710           -0.001013       -0.058043
61.725           -0.001988       -0.113917
61.740           -0.002977       -0.170553
61.755           -0.003978       -0.227923
61.770           -0.004992       -0.286004
61.785           -0.006017       -0.344771
61.800           -0.007055       -0.404197
61.815           -0.008103       -0.464256
61.830           -0.009162       -0.524924
61.845           -0.010231       -0.586173
61.860           -0.011309       -0.647978
61.875           -0.012397       -0.710312
61.890           -0.013494       -0.773148
61.905           -0.014599       -0.836460
61.920           -0.015712       -0.900221
61.935           -0.016832       -0.964403
61.950           -0.017959       -1.028980
61.965           -0.019093       -1.093923
61.980           -0.020232       -1.159207
61.995           -0.021377       -1.224804
62.010           -0.022527       -1.290686
62.025           -0.023681       -1.356825
62.040           -0.024839       -1.423194
62.055           -0.026001       -1.489766
62.070           -0.027166       -1.556513
62.085           -0.028334       -1.623406
62.100           -0.029503       -1.690419
62.115           -0.030675       -1.757524
62.130           -0.031847       -1.824693
62.145           -0.033020       -1.891898
62.160           -0.034193       -1.959111
62.175           -0.035366       -2.026306
62.190           -0.036538       -2.093454
62.205           -0.037708       -2.160527
62.220           -0.038877       -2.227499
62.235           -0.040044       -2.294340
62.250           -0.041208       -2.361025
62.265           -0.042368       -2.427526
62.280           -0.043525       -2.493815
62.295           -0.044678       -2.559864
62.310           -0.045826       -2.625647
62.325           -0.046969       -2.691136
62.340           -0.048107       -2.756305
62.355           -0.049238       -2.821126
62.370           -0.050363       -2.885572
62.385           -0.051481       -2.949616
62.400           -0.052591       -3.013232
62.415           -0.053693       -3.076393
62.430           -0.054787       -3.139072
62.445           -0.055872       -3.201243
62.460           -0.056948       -3.262880
62.475           -0.058014       -3.323956
62.490           -0.059070       -3.384445
62.505           -0.060115       -3.444321
62.520           -0.061149       -3.503559
62.535           -0.062171       -3.562132
62.550           -0.063181       -3.620016
62.565           -0.064179       -3.677184
62.580           -0.065164       -3.733611
62.595           -0.066135       -3.789272
62.610           -0.067093       -3.844143
62.625           -0.068036       -3.898198
62.640           -0.068965       -3.951414
62.655           -0.069879       -4.003764
62.670           -0.070777       -4.055226
62.685           -0.071659       -4.105775
62.700           -0.072525       -4.155388
62.715           -0.073374       -4.204041
62.730           -0.074206       -4.251711
62.745           -0.075021       -4.298374
62.760           -0.075817       -4.344008
62.775           -0.076595       -4.388591
62.790           -0.077355       -4.432100
62.805           -0.078095       -4.474514
62.820           -0.078816       -4.515810
62.835           -0.079517       -4.555967
62.850           -0.080197       -4.594966
62.865           -0.080857       -4.632785
62.880           -0.081496       -4.669403
62.895           -0.082114       -4.704802
62.910           -0.082710       -4.738962
62.925           -0.083285       -4.771865
62.940           -0.083837       -4.803491
62.955           -0.084366       -4.833823
62.970           -0.084873       -4.862843
62.985           -0.085356       -4.890535
63.000           -0.085816       -4.916883
63.015           -0.086252       -4.941870
63.030           -0.086664       -4.965481
63.045           -0.087052       -4.987701
63.060           -0.087415       -5.008518
63.075           -0.087754       -5.027917
63.090           -0.088067       -5.045885
63.105           -0.088356       -5.062411
63.120           -0.088619       -5.077484
63.135           -0.088856       -5.091092
63.150           -0.089068       -5.103226
63.165           -0.089254       -5.113877
63.180           -0.089414       -5.123037
63.195           -0.089548       -5.130698
63.210           -0.089655       -5.136853
63.225           -0.089736       -5.141497
63.240           -0.089791       -5.144624
63.255           -0.089819       -5.146231
63.270           -0.089820       -5.146314
63.285           -0.089795       -5.144870
63.300           -0.089743       -5.141899
63.315           -0.089665       -5.137399
63.330           -0.089559       -5.131371
63.345           -0.089427       -5.123817
63.360           -0.089269       -5.114737
63.375           -0.089084       -5.104135
63.390           -0.088872       -5.092015
63.405           -0.088634       -5.078382
63.420           -0.088370       -5.063242
63.435           -0.088080       -5.046601
63.450           -0.087763       -5.028467
63.465           -0.087421       -5.008849
63.480           -0.087053       -4.987755
63.495           -0.086659       -4.965197
63.510           -0.086240       -4.941184
63.525           -0.085796       -4.915731
63.540           -0.085326       -4.888848
63.555           -0.084833       -4.860550
63.570           -0.084314       -4.830852
63.585           -0.083772       -4.799769
63.600           -0.083205       -4.767317
63.615           -0.082615       -4.733512
63.630           -0.082002       -4.698373
63.645           -0.081366       -4.661918
63.660           -0.080707       -4.624165
63.675           -0.080026       -4.585135
63.690           -0.079323       -4.544847
63.705           -0.078598       -4.503323
63.720           -0.077852       -4.460584
63.735           -0.077085       -4.416651
63.750           -0.076298       -4.371549
63.765           -0.075491       -4.325299
63.780           -0.074664       -4.277925
63.795           -0.073818       -4.229451
63.810           -0.072953       -4.179901
63.825           -0.072070       -4.129301
63.840           -0.071169       -4.077674
63.855           -0.070250       -4.025046
63.870           -0.069315       -3.971442
63.885           -0.068363       -3.916889
63.900           -0.067394       -3.861412
63.915           -0.066410       -3.805038
63.930           -0.065411       -3.747792
63.945           -0.064397       -3.689702
63.960           -0.063369       -3.630792
63.975           -0.062327       -3.571091
63.990           -0.061272       -3.510623
64.005           -0.060204       -3.449417
64.020           -0.059123       -3.387498
64.035           -0.058030       -3.324892
64.050           -0.056926       -3.261627
64.065           -0.055811       -3.197727
64.080           -0.054685       -3.133219
64.095           -0.053549       -3.068130
64.110           -0.052403       -3.002484
64.125           -0.051248       -2.936307
64.140           -0.050084       -2.869624
64.155           -0.048912       -2.802461
64.170           -0.047732       -2.734842
64.185           -0.046544       -2.666792
64.200           -0.045350       -2.598336
64.215           -0.044148       -2.529496
64.230           -0.042940       -2.460297
64.245           -0.041727       -2.390763
64.260           -0.040508       -2.320915
64.275           -0.039283       -2.250778
64.290           -0.038055       -2.180373
64.305           -0.036822       -2.109723
64.320           -0.035585       -2.038850
64.335           -0.034344       -1.967774
64.350           -0.033100       -1.896518
64.365           -0.031854       -1.825101
64.380           -0.030605       -1.753545
64.395           -0.029354       -1.681869
64.410           -0.028101       -1.610094
64.425           -0.026847       -1.538239
64.440           -0.025592       -1.466322
64.455           -0.024336       -1.394364
64.470           -0.023080       -1.322382
64.485           -0.021824       -1.250396
64.500           -0.020567       -1.178422
64.515           -0.019312       -1.106479
64.530           -0.018057       -1.034585
64.545           -0.016803       -0.962756
64.560           -0.015551       -0.891009
64.575           -0.014301       -0.819362
64.590           -0.013052       -0.747831
64.605           -0.011806       -0.676432
64.620           -0.010562       -0.605181
64.635           -0.009322       -0.534095
64.650           -0.008084       -0.463189
64.665           -0.006850       -0.392478
64.680           -0.005620       -0.321979
64.695           -0.004393       -0.251707
64.710           -0.003171       -0.181676
64.725           -0.001953       -0.111902
64.740           -0.000740       -0.042400
64.755            0.000468        0.026815
64.770            0.001671        0.095729
64.785            0.002868        0.164327
64.800            0.004060        0.232594
64.815            0.005245        0.300515
64.830            0.006424        0.368077
64.845            0.007597        0.435264
64.860            0.008763        0.502062
64.875            0.009921        0.568456
64.890            0.011073        0.634434
64.905            0.012217        0.699979
64.920            0.013353        0.765077
64.935            0.014481        0.829716
64.950            0.015601        0.893879
64.965            0.016712        0.957552
64.980            0.017815        1.020722
64.995            0.018908        1.083375
65.010            0.019993        1.145495
65.025            0.021067        1.207069
65.040            0.022132        1.268082
65.055            0.023187        1.328520
65.070            0.024232        1.388369
65.085            0.025266        1.447615
65.100            0.026289        1.506244
65.115            0.027301        1.564241
65.130            0.028302        1.621593
65.145            0.029292        1.678285
65.160            0.030269        1.734304
65.175            0.031235        1.789636
65.190            0.032189        1.844267
65.205            0.033130        1.898184
65.220            0.034058        1.951372
65.235            0.034973        2.003819
65.250            0.035875        2.055512
65.265            0.036764        2.106437
65.280            0.037639        2.156581
65.295            0.038501        2.205932
65.310            0.039348        2.254477
65.325            0.040181        2.302204
65.340            0.041000        2.349102
65.355            0.041803        2.395157
65.370            0.042592        2.440358
65.385            0.043366        2.484696
65.400            0.044125        2.528157
65.415            0.044868        2.570733
65.430            0.045595        2.612412
65.445            0.046307        2.653184
65.460            0.047002        2.693041
65.475            0.047682        2.731973
65.490            0.048345        2.769972
65.505            0.048992        2.807029
65.520            0.049622        2.843135
65.535            0.050236        2.878285
65.550            0.050832        2.912471
65.565            0.051412        2.945686
65.580            0.051975        2.977925
65.595            0.052520        3.009183
65.610            0.053048        3.039453
65.625            0.053559        3.068733
65.640            0.054053        3.097018
65.655            0.054529        3.124305
65.670            0.054988        3.150591
65.685            0.055429        3.175874
65.700            0.055853        3.200152
65.715            0.056259        3.223425
65.730            0.056648        3.245692
65.745            0.057019        3.266953
65.760            0.057373        3.287209
65.775            0.057709        3.306462
65.790            0.058027        3.324712
65.805            0.058328        3.341964
65.820            0.058612        3.358218
65.835            0.058878        3.373480
65.850            0.059127        3.387753
65.865            0.059359        3.401042
65.880            0.059574        3.413353
65.895            0.059772        3.424690
65.910            0.059953        3.435060
65.925            0.060117        3.444471
65.940            0.060265        3.452928
65.955            0.060396        3.460440
65.970            0.060511        3.467016
65.985            0.060609        3.472663
66.000            0.060692        3.477390
66.015            0.060759        3.481208
66.030            0.060809        3.484125
66.045            0.060845        3.486152
66.060            0.060865        3.487301
66.075            0.060870        3.487580
66.090            0.060860        3.487002
66.105            0.060835        3.485578
66.120            0.060795        3.483320
66.135            0.060742        3.480239
66.150            0.060674        3.476349
66.165            0.060592        3.471661
66.180            0.060496        3.466187
66.195            0.060387        3.459941
66.210            0.060265        3.452936
66.225            0.060130        3.445183
66.240            0.059982        3.436698
66.255            0.059821        3.427492
66.270            0.059648        3.417579
66.285            0.059463        3.406973
66.300            0.059266        3.395686
66.315            0.059057        3.383732
66.330            0.058837        3.371125
66.345            0.058606        3.357877
66.360            0.058364        3.344002
66.375            0.058111        3.329514
66.390            0.057848        3.314425
66.405            0.057574        3.298749
66.420            0.057290        3.282498
66.435            0.056997        3.265687
66.450            0.056694        3.248327
66.465            0.056382        3.230432
66.480            0.056060        3.212015
66.495            0.055730        3.193087
66.510            0.055391        3.173662
66.525            0.055043        3.153752
66.540            0.054688        3.133370
66.555            0.054324        3.112526
66.570            0.053952        3.091234
66.585            0.053573        3.069506
66.600            0.053186        3.047352
66.615            0.052792        3.024785
66.630            0.052392        3.001817
66.645            0.051984        2.978458
66.660            0.051570        2.954720
66.675            0.051149        2.930614
66.690            0.050722        2.906152
66.705            0.050289        2.881343
66.720            0.049850        2.856199
66.735            0.049406        2.830730
66.750            0.048956        2.804947
66.765            0.048500        2.778860
66.780            0.048040        2.752480
66.795            0.047574        2.725816
66.810            0.047104        2.698880
66.825            0.046630        2.671679
66.840            0.046150        2.644226
66.855            0.045667        2.616528
66.870            0.045180        2.588596
66.885            0.044688        2.560439
66.900            0.044193        2.532067
66.915            0.043694        2.503488
66.930            0.043192        2.474713
66.945            0.042686        2.445748
66.960            0.042178        2.416605
66.975            0.041666        2.387290
66.990            0.041152        2.357813
67.005            0.040634        2.328183
67.020            0.040115        2.298407
67.035            0.039593        2.268493
67.050            0.039068        2.238450
67.065            0.038542        2.208285
67.080            0.038013        2.178006
67.095            0.037483        2.147619
67.110            0.036951        2.117134
67.125            0.036417        2.086556
67.140            0.035882        2.055892
67.155            0.035346        2.025149
67.170            0.034808        1.994333
67.185            0.034269        1.963451
67.200            0.033729        1.932509
67.215            0.033188        1.901512
67.230            0.032646        1.870465
67.245            0.032103        1.839374
67.260            0.031560        1.808245
67.275            0.031016        1.777081
67.290            0.030471        1.745887
67.305            0.029927        1.714667
67.320            0.029381        1.683426
67.335            0.028836        1.652166
67.350            0.028290        1.620892
67.365            0.027744        1.589606
67.380            0.027198        1.558312
67.395            0.026651        1.527011
67.410            0.026105        1.495706
67.425            0.025559        1.464399
67.440            0.025012        1.433091
67.455            0.024466        1.401785
67.470            0.023919        1.370481
67.485            0.023373        1.339180
67.500            0.022827        1.307883
67.515            0.022281        1.276590
67.530            0.021735        1.245302
67.545            0.021189        1.214017
67.560            0.020643        1.182737
67.575            0.020097        1.151459
67.590            0.019551        1.120184
67.605            0.019005        1.088911
67.620            0.018459        1.057638
67.635            0.017913        1.026365
67.650            0.017368        0.995088
67.665            0.016822        0.963808
67.680            0.016276        0.932521
67.695            0.015729        0.901227
67.710            0.015183        0.869923
67.725            0.014636        0.838607
67.740            0.014090        0.807276
67.755            0.013543        0.775928
67.770            0.012995        0.744561
67.785            0.012447        0.713173
67.800            0.011899        0.681761
67.815            0.011350        0.650322
67.830            0.010801        0.618853
67.845            0.010251        0.587353
67.860            0.009701        0.555819
67.875            0.009150        0.524248
67.890            0.008598        0.492638
67.905            0.008046        0.460985
67.920            0.007493        0.429289
67.935            0.006938        0.397546
67.950            0.006384        0.365755
67.965            0.005828        0.333913
67.980            0.005271        0.302017
67.995            0.004714        0.270067
68.010            0.004155        0.238059
68.025            0.003595        0.205993
68.040            0.003035        0.173866
68.055            0.002473        0.141677
68.070            0.001910        0.109424
68.085            0.001346        0.077106
68.100            0.000781        0.044722
68.115            0.000214        0.012270
68.130           -0.000353       -0.020250
68.145           -0.000922       -0.052839
68.160           -0.001492       -0.085499
68.175           -0.002063       -0.118229
68.190           -0.002636       -0.151031
68.205           -0.003210       -0.183905
68.220           -0.003785       -0.216851
68.235           -0.004361       -0.249869
68.250           -0.004939       -0.282960
68.265           -0.005517       -0.316123
68.280           -0.006097       -0.349358
68.295           -0.006679       -0.382666
68.310           -0.007261       -0.416045
68.325           -0.007845       -0.449495
68.340           -0.008430       -0.483016
68.355           -0.009016       -0.516607
68.370           -0.009604       -0.550267
68.385           -0.010193       -0.583995
68.400           -0.010782       -0.617791
68.415           -0.011373       -0.651653
68.430           -0.011966       -0.685580
68.445           -0.012559       -0.719571
68.460           -0.013153       -0.753625
68.475           -0.013749       -0.787739
68.490           -0.014345       -0.821912
68.505           -0.014943       -0.856144
68.520           -0.015541       -0.890431
68.535           -0.016140       -0.924771
68.550           -0.016741       -0.959164
68.565           -0.017342       -0.993606
68.580           -0.017944       -1.028095
68.595           -0.018546       -1.062629
68.610           -0.019150       -1.097205
68.625           -0.019754       -1.131820
68.640           -0.020359       -1.166471
68.655           -0.020964       -1.201156
68.670           -0.021570       -1.235870
68.685           -0.022176       -1.270611
68.700           -0.022783       -1.305374
68.715           -0.023390       -1.340156
68.730           -0.023997       -1.374952
68.745           -0.024605       -1.409759
68.760           -0.025213       -1.444571
68.775           -0.025820       -1.479384
68.790           -0.026428       -1.514193
68.805           -0.027035       -1.548991
68.820           -0.027642       -1.583775
68.835           -0.028249       -1.618537
68.850           -0.028855       -1.653272
68.865           -0.029461       -1.687972
68.880           -0.030066       -1.722632
68.895           -0.030670       -1.757245
68.910           -0.031273       -1.791801
68.925           -0.031875       -1.826295
68.940           -0.032476       -1.860718
68.955           -0.033075       -1.895061
68.970           -0.033673       -1.929316
68.985           -0.034269       -1.963473
69.000           -0.034863       -1.997524
69.015           -0.035456       -2.031458
69.030           -0.036046       -2.065266
69.045           -0.036633       -2.098936
69.060           -0.037218       -2.132459
69.075           -0.037801       -2.165823
69.090           -0.038380       -2.199016
69.105           -0.038956       -2.232027
69.120           -0.039529       -2.264844
69.135           -0.040098       -2.297455
69.150           -0.040663       -2.329846
69.165           -0.041225       -2.362005
69.180           -0.041782       -2.393918
69.195           -0.042334       -2.425572
69.210           -0.042882       -2.456953
69.225           -0.043425       -2.488047
69.240           -0.043962       -2.518839
69.255           -0.044494       -2.549316
69.270           -0.045020       -2.579461
69.285           -0.045540       -2.609261
69.300           -0.046054       -2.638699
69.315           -0.046561       -2.667762
69.330           -0.047062       -2.696432
69.345           -0.047555       -2.724695
69.360           -0.048041       -2.752535
69.375           -0.048519       -2.779935
69.390           -0.048989       -2.806880
69.405           -0.049451       -2.833354
69.420           -0.049905       -2.859341
69.435           -0.050350       -2.884824
69.450           -0.050785       -2.909787
69.465           -0.051212       -2.934215
69.480           -0.051628       -2.958090
69.495           -0.052035       -2.981398
69.510           -0.052432       -3.004121
69.525           -0.052818       -3.026244
69.540           -0.053193       -3.047751
69.555           -0.053558       -3.068627
69.570           -0.053911       -3.088854
69.585           -0.054252       -3.108419
69.600           -0.054582       -3.127304
69.615           -0.054899       -3.145496
69.630           -0.055204       -3.162979
69.645           -0.055497       -3.179738
69.660           -0.055777       -3.195759
69.675           -0.056043       -3.211026
69.690           -0.056296       -3.225527
69.705           -0.056536       -3.239246
69.720           -0.056761       -3.252170
69.735           -0.056973       -3.264286
69.750           -0.057170       -3.275580
69.765           -0.057352       -3.286040
69.780           -0.057520       -3.295653
69.795           -0.057673       -3.304406
69.810           -0.057810       -3.312289
69.825           -0.057933       -3.319288
69.840           -0.058039       -3.325393
69.855           -0.058130       -3.330593
69.870           -0.058205       -3.334877
69.885           -0.058263       -3.338235
69.900           -0.058305       -3.340657
69.915           -0.058331       -3.342134
69.930           -0.058340       -3.342656
69.945           -0.058333       -3.342214
69.960           -0.058308       -3.340800
69.975           -0.058266       -3.338407
69.990           -0.058207       -3.335026
70.005           -0.058131       -3.330650
70.020           -0.058037       -3.325273
70.035           -0.057926       -3.318887
70.050           -0.057796       -3.311487
70.065           -0.057649       -3.303067
70.080           -0.057485       -3.293622
70.095           -0.057302       -3.283147
70.110           -0.057101       -3.271638
70.125           -0.056882       -3.259089
70.140           -0.056645       -3.245499
70.155           -0.056389       -3.230863
70.170           -0.056115       -3.215179
70.185           -0.055823       -3.198444
70.200           -0.055513       -3.180656
70.215           -0.055184       -3.161813
70.230           -0.054837       -3.141915
70.245           -0.054471       -3.120960
70.260           -0.054087       -3.098948
70.275           -0.053684       -3.075879
70.290           -0.053263       -3.051754
70.305           -0.052824       -3.026572
70.320           -0.052366       -3.000335
70.335           -0.051889       -2.973045
70.350           -0.051395       -2.944703
70.365           -0.050882       -2.915312
70.380           -0.050351       -2.884875
70.395           -0.049801       -2.853394
70.410           -0.049234       -2.820873
70.425           -0.048648       -2.787316
70.440           -0.048044       -2.752727
70.455           -0.047423       -2.717110
70.470           -0.046783       -2.680470
70.485           -0.046126       -2.642814
70.500           -0.045451       -2.604145
70.515           -0.044758       -2.564471
70.530           -0.044049       -2.523797
70.545           -0.043321       -2.482131
70.560           -0.042577       -2.439479
70.575           -0.041815       -2.395849
70.590           -0.041037       -2.351248
70.605           -0.040242       -2.305685
70.620           -0.039430       -2.259168
70.635           -0.038602       -2.211706
70.650           -0.037757       -2.163308
70.665           -0.036896       -2.113983
70.680           -0.036019       -2.063741
70.695           -0.035126       -2.012593
70.710           -0.034218       -1.960549
70.725           -0.033294       -1.907618
70.740           -0.032355       -1.853814
70.755           -0.031401       -1.799147
70.770           -0.030432       -1.743629
70.785           -0.029448       -1.687272
70.800           -0.028450       -1.630089
70.815           -0.027438       -1.572092
70.830           -0.026412       -1.513295
70.845           -0.025372       -1.453711
70.860           -0.024319       -1.393355
70.875           -0.023252       -1.332239
70.890           -0.022172       -1.270380
70.905           -0.021080       -1.207792
70.920           -0.019975       -1.144490
70.935           -0.018858       -1.080490
70.950           -0.017729       -1.015807
70.965           -0.016589       -0.950460
70.980           -0.015437       -0.884463
70.995           -0.014274       -0.817835
71.010           -0.013100       -0.750593
71.025           -0.011916       -0.682755
71.040           -0.010722       -0.614339
71.055           -0.009518       -0.545364
71.070           -0.008305       -0.475849
71.085           -0.007083       -0.405814
71.100           -0.005852       -0.335278
71.115           -0.004612       -0.264262
71.130           -0.003365       -0.192787
71.145           -0.002110       -0.120873
71.160           -0.000847       -0.048542
71.175            0.000422        0.024183
71.190            0.001698        0.097282
71.205            0.002980        0.170730
71.220            0.004267        0.244506
71.235            0.005560        0.318585
71.250            0.006858        0.392944
71.265            0.008160        0.467559
71.280            0.009467        0.542405
71.295            0.010777        0.617458
71.310            0.012090        0.692691
71.325            0.013406        0.768081
71.340            0.014724        0.843600
71.355            0.016043        0.919224
71.370            0.017365        0.994925
71.385            0.018687        1.070677
71.400            0.020009        1.146452
71.415            0.021332        1.222225
71.430            0.022654        1.297968
71.445            0.023975        1.373653
71.460            0.025294        1.449252
71.475            0.026612        1.524738
71.490            0.027927        1.600084
71.505            0.029239        1.675260
71.520            0.030547        1.750239
71.535            0.031852        1.824993
71.550            0.033152        1.899494
71.565            0.034448        1.973714
71.580            0.035738        2.047625
71.595            0.037022        2.121199
71.610            0.038300        2.194408
71.625            0.039571        2.267224
71.640            0.040834        2.339620
71.655            0.042090        2.411569
71.670            0.043337        2.483043
71.685            0.044576        2.554016
71.700            0.045805        2.624461
71.715            0.047025        2.694352
71.730            0.048235        2.763663
71.745            0.049434        2.832368
71.760            0.050622        2.900443
71.775            0.051799        2.967862
71.790            0.052964        3.034602
71.805            0.054116        3.100638
71.820            0.055256        3.165947
71.835            0.056383        3.230506
71.850            0.057496        3.294293
71.865            0.058596        3.357286
71.880            0.059681        3.419465
71.895            0.060752        3.480808
71.910            0.061807        3.541295
71.925            0.062848        3.600908
71.940            0.063873        3.659626
71.955            0.064881        3.717433
71.970            0.065874        3.774311
71.985            0.066850        3.830243
72.000            0.067810        3.885212
72.015            0.068752        3.939204
72.030            0.069677        3.992203
72.045            0.070585        4.044195
72.060            0.071474        4.095166
72.075            0.072346        4.145105
72.090            0.073199        4.193998
72.105            0.074034        4.241834
72.120            0.074850        4.288602
72.135            0.075648        4.334292
72.150            0.076426        4.378894
72.165            0.077185        4.422399
72.180            0.077925        4.464799
72.195            0.078646        4.506086
72.210            0.079347        4.546253
72.225            0.080028        4.585292
72.240            0.080690        4.623198
72.255            0.081332        4.659966
72.270            0.081954        4.695590
72.285            0.082555        4.730066
72.300            0.083137        4.763390
72.315            0.083698        4.795557
72.330            0.084239        4.826567
72.345            0.084760        4.856414
72.360            0.085261        4.885099
72.375            0.085741        4.912618
72.390            0.086201        4.938971
72.405            0.086641        4.964156
72.420            0.087060        4.988174
72.435            0.087459        5.011024
72.450            0.087837        5.032706
72.465            0.088195        5.053222
72.480            0.088533        5.072571
72.495            0.088850        5.090756
72.510            0.089148        5.107779
72.525            0.089424        5.123640
72.540            0.089681        5.138343
72.555            0.089917        5.151891
72.570            0.090134        5.164285
72.585            0.090330        5.175531
72.600            0.090506        5.185631
72.615            0.090663        5.194589
72.630            0.090799        5.202410
72.645            0.090916        5.209099
72.660            0.091013        5.214660
72.675            0.091090        5.219098
72.690            0.091148        5.222420
72.705            0.091187        5.224632
72.720            0.091206        5.225739
72.735            0.091207        5.225749
72.750            0.091188        5.224668
72.765            0.091150        5.222504
72.780            0.091093        5.219264
72.795            0.091018        5.214958
72.810            0.090925        5.209593
72.825            0.090813        5.203178
72.840            0.090682        5.195723
72.855            0.090534        5.187237
72.870            0.090368        5.177730
72.885            0.090185        5.167214
72.900            0.089984        5.155699
72.915            0.089766        5.143196
72.930            0.089530        5.129717
72.945            0.089278        5.115274
72.960            0.089010        5.099880
72.975            0.088725        5.083548
72.990            0.088423        5.066292
73.005            0.088106        5.048125
73.020            0.087774        5.029061
73.035            0.087426        5.009116
73.050            0.087062        4.988303
73.065            0.086684        4.966640
73.080            0.086292        4.944141
73.095            0.085885        4.920823
73.110            0.085464        4.896702
73.125            0.085029        4.871796
73.140            0.084581        4.846121
73.155            0.084120        4.819695
73.170            0.083646        4.792536
73.185            0.083159        4.764662
73.200            0.082660        4.736091
73.215            0.082150        4.706843
73.230            0.081628        4.676935
73.245            0.081095        4.646388
73.260            0.080551        4.615219
73.275            0.079996        4.583450
73.290            0.079432        4.551098
73.305            0.078857        4.518184
73.320            0.078273        4.484728
73.335            0.077680        4.450749
73.350            0.077078        4.416266
73.365            0.076468        4.381300
73.380            0.075850        4.345871
73.395            0.075224        4.309997
73.410            0.074590        4.273700
73.425            0.073950        4.236997
73.440            0.073302        4.199909
73.455            0.072649        4.162454
73.470            0.071989        4.124652
73.485            0.071323        4.086521
73.500            0.070652        4.048080
73.515            0.069976        4.009347
73.530            0.069296        3.970341
73.545            0.068610        3.931078
73.560            0.067921        3.891577
73.575            0.067228        3.851855
73.590            0.066531        3.811927
73.605            0.065831        3.771811
73.620            0.065127        3.731522
73.635            0.064421        3.691075
73.650            0.063713        3.650487
73.665            0.063002        3.609771
73.680            0.062290        3.568942
73.695            0.061575        3.528014
73.710            0.060860        3.486999
73.725            0.060142        3.445911
73.740            0.059424        3.404761
73.755            0.058705        3.363562
73.770            0.057986        3.322325
73.785            0.057265        3.281061
73.800            0.056545        3.239780
73.815            0.055824        3.198492
73.830            0.055104        3.157206
73.845            0.054383        3.115930
73.860            0.053663        3.074674
73.875            0.052944        3.033445
73.890            0.052225        2.992249
73.905            0.051506        2.951095
73.920            0.050789        2.909987
73.935            0.050072        2.868932
73.950            0.049357        2.827935
73.965            0.048642        2.787001
73.980            0.047929        2.746133
73.995            0.047217        2.705336
74.010            0.046506        2.664613
74.025            0.045797        2.623965
74.040            0.045089        2.583397
74.055            0.044382        2.542909
74.070            0.043677        2.502502
74.085            0.042973        2.462178
74.100            0.042271        2.421937
74.115            0.041570        2.381778
74.130            0.040870        2.341702
74.145            0.040172        2.301706
74.160            0.039476        2.261790
74.175            0.038780        2.221952
74.190            0.038086        2.182189
74.205            0.037394        2.142498
74.220            0.036702        2.102876
74.235            0.036012        2.063320
74.250            0.035322        2.023825
74.265            0.034634        1.984386
74.280            0.033947        1.944999
74.295            0.033260        1.905658
74.310            0.032574        1.866357
74.325            0.031889        1.827091
74.340            0.031204        1.787852
74.355            0.030519        1.748632
74.370            0.029835        1.709426
74.385            0.029151        1.670224
74.400            0.028467        1.631019
74.415            0.027782        1.591802
74.430            0.027097        1.552564
74.445            0.026412        1.513295
74.460            0.025726        1.473985
74.475            0.025039        1.434625
