Time (s)  Flap Rotation y (radians)Flap Rotation y (degrees)
60.54               0.0990          5.6733
60.57               0.0980          5.6127
60.60               0.0969          5.5517
60.63               0.0958          5.4901
60.66               0.0947          5.4280
60.69               0.0936          5.3655
60.72               0.0925          5.3024
60.75               0.0914          5.2388
60.78               0.0903          5.1748
60.81               0.0892          5.1103
60.84               0.0881          5.0453
60.87               0.0869          4.9799
60.90               0.0858          4.9140
60.93               0.0846          4.8476
60.96               0.0834          4.7808
60.99               0.0823          4.7136
61.02               0.0811          4.6460
61.05               0.0799          4.5779
61.08               0.0787          4.5094
61.11               0.0775          4.4405
61.14               0.0763          4.3712
61.17               0.0751          4.3015
61.20               0.0739          4.2314
61.23               0.0726          4.1609
61.26               0.0714          4.0900
61.29               0.0701          4.0188
61.32               0.0689          3.9472
61.35               0.0676          3.8752
61.38               0.0664          3.8029
61.41               0.0651          3.7303
61.44               0.0638          3.6573
61.47               0.0626          3.5840
61.50               0.0613          3.5103
61.53               0.0600          3.4364
61.56               0.0587          3.3621
61.59               0.0574          3.2875
61.62               0.0561          3.2127
61.65               0.0548          3.1375
61.68               0.0534          3.0621
61.71               0.0521          2.9863
61.74               0.0508          2.9104
61.77               0.0495          2.8341
61.80               0.0481          2.7576
61.83               0.0468          2.6809
61.86               0.0454          2.6039
61.89               0.0441          2.5267
61.92               0.0427          2.4492
61.95               0.0414          2.3716
61.98               0.0400          2.2937
62.01               0.0387          2.2156
62.04               0.0373          2.1374
62.07               0.0359          2.0589
62.10               0.0346          1.9803
62.13               0.0332          1.9014
62.16               0.0318          1.8225
62.19               0.0304          1.7433
62.22               0.0290          1.6640
62.25               0.0277          1.5846
62.28               0.0263          1.5050
62.31               0.0249          1.4253
62.34               0.0235          1.3454
62.37               0.0221          1.2655
62.40               0.0207          1.1854
62.43               0.0193          1.1053
62.46               0.0179          1.0250
62.49               0.0165          0.9446
62.52               0.0151          0.8642
62.55               0.0137          0.7837
62.58               0.0123          0.7031
62.61               0.0109          0.6225
62.64               0.0095          0.5418
62.67               0.0080          0.4611
62.70               0.0066          0.3804
62.73               0.0052          0.2996
62.76               0.0038          0.2188
62.79               0.0024          0.1380
62.82               0.0010          0.0572
62.85              -0.0004         -0.0237
62.88              -0.0018         -0.1045
62.91              -0.0032         -0.1853
62.94              -0.0046         -0.2660
62.97              -0.0061         -0.3468
63.00              -0.0075         -0.4275
63.03              -0.0089         -0.5081
63.06              -0.0103         -0.5887
63.09              -0.0117         -0.6693
63.12              -0.0131         -0.7497
63.15              -0.0145         -0.8301
63.18              -0.0159         -0.9105
63.21              -0.0173         -0.9907
63.24              -0.0187         -1.0708
63.27              -0.0201         -1.1508
63.30              -0.0215         -1.2307
63.33              -0.0229         -1.3105
63.36              -0.0243         -1.3902
63.39              -0.0257         -1.4697
63.42              -0.0270         -1.5491
63.45              -0.0284         -1.6284
63.48              -0.0298         -1.7074
63.51              -0.0312         -1.7864
63.54              -0.0326         -1.8651
63.57              -0.0339         -1.9437
63.60              -0.0353         -2.0221
63.63              -0.0367         -2.1003
63.66              -0.0380         -2.1782
63.69              -0.0394         -2.2560
63.72              -0.0407         -2.3336
63.75              -0.0421         -2.4110
63.78              -0.0434         -2.4881
63.81              -0.0448         -2.5650
63.84              -0.0461         -2.6416
63.87              -0.0474         -2.7180
63.90              -0.0488         -2.7941
63.93              -0.0501         -2.8700
63.96              -0.0514         -2.9456
63.99              -0.0527         -3.0209
64.02              -0.0540         -3.0960
64.05              -0.0553         -3.1707
64.08              -0.0566         -3.2452
64.11              -0.0579         -3.3193
64.14              -0.0592         -3.3931
64.17              -0.0605         -3.4666
64.20              -0.0618         -3.5398
64.23              -0.0631         -3.6127
64.26              -0.0643         -3.6852
64.29              -0.0656         -3.7573
64.32              -0.0668         -3.8291
64.35              -0.0681         -3.9006
64.38              -0.0693         -3.9717
64.41              -0.0706         -4.0424
64.44              -0.0718         -4.1127
64.47              -0.0730         -4.1826
64.50              -0.0742         -4.2522
64.53              -0.0754         -4.3213
64.56              -0.0766         -4.3900
64.59              -0.0778         -4.4583
64.62              -0.0790         -4.5262
64.65              -0.0802         -4.5937
64.68              -0.0813         -4.6608
64.71              -0.0825         -4.7274
64.74              -0.0837         -4.7935
64.77              -0.0848         -4.8592
64.80              -0.0859         -4.9244
64.83              -0.0871         -4.9892
64.86              -0.0882         -5.0535
64.89              -0.0893         -5.1174
64.92              -0.0904         -5.1807
64.95              -0.0915         -5.2436
64.98              -0.0926         -5.3059
65.01              -0.0937         -5.3678
65.04              -0.0948         -5.4292
65.07              -0.0958         -5.4900
65.10              -0.0969         -5.5503
65.13              -0.0979         -5.6101
65.16              -0.0989         -5.6694
65.19              -0.1000         -5.7281
65.22              -0.1010         -5.7863
65.25              -0.1020         -5.8440
65.28              -0.1030         -5.9011
65.31              -0.1040         -5.9576
65.34              -0.1050         -6.0136
65.37              -0.1059         -6.0690
65.40              -0.1069         -6.1238
65.43              -0.1078         -6.1780
65.46              -0.1088         -6.2317
65.49              -0.1097         -6.2848
65.52              -0.1106         -6.3372
65.55              -0.1115         -6.3891
65.58              -0.1124         -6.4404
65.61              -0.1133         -6.4911
65.64              -0.1142         -6.5411
65.67              -0.1150         -6.5905
65.70              -0.1159         -6.6393
65.73              -0.1167         -6.6875
65.76              -0.1175         -6.7350
65.79              -0.1184         -6.7819
65.82              -0.1192         -6.8282
65.85              -0.1200         -6.8738
65.88              -0.1208         -6.9187
65.91              -0.1215         -6.9630
65.94              -0.1223         -7.0066
65.97              -0.1230         -7.0496
66.00              -0.1238         -7.0919
66.03              -0.1245         -7.1335
66.06              -0.1252         -7.1745
66.09              -0.1259         -7.2147
66.12              -0.1266         -7.2543
66.15              -0.1273         -7.2932
66.18              -0.1280         -7.3314
66.21              -0.1286         -7.3689
66.24              -0.1293         -7.4057
66.27              -0.1299         -7.4417
66.30              -0.1305         -7.4771
66.33              -0.1311         -7.5118
66.36              -0.1317         -7.5457
66.39              -0.1323         -7.5790
66.42              -0.1328         -7.6115
66.45              -0.1334         -7.6433
66.48              -0.1339         -7.6743
66.51              -0.1345         -7.7046
66.54              -0.1350         -7.7342
66.57              -0.1355         -7.7631
66.60              -0.1360         -7.7912
66.63              -0.1365         -7.8186
66.66              -0.1369         -7.8452
66.69              -0.1374         -7.8711
66.72              -0.1378         -7.8962
66.75              -0.1382         -7.9206
66.78              -0.1387         -7.9442
66.81              -0.1391         -7.9670
66.84              -0.1394         -7.9891
66.87              -0.1398         -8.0105
66.90              -0.1402         -8.0310
66.93              -0.1405         -8.0509
66.96              -0.1408         -8.0699
66.99              -0.1412         -8.0882
67.02              -0.1415         -8.1057
67.05              -0.1418         -8.1224
67.08              -0.1420         -8.1383
67.11              -0.1423         -8.1535
67.14              -0.1426         -8.1679
67.17              -0.1428         -8.1815
67.20              -0.1430         -8.1944
67.23              -0.1432         -8.2064
67.26              -0.1434         -8.2177
67.29              -0.1436         -8.2282
67.32              -0.1438         -8.2379
67.35              -0.1439         -8.2468
67.38              -0.1441         -8.2549
67.41              -0.1442         -8.2623
67.44              -0.1443         -8.2688
67.47              -0.1444         -8.2746
67.50              -0.1445         -8.2796
67.53              -0.1446         -8.2838
67.56              -0.1446         -8.2872
67.59              -0.1447         -8.2898
67.62              -0.1447         -8.2916
67.65              -0.1447         -8.2926
67.68              -0.1447         -8.2929
67.71              -0.1447         -8.2923
67.74              -0.1447         -8.2910
67.77              -0.1447         -8.2889
67.80              -0.1446         -8.2859
67.83              -0.1446         -8.2822
67.86              -0.1445         -8.2778
67.89              -0.1444         -8.2725
67.92              -0.1443         -8.2664
67.95              -0.1442         -8.2596
67.98              -0.1440         -8.2519
68.01              -0.1439         -8.2435
68.04              -0.1437         -8.2343
68.07              -0.1435         -8.2243
68.10              -0.1434         -8.2135
68.13              -0.1432         -8.2020
68.16              -0.1429         -8.1897
68.19              -0.1427         -8.1765
68.22              -0.1425         -8.1627
68.25              -0.1422         -8.1480
68.28              -0.1419         -8.1326
68.31              -0.1417         -8.1164
68.34              -0.1414         -8.0994
68.37              -0.1411         -8.0817
68.40              -0.1407         -8.0632
68.43              -0.1404         -8.0439
68.46              -0.1400         -8.0239
68.49              -0.1397         -8.0031
68.52              -0.1393         -7.9816
68.55              -0.1389         -7.9593
68.58              -0.1385         -7.9362
68.61              -0.1381         -7.9124
68.64              -0.1377         -7.8879
68.67              -0.1372         -7.8626
68.70              -0.1368         -7.8366
68.73              -0.1363         -7.8098
68.76              -0.1358         -7.7823
68.79              -0.1353         -7.7540
68.82              -0.1348         -7.7251
68.85              -0.1343         -7.6954
68.88              -0.1338         -7.6649
68.91              -0.1332         -7.6338
68.94              -0.1327         -7.6019
68.97              -0.1321         -7.5693
69.00              -0.1315         -7.5360
69.03              -0.1309         -7.5020
69.06              -0.1303         -7.4673
69.09              -0.1297         -7.4319
69.12              -0.1291         -7.3958
69.15              -0.1284         -7.3590
69.18              -0.1278         -7.3215
69.21              -0.1271         -7.2834
69.24              -0.1264         -7.2445
69.27              -0.1258         -7.2050
69.30              -0.1250         -7.1648
69.33              -0.1243         -7.1239
69.36              -0.1236         -7.0823
69.39              -0.1229         -7.0401
69.42              -0.1221         -6.9973
69.45              -0.1214         -6.9538
69.48              -0.1206         -6.9096
69.51              -0.1198         -6.8648
69.54              -0.1190         -6.8193
69.57              -0.1182         -6.7732
69.60              -0.1174         -6.7265
69.63              -0.1166         -6.6792
69.66              -0.1157         -6.6312
69.69              -0.1149         -6.5826
69.72              -0.1140         -6.5334
69.75              -0.1132         -6.4836
69.78              -0.1123         -6.4332
69.81              -0.1114         -6.3822
69.84              -0.1105         -6.3307
69.87              -0.1096         -6.2785
69.90              -0.1087         -6.2257
69.93              -0.1077         -6.1724
69.96              -0.1068         -6.1185
69.99              -0.1058         -6.0640
70.02              -0.1049         -6.0090
70.05              -0.1039         -5.9534
70.08              -0.1029         -5.8972
70.11              -0.1019         -5.8405
70.14              -0.1009         -5.7833
70.17              -0.0999         -5.7256
70.20              -0.0989         -5.6673
70.23              -0.0979         -5.6085
70.26              -0.0969         -5.5492
70.29              -0.0958         -5.4893
70.32              -0.0948         -5.4290
70.35              -0.0937         -5.3681
70.38              -0.0926         -5.3068
70.41              -0.0915         -5.2450
70.44              -0.0905         -5.1827
70.47              -0.0894         -5.1199
70.50              -0.0883         -5.0567
70.53              -0.0871         -4.9930
70.56              -0.0860         -4.9288
70.59              -0.0849         -4.8642
70.62              -0.0838         -4.7991
70.65              -0.0826         -4.7336
70.68              -0.0815         -4.6677
70.71              -0.0803         -4.6014
70.74              -0.0791         -4.5346
70.77              -0.0780         -4.4674
70.80              -0.0768         -4.3998
70.83              -0.0756         -4.3318
70.86              -0.0744         -4.2634
70.89              -0.0732         -4.1946
70.92              -0.0720         -4.1255
70.95              -0.0708         -4.0559
70.98              -0.0696         -3.9860
71.01              -0.0683         -3.9158
71.04              -0.0671         -3.8451
71.07              -0.0659         -3.7742
71.10              -0.0646         -3.7029
71.13              -0.0634         -3.6312
71.16              -0.0621         -3.5592
71.19              -0.0609         -3.4869
71.22              -0.0596         -3.4143
71.25              -0.0583         -3.3414
71.28              -0.0570         -3.2682
71.31              -0.0558         -3.1947
71.34              -0.0545         -3.1209
71.37              -0.0532         -3.0468
71.40              -0.0519         -2.9724
71.43              -0.0506         -2.8978
71.46              -0.0493         -2.8229
71.49              -0.0480         -2.7478
71.52              -0.0466         -2.6724
71.55              -0.0453         -2.5968
71.58              -0.0440         -2.5209
71.61              -0.0427         -2.4448
71.64              -0.0413         -2.3685
71.67              -0.0400         -2.2920
71.70              -0.0387         -2.2153
71.73              -0.0373         -2.1384
71.76              -0.0360         -2.0613
71.79              -0.0346         -1.9840
71.82              -0.0333         -1.9066
71.85              -0.0319         -1.8289
71.88              -0.0306         -1.7512
71.91              -0.0292         -1.6732
71.94              -0.0278         -1.5951
71.97              -0.0265         -1.5169
72.00              -0.0251         -1.4385
72.03              -0.0237         -1.3601
72.06              -0.0224         -1.2815
72.09              -0.0210         -1.2027
72.12              -0.0196         -1.1239
72.15              -0.0182         -1.0450
72.18              -0.0169         -0.9660
72.21              -0.0155         -0.8869
72.24              -0.0141         -0.8078
72.27              -0.0127         -0.7285
72.30              -0.0113         -0.6492
72.33              -0.0099         -0.5699
72.36              -0.0086         -0.4905
72.39              -0.0072         -0.4111
72.42              -0.0058         -0.3316
72.45              -0.0044         -0.2521
72.48              -0.0030         -0.1726
72.51              -0.0016         -0.0931
72.54              -0.0002         -0.0136
72.57               0.0011          0.0659
72.60               0.0025          0.1454
72.63               0.0039          0.2248
72.66               0.0053          0.3043
72.69               0.0067          0.3837
72.72               0.0081          0.4630
72.75               0.0095          0.5424
72.78               0.0108          0.6216
72.81               0.0122          0.7008
72.84               0.0136          0.7799
72.87               0.0150          0.8590
72.90               0.0164          0.9380
72.93               0.0177          1.0168
72.96               0.0191          1.0956
72.99               0.0205          1.1743
73.02               0.0219          1.2528
73.05               0.0232          1.3312
73.08               0.0246          1.4095
73.11               0.0260          1.4877
73.14               0.0273          1.5657
73.17               0.0287          1.6436
73.20               0.0300          1.7213
73.23               0.0314          1.7988
73.26               0.0327          1.8762
73.29               0.0341          1.9534
73.32               0.0354          2.0304
73.35               0.0368          2.1072
73.38               0.0381          2.1839
73.41               0.0394          2.2603
73.44               0.0408          2.3365
73.47               0.0421          2.4124
73.50               0.0434          2.4882
73.53               0.0447          2.5637
73.56               0.0461          2.6389
73.59               0.0474          2.7140
73.62               0.0487          2.7887
73.65               0.0500          2.8632
73.68               0.0513          2.9374
73.71               0.0526          3.0114
73.74               0.0538          3.0851
73.77               0.0551          3.1584
73.80               0.0564          3.2315
73.83               0.0577          3.3043
73.86               0.0589          3.3767
73.89               0.0602          3.4489
73.92               0.0614          3.5207
73.95               0.0627          3.5922
73.98               0.0639          3.6633
74.01               0.0652          3.7341
74.04               0.0664          3.8045
74.07               0.0676          3.8746
74.10               0.0688          3.9443
74.13               0.0701          4.0137
74.16               0.0713          4.0827
74.19               0.0725          4.1513
74.22               0.0736          4.2195
74.25               0.0748          4.2873
74.28               0.0760          4.3546
74.31               0.0772          4.4216
74.34               0.0783          4.4882
74.37               0.0795          4.5543
74.40               0.0806          4.6201
74.43               0.0818          4.6853
74.46               0.0829          4.7502
74.49               0.0840          4.8146
74.52               0.0851          4.8785
74.55               0.0863          4.9420
74.58               0.0874          5.0050
74.61               0.0884          5.0675
74.64               0.0895          5.1296
74.67               0.0906          5.1911
74.70               0.0917          5.2522
74.73               0.0927          5.3128
74.76               0.0938          5.3729
74.79               0.0948          5.4325
74.82               0.0958          5.4916
74.85               0.0969          5.5501
74.88               0.0979          5.6081
74.91               0.0989          5.6656
74.94               0.0999          5.7226
74.97               0.1009          5.7790
75.00               0.1018          5.8349
75.03               0.1028          5.8902
75.06               0.1038          5.9449
75.09               0.1047          5.9991
75.12               0.1056          6.0528
75.15               0.1066          6.1058
75.18               0.1075          6.1583
75.21               0.1084          6.2102
75.24               0.1093          6.2615
75.27               0.1102          6.3122
75.30               0.1110          6.3623
75.33               0.1119          6.4118
75.36               0.1128          6.4607
75.39               0.1136          6.5090
75.42               0.1144          6.5567
75.45               0.1153          6.6038
75.48               0.1161          6.6502
75.51               0.1169          6.6960
75.54               0.1177          6.7412
75.57               0.1184          6.7857
75.60               0.1192          6.8295
75.63               0.1200          6.8728
75.66               0.1207          6.9154
75.69               0.1214          6.9573
75.72               0.1221          6.9985
75.75               0.1229          7.0391
75.78               0.1236          7.0790
75.81               0.1242          7.1183
75.84               0.1249          7.1569
75.87               0.1256          7.1948
75.90               0.1262          7.2320
75.93               0.1269          7.2685
75.96               0.1275          7.3043
75.99               0.1281          7.3395
76.02               0.1287          7.3739
76.05               0.1293          7.4076
76.08               0.1299          7.4406
76.11               0.1304          7.4730
76.14               0.1310          7.5046
76.17               0.1315          7.5355
76.20               0.1320          7.5657
76.23               0.1326          7.5951
76.26               0.1331          7.6238
76.29               0.1335          7.6518
76.32               0.1340          7.6791
76.35               0.1345          7.7057
76.38               0.1349          7.7315
76.41               0.1354          7.7566
76.44               0.1358          7.7809
76.47               0.1362          7.8045
76.50               0.1366          7.8273
76.53               0.1370          7.8494
76.56               0.1374          7.8708
76.59               0.1377          7.8914
76.62               0.1381          7.9113
76.65               0.1384          7.9304
76.68               0.1387          7.9487
76.71               0.1390          7.9663
76.74               0.1393          7.9831
76.77               0.1396          7.9992
76.80               0.1399          8.0145
76.83               0.1401          8.0290
76.86               0.1404          8.0428
76.89               0.1406          8.0558
76.92               0.1408          8.0681
76.95               0.1410          8.0795
76.98               0.1412          8.0902
77.01               0.1414          8.1002
77.04               0.1415          8.1093
77.07               0.1417          8.1177
77.10               0.1418          8.1253
77.13               0.1419          8.1321
77.16               0.1420          8.1382
77.19               0.1421          8.1435
77.22               0.1422          8.1480
77.25               0.1423          8.1517
77.28               0.1423          8.1547
77.31               0.1424          8.1569
77.34               0.1424          8.1583
77.37               0.1424          8.1589
77.40               0.1424          8.1588
77.43               0.1424          8.1579
77.46               0.1424          8.1562
77.49               0.1423          8.1537
77.52               0.1423          8.1504
77.55               0.1422          8.1464
77.58               0.1421          8.1416
77.61               0.1420          8.1360
77.64               0.1419          8.1297
77.67               0.1418          8.1226
77.70               0.1416          8.1147
77.73               0.1415          8.1060
77.76               0.1413          8.0966
77.79               0.1411          8.0864
77.82               0.1409          8.0754
77.85               0.1407          8.0637
77.88               0.1405          8.0512
77.91               0.1403          8.0379
77.94               0.1400          8.0239
77.97               0.1398          8.0091
78.00               0.1395          7.9936
78.03               0.1392          7.9773
78.06               0.1389          7.9602
78.09               0.1386          7.9424
78.12               0.1383          7.9239
78.15               0.1380          7.9046
78.18               0.1376          7.8845
78.21               0.1372          7.8637
78.24               0.1369          7.8422
78.27               0.1365          7.8199
78.30               0.1361          7.7968
78.33               0.1357          7.7731
78.36               0.1352          7.7486
78.39               0.1348          7.7234
78.42               0.1343          7.6974
78.45               0.1339          7.6707
78.48               0.1334          7.6433
78.51               0.1329          7.6152
78.54               0.1324          7.5864
78.57               0.1319          7.5568
78.60               0.1314          7.5265
78.63               0.1308          7.4956
78.66               0.1303          7.4639
78.69               0.1297          7.4315
78.72               0.1291          7.3984
78.75               0.1285          7.3647
78.78               0.1279          7.3302
78.81               0.1273          7.2950
78.84               0.1267          7.2592
78.87               0.1261          7.2227
78.90               0.1254          7.1855
78.93               0.1247          7.1476
78.96               0.1241          7.1091
78.99               0.1234          7.0699
79.02               0.1227          7.0300
79.05               0.1220          6.9895
79.08               0.1213          6.9483
79.11               0.1205          6.9065
79.14               0.1198          6.8641
79.17               0.1190          6.8209
79.20               0.1183          6.7772
79.23               0.1175          6.7328
79.26               0.1167          6.6878
79.29               0.1159          6.6422
79.32               0.1151          6.5960
79.35               0.1143          6.5491
79.38               0.1135          6.5016
79.41               0.1126          6.4536
79.44               0.1118          6.4049
79.47               0.1109          6.3556
79.50               0.1101          6.3058
79.53               0.1092          6.2553
79.56               0.1083          6.2043
79.59               0.1074          6.1527
79.62               0.1065          6.1006
79.65               0.1056          6.0478
79.68               0.1046          5.9945
79.71               0.1037          5.9407
79.74               0.1027          5.8863
79.77               0.1018          5.8314
79.80               0.1008          5.7759
79.83               0.0998          5.7199
79.86               0.0988          5.6634
79.89               0.0978          5.6063
79.92               0.0968          5.5487
79.95               0.0958          5.4906
79.98               0.0948          5.4321
80.01               0.0938          5.3730
80.04               0.0927          5.3134
80.07               0.0917          5.2533
80.10               0.0906          5.1928
80.13               0.0896          5.1317
80.16               0.0885          5.0702
80.19               0.0874          5.0083
80.22               0.0863          4.9458
80.25               0.0852          4.8829
80.28               0.0841          4.8196
80.31               0.0830          4.7559
80.34               0.0819          4.6917
80.37               0.0808          4.6270
80.40               0.0796          4.5620
80.43               0.0785          4.4965
80.46               0.0773          4.4306
80.49               0.0762          4.3643
80.52               0.0750          4.2977
80.55               0.0738          4.2306
80.58               0.0727          4.1631
80.61               0.0715          4.0953
80.64               0.0703          4.0271
80.67               0.0691          3.9585
80.70               0.0679          3.8896
80.73               0.0667          3.8203
80.76               0.0655          3.7507
80.79               0.0642          3.6807
80.82               0.0630          3.6104
80.85               0.0618          3.5397
80.88               0.0605          3.4688
80.91               0.0593          3.3975
80.94               0.0580          3.3260
80.97               0.0568          3.2541
81.00               0.0555          3.1819
81.03               0.0543          3.1095
81.06               0.0530          3.0367
81.09               0.0517          2.9637
81.12               0.0504          2.8905
81.15               0.0492          2.8169
81.18               0.0479          2.7431
81.21               0.0466          2.6691
81.24               0.0453          2.5948
81.27               0.0440          2.5203
81.30               0.0427          2.4456
81.33               0.0414          2.3707
81.36               0.0401          2.2955
81.39               0.0387          2.2201
81.42               0.0374          2.1446
81.45               0.0361          2.0688
81.48               0.0348          1.9929
81.51               0.0335          1.9168
81.54               0.0321          1.8405
81.57               0.0308          1.7641
81.60               0.0295          1.6875
81.63               0.0281          1.6107
81.66               0.0268          1.5338
81.69               0.0254          1.4568
81.72               0.0241          1.3797
81.75               0.0227          1.3024
81.78               0.0214          1.2250
81.81               0.0200          1.1475
81.84               0.0187          1.0700
81.87               0.0173          0.9923
81.90               0.0160          0.9145
81.93               0.0146          0.8367
81.96               0.0132          0.7588
81.99               0.0119          0.6808
82.02               0.0105          0.6028
82.05               0.0092          0.5247
82.08               0.0078          0.4466
82.11               0.0064          0.3684
82.14               0.0051          0.2902
82.17               0.0037          0.2120
82.20               0.0023          0.1338
82.23               0.0010          0.0556
82.26              -0.0004         -0.0226
82.29              -0.0018         -0.1008
82.32              -0.0031         -0.1790
82.35              -0.0045         -0.2572
82.38              -0.0059         -0.3353
82.41              -0.0072         -0.4134
82.44              -0.0086         -0.4915
82.47              -0.0099         -0.5695
82.50              -0.0113         -0.6474
82.53              -0.0127         -0.7253
82.56              -0.0140         -0.8031
82.59              -0.0154         -0.8809
82.62              -0.0167         -0.9585
82.65              -0.0181         -1.0361
82.68              -0.0194         -1.1135
82.71              -0.0208         -1.1908
82.74              -0.0221         -1.2681
82.77              -0.0235         -1.3452
82.80              -0.0248         -1.4221
82.83              -0.0262         -1.4990
82.86              -0.0275         -1.5756
82.89              -0.0288         -1.6522
82.92              -0.0302         -1.7286
82.95              -0.0315         -1.8048
82.98              -0.0328         -1.8808
83.01              -0.0342         -1.9567
83.04              -0.0355         -2.0323
83.07              -0.0368         -2.1078
83.10              -0.0381         -2.1831
83.13              -0.0394         -2.2582
83.16              -0.0407         -2.3330
83.19              -0.0420         -2.4077
83.22              -0.0433         -2.4821
83.25              -0.0446         -2.5562
83.28              -0.0459         -2.6302
83.31              -0.0472         -2.7038
83.34              -0.0485         -2.7773
83.37              -0.0497         -2.8504
83.40              -0.0510         -2.9233
83.43              -0.0523         -2.9959
83.46              -0.0536         -3.0683
83.49              -0.0548         -3.1403
83.52              -0.0561         -3.2121
83.55              -0.0573         -3.2835
83.58              -0.0585         -3.3547
83.61              -0.0598         -3.4255
83.64              -0.0610         -3.4960
83.67              -0.0622         -3.5661
83.70              -0.0635         -3.6360
83.73              -0.0647         -3.7055
83.76              -0.0659         -3.7746
83.79              -0.0671         -3.8434
83.82              -0.0683         -3.9118
83.85              -0.0695         -3.9799
83.88              -0.0706         -4.0475
83.91              -0.0718         -4.1148
83.94              -0.0730         -4.1817
83.97              -0.0741         -4.2483
84.00              -0.0753         -4.3144
84.03              -0.0764         -4.3801
84.06              -0.0776         -4.4454
84.09              -0.0787         -4.5102
84.12              -0.0798         -4.5747
84.15              -0.0810         -4.6387
84.18              -0.0821         -4.7023
84.21              -0.0832         -4.7654
84.24              -0.0843         -4.8281
84.27              -0.0854         -4.8903
84.30              -0.0864         -4.9521
84.33              -0.0875         -5.0134
84.36              -0.0886         -5.0742
84.39              -0.0896         -5.1346
84.42              -0.0907         -5.1945
84.45              -0.0917         -5.2538
84.48              -0.0927         -5.3127
84.51              -0.0937         -5.3711
84.54              -0.0948         -5.4290
84.57              -0.0958         -5.4863
84.60              -0.0967         -5.5432
84.63              -0.0977         -5.5995
84.66              -0.0987         -5.6553
84.69              -0.0997         -5.7105
84.72              -0.1006         -5.7652
84.75              -0.1016         -5.8194
84.78              -0.1025         -5.8730
84.81              -0.1034         -5.9261
84.84              -0.1043         -5.9786
84.87              -0.1053         -6.0305
84.90              -0.1061         -6.0819
84.93              -0.1070         -6.1327
84.96              -0.1079         -6.1829
84.99              -0.1088         -6.2325
85.02              -0.1096         -6.2815
85.05              -0.1105         -6.3300
85.08              -0.1113         -6.3778
85.11              -0.1121         -6.4250
85.14              -0.1130         -6.4717
85.17              -0.1138         -6.5177
85.20              -0.1145         -6.5631
85.23              -0.1153         -6.6078
85.26              -0.1161         -6.6520
85.29              -0.1169         -6.6955
85.32              -0.1176         -6.7383
85.35              -0.1183         -6.7806
85.38              -0.1191         -6.8222
85.41              -0.1198         -6.8631
85.44              -0.1205         -6.9034
85.47              -0.1212         -6.9430
85.50              -0.1219         -6.9820
85.53              -0.1225         -7.0203
85.56              -0.1232         -7.0580
85.59              -0.1238         -7.0950
85.62              -0.1245         -7.1313
85.65              -0.1251         -7.1669
85.68              -0.1257         -7.2018
85.71              -0.1263         -7.2361
85.74              -0.1269         -7.2696
85.77              -0.1275         -7.3025
85.80              -0.1280         -7.3347
85.83              -0.1286         -7.3662
85.86              -0.1291         -7.3970
85.89              -0.1296         -7.4271
85.92              -0.1301         -7.4564
85.95              -0.1306         -7.4851
85.98              -0.1311         -7.5130
86.01              -0.1316         -7.5403
86.04              -0.1321         -7.5668
86.07              -0.1325         -7.5926
86.10              -0.1330         -7.6177
86.13              -0.1334         -7.6420
86.16              -0.1338         -7.6656
86.19              -0.1342         -7.6885
86.22              -0.1346         -7.7107
86.25              -0.1350         -7.7321
86.28              -0.1353         -7.7528
86.31              -0.1357         -7.7727
86.34              -0.1360         -7.7919
86.37              -0.1363         -7.8104
86.40              -0.1366         -7.8281
86.43              -0.1369         -7.8451
86.46              -0.1372         -7.8613
86.49              -0.1375         -7.8768
86.52              -0.1377         -7.8916
86.55              -0.1380         -7.9055
86.58              -0.1382         -7.9188
86.61              -0.1384         -7.9312
86.64              -0.1386         -7.9429
86.67              -0.1388         -7.9539
86.70              -0.1390         -7.9641
86.73              -0.1392         -7.9736
86.76              -0.1393         -7.9822
86.79              -0.1395         -7.9902
86.82              -0.1396         -7.9973
86.85              -0.1397         -8.0037
86.88              -0.1398         -8.0094
86.91              -0.1399         -8.0142
86.94              -0.1399         -8.0184
86.97              -0.1400         -8.0217
87.00              -0.1401         -8.0243
87.03              -0.1401         -8.0261
87.06              -0.1401         -8.0272
87.09              -0.1401         -8.0275
87.12              -0.1401         -8.0270
87.15              -0.1401         -8.0258
87.18              -0.1400         -8.0238
87.21              -0.1400         -8.0211
87.24              -0.1399         -8.0175
87.27              -0.1399         -8.0133
87.30              -0.1398         -8.0082
87.33              -0.1397         -8.0024
87.36              -0.1396         -7.9959
87.39              -0.1394         -7.9886
87.42              -0.1393         -7.9805
87.45              -0.1391         -7.9716
87.48              -0.1390         -7.9621
87.51              -0.1388         -7.9517
87.54              -0.1386         -7.9406
87.57              -0.1384         -7.9288
87.60              -0.1382         -7.9162
87.63              -0.1379         -7.9028
87.66              -0.1377         -7.8887
87.69              -0.1374         -7.8739
87.72              -0.1372         -7.8583
87.75              -0.1369         -7.8419
87.78              -0.1366         -7.8248
87.81              -0.1363         -7.8070
87.84              -0.1359         -7.7885
87.87              -0.1356         -7.7692
87.90              -0.1352         -7.7491
87.93              -0.1349         -7.7284
87.96              -0.1345         -7.7069
87.99              -0.1341         -7.6847
88.02              -0.1337         -7.6617
88.05              -0.1333         -7.6381
88.08              -0.1329         -7.6137
88.11              -0.1324         -7.5886
88.14              -0.1320         -7.5628
88.17              -0.1315         -7.5362
88.20              -0.1311         -7.5090
